productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,extSKU,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extJob,extPower,extCategory
520738,Neo Exdeath,Neo Exdeath,https://tcgplayer-cdn.tcgplayer.com/product/520738_200w.jpg,24,23271,https://cpt.tcgcsv.com/Njb6,2023-11-17T05:03:20.303,1,Legend,"Neo Exdeath is also Card Name Exdeath in all situations.
<br>Brave
<br>When Neo Exdeath enters the field, choose 2 Backups you control. Remove them, and all the Forwards and Monsters opponent controls from the game.",,,4.5,10.0,14.99,9.03,,Foil,21-074L,Forward,Earth,8,None,10000,
520738,Neo Exdeath,Neo Exdeath,https://tcgplayer-cdn.tcgplayer.com/product/520738_200w.jpg,24,23271,https://cpt.tcgcsv.com/Njb6,2023-11-17T05:03:20.303,1,Legend,"Neo Exdeath is also Card Name Exdeath in all situations.
<br>Brave
<br>When Neo Exdeath enters the field, choose 2 Backups you control. Remove them, and all the Forwards and Monsters opponent controls from the game.",,,3.96,5.68,8.89,5.63,,Normal,21-074L,Forward,Earth,8,None,10000,
520740,Warrior of Light,Warrior of Light,https://tcgplayer-cdn.tcgplayer.com/product/520740_200w.jpg,24,23271,https://cpt.tcgcsv.com/Qjb6,2023-11-17T05:03:20.303,1,Legend,"When Warrior of Light enters the field due to your cast, reveal the top 5 cards of your deck. Play up to 2 Characters of cost 3 among them onto the field and return the other cards to the bottom of your deck in any order.
<br>Ultimate Shield: Until the end of the turn, Warrior of Light and the Forwards of cost 3 you control gain ""This Forward cannot be chosen by your opponent's Summons or abilities.""",,,4.25,6.0,17.19,10.29,,Normal,21-121L,Forward,Light,7,Warrior of Light,9000,I
520740,Warrior of Light,Warrior of Light,https://tcgplayer-cdn.tcgplayer.com/product/520740_200w.jpg,24,23271,https://cpt.tcgcsv.com/Qjb6,2023-11-17T05:03:20.303,1,Legend,"When Warrior of Light enters the field due to your cast, reveal the top 5 cards of your deck. Play up to 2 Characters of cost 3 among them onto the field and return the other cards to the bottom of your deck in any order.
<br>Ultimate Shield: Until the end of the turn, Warrior of Light and the Forwards of cost 3 you control gain ""This Forward cannot be chosen by your opponent's Summons or abilities.""",,,4.99,10.01,21.95,12.46,,Foil,21-121L,Forward,Light,7,Warrior of Light,9000,I
525655,Onion Knight,Onion Knight,https://tcgplayer-cdn.tcgplayer.com/product/525655_200w.jpg,24,23271,https://cpt.tcgcsv.com/7hd6,2023-12-04T15:31:42.183,1,Starter,"Haste
<br>When Onion Knight enters the field, you may pay CC. When you do so, search for 1 Category DFF Forward of cost 3 or less and play it onto the field.
<br>Sword & Sorcery S: Deal 10000 damage to the Forward that blocks Onion Knight.",,,0.2,0.66,2.0,0.66,,Normal,21-125S,Forward,Fire,4,Onion Knight/Warrior of Light,8000,III;DFF
525655,Onion Knight,Onion Knight,https://tcgplayer-cdn.tcgplayer.com/product/525655_200w.jpg,24,23271,https://cpt.tcgcsv.com/7hd6,2023-12-04T15:31:42.183,1,Starter,"Haste
<br>When Onion Knight enters the field, you may pay CC. When you do so, search for 1 Category DFF Forward of cost 3 or less and play it onto the field.
<br>Sword & Sorcery S: Deal 10000 damage to the Forward that blocks Onion Knight.",,,0.7,1.9,4.99,2.13,,Foil,21-125S,Forward,Fire,4,Onion Knight/Warrior of Light,8000,III;DFF
525657,Cloud EX,Cloud EX,https://tcgplayer-cdn.tcgplayer.com/product/525657_200w.jpg,24,23271,https://cpt.tcgcsv.com/9hd6,2023-11-27T20:03:58.287,1,Starter,"You can pay CC (instead of paying the CP cost) to cast Cloud.
<br>EX BURST When Cloud enters the field, choose 1 Forward. Deal it 3000 damage for each Category DFF Forward you control.",,,1.25,2.54,3.99,1.52,,Foil,21-126S,Forward,Fire,5,Warrior,9000,VII;DFF
525657,Cloud EX,Cloud EX,https://tcgplayer-cdn.tcgplayer.com/product/525657_200w.jpg,24,23271,https://cpt.tcgcsv.com/9hd6,2023-11-27T20:03:58.287,1,Starter,"You can pay CC (instead of paying the CP cost) to cast Cloud.
<br>EX BURST When Cloud enters the field, choose 1 Forward. Deal it 3000 damage for each Category DFF Forward you control.",,,0.9,1.0,2.08,1.0,,Normal,21-126S,Forward,Fire,5,Warrior,9000,VII;DFF
525659,Firion,Firion,https://tcgplayer-cdn.tcgplayer.com/product/525659_200w.jpg,24,23271,https://cpt.tcgcsv.com/chd6,2023-11-27T20:04:08.42,1,Starter,"When Firion enters the field, choose 1 Forward. Deal it 3000 damage. If you control 2 or more Category DFF Forwards, deal it 7000 damage instead.
<br>When a Character opponent controls is put from the field into the Break Zone, gain . This effect will trigger only once per turn.",,,0.47,1.11,3.99,0.9,,Foil,21-127S,Forward,,2,Warrior,9000,
525659,Firion,Firion,https://tcgplayer-cdn.tcgplayer.com/product/525659_200w.jpg,24,23271,https://cpt.tcgcsv.com/chd6,2023-11-27T20:04:08.42,1,Starter,"When Firion enters the field, choose 1 Forward. Deal it 3000 damage. If you control 2 or more Category DFF Forwards, deal it 7000 damage instead.
<br>When a Character opponent controls is put from the field into the Break Zone, gain . This effect will trigger only once per turn.",,,0.15,0.26,1.89,0.16,,Normal,21-127S,Forward,,2,Warrior,9000,
525660,Shantotto,Shantotto,https://tcgplayer-cdn.tcgplayer.com/product/525660_200w.jpg,24,23271,https://cpt.tcgcsv.com/dhd6,2023-11-27T20:04:18.033,1,Starter,"When Shantotto enters the field, you may pay CC. When you do so, choose 1 Category DFF Forward of cost 5 or less in your Break Zone. Play it onto the field.
<br>Salvation Scythe S: Choose up to 3 Characters. Dull them and Freeze them.",,,0.9,1.0,3.99,0.94,,Foil,21-128S,Forward,Ice,5,Mage,9000,XI;DFF
525660,Shantotto,Shantotto,https://tcgplayer-cdn.tcgplayer.com/product/525660_200w.jpg,24,23271,https://cpt.tcgcsv.com/dhd6,2023-11-27T20:04:18.033,1,Starter,"When Shantotto enters the field, you may pay CC. When you do so, choose 1 Category DFF Forward of cost 5 or less in your Break Zone. Play it onto the field.
<br>Salvation Scythe S: Choose up to 3 Characters. Dull them and Freeze them.",,,0.4,0.59,1.89,0.55,,Normal,21-128S,Forward,Ice,5,Mage,9000,XI;DFF
525661,Terra,Terra,https://tcgplayer-cdn.tcgplayer.com/product/525661_200w.jpg,24,23271,https://cpt.tcgcsv.com/fhd6,2023-11-27T20:04:28.597,1,Starter,"When Terra enters the field, your opponent discards 1 card. If you control 2 or more Category DFF Forwards, also gain C.
<br>CT: Choose 1 Forward. Dull it and Freeze it. Draw 1 card.",,,2.88,3.61,6.0,3.59,,Foil,21-129S,Forward,Ice,3,Magitek Knight,7000,VI;DFF
525661,Terra,Terra,https://tcgplayer-cdn.tcgplayer.com/product/525661_200w.jpg,24,23271,https://cpt.tcgcsv.com/fhd6,2023-11-27T20:04:28.597,1,Starter,"When Terra enters the field, your opponent discards 1 card. If you control 2 or more Category DFF Forwards, also gain C.
<br>CT: Choose 1 Forward. Dull it and Freeze it. Draw 1 card.",,,0.85,0.97,2.5,1.2,,Normal,21-129S,Forward,Ice,3,Magitek Knight,7000,VI;DFF
525662,Noctis EX,Noctis EX,https://tcgplayer-cdn.tcgplayer.com/product/525662_200w.jpg,24,23271,https://cpt.tcgcsv.com/ghd6,2023-12-13T15:07:25.733,1,Starter,"You must control a Category DFF Forward to cast Noctis.
<br>EX BURST When Noctis enters the field, choose 1 dull Forward opponent controls. Break it.",,,1.0,2.75,3.99,1.25,,Foil,21-130S,Forward,,3,Prince,9000,XV;DFF
525662,Noctis EX,Noctis EX,https://tcgplayer-cdn.tcgplayer.com/product/525662_200w.jpg,24,23271,https://cpt.tcgcsv.com/ghd6,2023-12-13T15:07:25.733,1,Starter,"You must control a Category DFF Forward to cast Noctis.
<br>EX BURST When Noctis enters the field, choose 1 dull Forward opponent controls. Break it.",,,0.03,0.98,1.89,0.52,,Normal,21-130S,Forward,,3,Prince,9000,XV;DFF
525665,Warrior of Light (21-131S),Warrior of Light 21 131S,https://tcgplayer-cdn.tcgplayer.com/product/525665_200w.jpg,24,23271,https://cpt.tcgcsv.com/khd6,2023-11-27T20:05:35.25,1,Starter,"When Warrior of Light or a Category DFF Forward enters your field, gain C. This effect will trigger only once per turn.
<br>C: Until the end of the turn, Warrior of Light gains +1000 power and ""Warrior of Light cannot be chosen by your opponent's abilities.""",,,0.35,0.78,1.89,0.54,,Normal,21-131S,Forward,Wind,2,Warrior of Light,5000,I;DFF
525665,Warrior of Light (21-131S),Warrior of Light 21 131S,https://tcgplayer-cdn.tcgplayer.com/product/525665_200w.jpg,24,23271,https://cpt.tcgcsv.com/khd6,2023-11-27T20:05:35.25,1,Starter,"When Warrior of Light or a Category DFF Forward enters your field, gain C. This effect will trigger only once per turn.
<br>C: Until the end of the turn, Warrior of Light gains +1000 power and ""Warrior of Light cannot be chosen by your opponent's abilities.""",,,1.66,2.4,3.5,2.47,,Foil,21-131S,Forward,Wind,2,Warrior of Light,5000,I;DFF
525666,Cecil,Cecil,https://tcgplayer-cdn.tcgplayer.com/product/525666_200w.jpg,24,23271,https://cpt.tcgcsv.com/lhd6,2023-11-27T20:05:44.457,1,Starter,"Cecil cannot be chosen by your opponent's abilities.
<br>If Cecil is dealt damage by your opponent's abilities, the damage becomes 0 instead.
<br>The Category DFF Forwards other than Cecil you control gain +2000 power.
<br>Paladin Force S: Choose 1 Forward of cost 4 or more. Break it.",,,0.92,1.1,3.25,1.1,,Foil,21-132S,Forward,Wind,4,Paladin,8000,IV;DFF
525666,Cecil,Cecil,https://tcgplayer-cdn.tcgplayer.com/product/525666_200w.jpg,24,23271,https://cpt.tcgcsv.com/lhd6,2023-11-27T20:05:44.457,1,Starter,"Cecil cannot be chosen by your opponent's abilities.
<br>If Cecil is dealt damage by your opponent's abilities, the damage becomes 0 instead.
<br>The Category DFF Forwards other than Cecil you control gain +2000 power.
<br>Paladin Force S: Choose 1 Forward of cost 4 or more. Break it.",,,0.1,0.5,1.89,0.22,,Normal,21-132S,Forward,Wind,4,Paladin,8000,IV;DFF
525669,Tidus EX,Tidus EX,https://tcgplayer-cdn.tcgplayer.com/product/525669_200w.jpg,24,23271,https://cpt.tcgcsv.com/phd6,2023-11-27T20:16:18.517,1,Starter,"EX BURST When Tidus enters the field, choose 1 Forward opponent controls. Return it to its owner's hand.
<br>When a Forward opponent controls is returned from the field to its owner's hand, draw 1 card and gain . This effect will trigger only once per turn.",,,0.44,2.5,3.99,1.43,,Foil,21-133S,Forward,Wind,5,Guardian/Blitzballer,9000,X;DFF
525669,Tidus EX,Tidus EX,https://tcgplayer-cdn.tcgplayer.com/product/525669_200w.jpg,24,23271,https://cpt.tcgcsv.com/phd6,2023-11-27T20:16:18.517,1,Starter,"EX BURST When Tidus enters the field, choose 1 Forward opponent controls. Return it to its owner's hand.
<br>When a Forward opponent controls is returned from the field to its owner's hand, draw 1 card and gain . This effect will trigger only once per turn.",,,0.9,1.89,2.22,1.07,,Normal,21-133S,Forward,Wind,5,Guardian/Blitzballer,9000,X;DFF
525670,Bartz,Bartz,https://tcgplayer-cdn.tcgplayer.com/product/525670_200w.jpg,24,23271,https://cpt.tcgcsv.com/qhd6,2023-11-27T20:15:41.69,1,Starter,"When Bartz enters the field, you may search for 1 Category DFF Character other than Light or Dark and add it to your hand. Gain C.
<br>Remove Bartz in the Break Zone from the game: Gain C. You can only use this ability if you control 2 or more Category DFF Forwards and if Bartz is in the Break Zone.",,,0.45,0.94,1.76,1.0,,Normal,21-134S,Forward,Light,4,Wanderer/Warrior of Light,8000,V;DFF
525670,Bartz,Bartz,https://tcgplayer-cdn.tcgplayer.com/product/525670_200w.jpg,24,23271,https://cpt.tcgcsv.com/qhd6,2023-11-27T20:15:41.69,1,Starter,"When Bartz enters the field, you may search for 1 Category DFF Character other than Light or Dark and add it to your hand. Gain C.
<br>Remove Bartz in the Break Zone from the game: Gain C. You can only use this ability if you control 2 or more Category DFF Forwards and if Bartz is in the Break Zone.",,,0.74,0.94,3.25,1.0,,Foil,21-134S,Forward,Light,4,Wanderer/Warrior of Light,8000,V;DFF
525671,Bartz (Full Art),Bartz Full Art,https://tcgplayer-cdn.tcgplayer.com/product/525671_200w.jpg,24,23271,https://cpt.tcgcsv.com/rhd6,2024-10-11T19:51:48.577,1,Starter,"When Bartz enters the field, you may search for 1 Category DFF Character other than Light or Dark and add it to your hand. Gain C.
<br>Remove Bartz in the Break Zone from the game: Gain C. You can only use this ability if you control 2 or more Category DFF Forwards and if Bartz is in the Break Zone.",,,3.0,3.0,3.0,,,Normal,21-134S,Forward,Light,4,Wanderer/Warrior of Light,8000,V;DFF
525672,Y'shtola (Full Art),Yshtola Full Art,https://tcgplayer-cdn.tcgplayer.com/product/525672_200w.jpg,24,23271,https://cpt.tcgcsv.com/shd6,2023-12-12T20:38:58.033,1,Hero,"If your opponent has 2 cards or less in their hand, Y'shtola gains Haste.
<br>When Y'shtola attacks, choose 1 Forward opponent controls. Deal it 9000 damage minus 1000 damage for each card in your opponent's hand.",,,3.78,5.0,5.25,5.29,,Normal,21-036H,Forward,Ice,4,Scion of the Seventh Dawn,8000,XIV;DFF
525672,Y'shtola (Full Art),Yshtola Full Art,https://tcgplayer-cdn.tcgplayer.com/product/525672_200w.jpg,24,23271,https://cpt.tcgcsv.com/shd6,2023-12-12T20:38:58.033,1,Hero,"If your opponent has 2 cards or less in their hand, Y'shtola gains Haste.
<br>When Y'shtola attacks, choose 1 Forward opponent controls. Deal it 9000 damage minus 1000 damage for each card in your opponent's hand.",,,28.57,30.07,44.0,33.22,,Foil,21-036H,Forward,Ice,4,Scion of the Seventh Dawn,8000,XIV;DFF
525673,Y'shtola,Yshtola,https://tcgplayer-cdn.tcgplayer.com/product/525673_200w.jpg,24,23271,https://cpt.tcgcsv.com/thd6,2023-11-20T14:58:21.913,1,Hero,"If your opponent has 2 cards or less in their hand, Y'shtola gains Haste.
<br>When Y'shtola attacks, choose 1 Forward opponent controls. Deal it 9000 damage minus 1000 damage for each card in your opponent's hand.",,,0.27,0.89,1.54,0.47,,Normal,21-036H,Forward,Ice,4,Scion of the Seventh Dawn,8000,XIV;DFF
525673,Y'shtola,Yshtola,https://tcgplayer-cdn.tcgplayer.com/product/525673_200w.jpg,24,23271,https://cpt.tcgcsv.com/thd6,2023-11-20T14:58:21.913,1,Hero,"If your opponent has 2 cards or less in their hand, Y'shtola gains Haste.
<br>When Y'shtola attacks, choose 1 Forward opponent controls. Deal it 9000 damage minus 1000 damage for each card in your opponent's hand.",,,0.7,1.2,10.0,1.2,,Foil,21-036H,Forward,Ice,4,Scion of the Seventh Dawn,8000,XIV;DFF
526816,Ultimecia,Ultimecia,https://tcgplayer-cdn.tcgplayer.com/product/526816_200w.jpg,24,23271,https://cpt.tcgcsv.com/lLd6,2023-11-17T05:03:20.303,1,Legend,"Ultimecia cannot be chosen by your opponent's Summons. 
<br>When Ultimecia enters the field, remove up to 5 Characters of cost 5 or more in your Break Zone from the game. When you removed 1 or more cards, choose the same number of Characters as the cards you removed this way. Dull them and Freeze them. Your opponent discards 1 card.",,,1.32,2.42,9.99,1.94,,Normal,21-023L,Forward,Ice,5,Witch,9000,VIII
526816,Ultimecia,Ultimecia,https://tcgplayer-cdn.tcgplayer.com/product/526816_200w.jpg,24,23271,https://cpt.tcgcsv.com/lLd6,2023-11-17T05:03:20.303,1,Legend,"Ultimecia cannot be chosen by your opponent's Summons. 
<br>When Ultimecia enters the field, remove up to 5 Characters of cost 5 or more in your Break Zone from the game. When you removed 1 or more cards, choose the same number of Characters as the cards you removed this way. Dull them and Freeze them. Your opponent discards 1 card.",,,1.69,4.99,12.87,4.2,,Foil,21-023L,Forward,Ice,5,Witch,9000,VIII
526817,Ultimecia (Full Art),Ultimecia Full Art,https://tcgplayer-cdn.tcgplayer.com/product/526817_200w.jpg,24,23271,https://cpt.tcgcsv.com/mLd6,2023-11-17T05:03:20.303,1,Legend,"Ultimecia cannot be chosen by your opponent's Summons. 
<br>When Ultimecia enters the field, remove up to 5 Characters of cost 5 or more in your Break Zone from the game. When you removed 1 or more cards, choose the same number of Characters as the cards you removed this way. Dull them and Freeze them. Your opponent discards 1 card.",,,28.41,38.36,70.0,35.02,,Foil,21-023L,Forward,,5,Witch,9000,
526855,Xande,Xande,https://tcgplayer-cdn.tcgplayer.com/product/526855_200w.jpg,24,23271,https://cpt.tcgcsv.com/7Md6,2023-11-17T05:03:20.303,1,Legend,"When Xande enters the field, choose 1 Forward opponent controls. If you control 4 or more Lightning Characters, break it.
<br>When Xande enters the field, choose 1 Forward in your Break Zone. If you control 8 or more Lightning Characters, play it onto the field.",,,2.99,4.2,9.99,4.25,,Foil,21-093L,Forward,Lightning,5,Dark Lord,9000,III
526855,Xande,Xande,https://tcgplayer-cdn.tcgplayer.com/product/526855_200w.jpg,24,23271,https://cpt.tcgcsv.com/7Md6,2023-11-17T05:03:20.303,1,Legend,"When Xande enters the field, choose 1 Forward opponent controls. If you control 4 or more Lightning Characters, break it.
<br>When Xande enters the field, choose 1 Forward in your Break Zone. If you control 8 or more Lightning Characters, play it onto the field.",,,0.48,2.45,9.0,2.07,,Normal,21-093L,Forward,Lightning,5,Dark Lord,9000,III
526881,Faris,Faris,https://tcgplayer-cdn.tcgplayer.com/product/526881_200w.jpg,24,23271,https://cpt.tcgcsv.com/FMd6,2023-11-17T05:03:20.303,1,Legend,"The power of the Job Pirate Forwards and Card Name Viking Forwards other than Faris you control becomes 8000.
<br>0: Choose 1 Summon or ability that is choosing only Faris. You may choose another Water Forward you control (The newly chosen Forward must be a valid choice).",,,3.78,4.8,12.0,4.64,,Foil,21-114L,Forward,Water,4,Pirate/Warrior of Light,8000,V;Mobius
526881,Faris,Faris,https://tcgplayer-cdn.tcgplayer.com/product/526881_200w.jpg,24,23271,https://cpt.tcgcsv.com/FMd6,2023-11-17T05:03:20.303,1,Legend,"The power of the Job Pirate Forwards and Card Name Viking Forwards other than Faris you control becomes 8000.
<br>0: Choose 1 Summon or ability that is choosing only Faris. You may choose another Water Forward you control (The newly chosen Forward must be a valid choice).",,,3.0,3.78,10.0,3.77,,Normal,21-114L,Forward,Water,4,Pirate/Warrior of Light,8000,V;Mobius
527331,Ward EX,Ward EX,https://tcgplayer-cdn.tcgplayer.com/product/527331_200w.jpg,24,23271,https://cpt.tcgcsv.com/FXd6,2023-11-17T05:03:20.303,1,Rare,"You can only pay with Fire CP to cast Ward.
<br>EX BURST When Ward enters the field, choose 1 Forward. Deal it 7000 damage.",,,0.09,0.18,0.99,0.16,,Normal,21-001R,Forward,Fire,3,Warrior,8000,VIII
527331,Ward EX,Ward EX,https://tcgplayer-cdn.tcgplayer.com/product/527331_200w.jpg,24,23271,https://cpt.tcgcsv.com/FXd6,2023-11-17T05:03:20.303,1,Rare,"You can only pay with Fire CP to cast Ward.
<br>EX BURST When Ward enters the field, choose 1 Forward. Deal it 7000 damage.",,,0.63,0.91,1.5,0.74,,Foil,21-001R,Forward,Fire,3,Warrior,8000,VIII
527332,Ward EX (Full Art),Ward EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/527332_200w.jpg,24,23271,https://cpt.tcgcsv.com/GXd6,2023-11-17T05:03:20.303,1,Rare,"You can only pay with Fire CP to cast Ward.
<br>EX BURST When Ward enters the field, choose 1 Forward. Deal it 7000 damage.",,,,,,,,,21-001R,Forward,,3,Warrior,8000,
527333,Edgar,Edgar,https://tcgplayer-cdn.tcgplayer.com/product/527333_200w.jpg,24,23271,https://cpt.tcgcsv.com/HXd6,2023-11-17T05:03:20.303,1,Rare,"When Edgar enters the field, you may play 1 Character of cost 2 or less from your hand onto the field.
<br>T, put Edgar into the Break Zone: Play 1 Character of cost 2 or less from your hand onto the field.",,,0.05,0.2,0.99,0.13,,Normal,21-002R,Backup,Fire,3,King,,World of Final Fantasy
527333,Edgar,Edgar,https://tcgplayer-cdn.tcgplayer.com/product/527333_200w.jpg,24,23271,https://cpt.tcgcsv.com/HXd6,2023-11-17T05:03:20.303,1,Rare,"When Edgar enters the field, you may play 1 Character of cost 2 or less from your hand onto the field.
<br>T, put Edgar into the Break Zone: Play 1 Character of cost 2 or less from your hand onto the field.",,,1.16,1.2,1.5,1.26,,Foil,21-002R,Backup,Fire,3,King,,World of Final Fantasy
527334,Flameserpent General Gadalar,Flameserpent General Gadalar,https://tcgplayer-cdn.tcgplayer.com/product/527334_200w.jpg,24,23271,https://cpt.tcgcsv.com/JXd6,2023-11-17T05:03:20.303,1,Rare,"If you control 2 or more Fire Characters, the cost required to cast Flameserpent General Gadalar is reduced by 2.
<br>Flameserpent General Gadalar can attack twice in the same turn.
<br>FF: Activate Flameserpent General Gadalar.
Put 1 Fire Backup into the Break Zone: Activate Flameserpent General Gadalar.",,,0.05,0.1,1.35,0.09,,Normal,21-003R,Forward,Fire,4,Serpent General,8000,XI
527334,Flameserpent General Gadalar,Flameserpent General Gadalar,https://tcgplayer-cdn.tcgplayer.com/product/527334_200w.jpg,24,23271,https://cpt.tcgcsv.com/JXd6,2023-11-17T05:03:20.303,1,Rare,"If you control 2 or more Fire Characters, the cost required to cast Flameserpent General Gadalar is reduced by 2.
<br>Flameserpent General Gadalar can attack twice in the same turn.
<br>FF: Activate Flameserpent General Gadalar.
Put 1 Fire Backup into the Break Zone: Activate Flameserpent General Gadalar.",,,0.2,0.46,1.5,0.27,,Foil,21-003R,Forward,Fire,4,Serpent General,8000,XI
527335,Cyan,Cyan,https://tcgplayer-cdn.tcgplayer.com/product/527335_200w.jpg,24,23271,https://cpt.tcgcsv.com/KXd6,2023-11-17T05:03:20.303,1,Legend,"When Cyan enters the field, you may pay X. When you do so, gain  for each CP paid as X. The maximum you can pay for X is 5.
<br>C: Cyan gains +3000 power until the end of the turn.
<br>C: Choose 1 Forward. Deal it 3000 damage.
<br>CCCCC: Deal 9000 damage to all the Forwards opponent controls.",,,5.0,5.98,8.95,5.01,,Normal,21-004L,Forward,Fire,3,Samurai,7000,VI
527335,Cyan,Cyan,https://tcgplayer-cdn.tcgplayer.com/product/527335_200w.jpg,24,23271,https://cpt.tcgcsv.com/KXd6,2023-11-17T05:03:20.303,1,Legend,"When Cyan enters the field, you may pay X. When you do so, gain  for each CP paid as X. The maximum you can pay for X is 5.
<br>C: Cyan gains +3000 power until the end of the turn.
<br>C: Choose 1 Forward. Deal it 3000 damage.
<br>CCCCC: Deal 9000 damage to all the Forwards opponent controls.",,,4.02,10.26,15.45,8.97,,Foil,21-004L,Forward,Fire,3,Samurai,7000,VI
