productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
199102,Terra EX (Starter),Terra EX Starter,https://tcgplayer-cdn.tcgplayer.com/product/199102_200w.jpg,24,2530,https://cpt.tcgcsv.com/3GC2,2019-11-08T12:21:23.26,1,Starter,"<strong>EX BURST</strong> When Terra enters the field, choose 1 Summon in your Break Zone. Add it to your hand.
<br>When you cast a Summon, choose 1 Forward opponent controls. Deal it 2000 damage.",,0.1,0.36,6.51,0.29,,Normal,10-132S,Forward,Fire,4,5000,Magitek Knight,VI;DFF
199102,Terra EX (Starter),Terra EX Starter,https://tcgplayer-cdn.tcgplayer.com/product/199102_200w.jpg,24,2530,https://cpt.tcgcsv.com/3GC2,2019-11-08T12:21:23.26,1,Starter,"<strong>EX BURST</strong> When Terra enters the field, choose 1 Summon in your Break Zone. Add it to your hand.
<br>When you cast a Summon, choose 1 Forward opponent controls. Deal it 2000 damage.",,3.98,3.98,4.24,4.12,,Foil,10-132S,Forward,Fire,4,5000,Magitek Knight,VI;DFF
199103,Kefka EX (Starter),Kefka EX Starter,https://tcgplayer-cdn.tcgplayer.com/product/199103_200w.jpg,24,2530,https://cpt.tcgcsv.com/5GC2,2019-11-08T12:20:57.867,1,Starter,"<strong>EX BURST</strong> When Kefka attacks, choose 1 Forward you control and 1 Forward opponent controls. Break them.
<br>When a Character opponent controls is put from the field into the Break Zone, you may pay [(1)]. When you do so, draw 1 card.",,0.64,1.87,8.0,,,Foil,10-135S,Forward,Earth,4,7000,Mage,VI;DFF
199103,Kefka EX (Starter),Kefka EX Starter,https://tcgplayer-cdn.tcgplayer.com/product/199103_200w.jpg,24,2530,https://cpt.tcgcsv.com/5GC2,2019-11-08T12:20:57.867,1,Starter,"<strong>EX BURST</strong> When Kefka attacks, choose 1 Forward you control and 1 Forward opponent controls. Break them.
<br>When a Character opponent controls is put from the field into the Break Zone, you may pay [(1)]. When you do so, draw 1 card.",,0.15,0.25,2.78,0.25,,Normal,10-135S,Forward,Earth,4,7000,Mage,VI;DFF
199104,Shantotto (Starter),Shantotto Starter,https://tcgplayer-cdn.tcgplayer.com/product/199104_200w.jpg,24,2530,https://cpt.tcgcsv.com/6GC2,2019-11-08T12:20:51.88,1,Starter,"If your opponent controls 7 or more Characters, the cost for playing Shantotto onto the field is reduced by 3.
<br>When Shantotto enters the field, select 1 of the 2 following actions.
<br>""Choose 1 Character of cost 3 or less in your Break Zone. Play it onto the field.""
<br>""Choose 1 Character of cost 3 or less opponent controls. Break it.""",,0.25,0.38,2.78,0.3,,Normal,10-136S,Forward,Earth,9,9000,Mage,XI;DFF
199104,Shantotto (Starter),Shantotto Starter,https://tcgplayer-cdn.tcgplayer.com/product/199104_200w.jpg,24,2530,https://cpt.tcgcsv.com/6GC2,2019-11-08T12:20:51.88,1,Starter,"If your opponent controls 7 or more Characters, the cost for playing Shantotto onto the field is reduced by 3.
<br>When Shantotto enters the field, select 1 of the 2 following actions.
<br>""Choose 1 Character of cost 3 or less in your Break Zone. Play it onto the field.""
<br>""Choose 1 Character of cost 3 or less opponent controls. Break it.""",,2.94,3.0,5.0,2.98,,Foil,10-136S,Forward,Earth,9,9000,Mage,XI;DFF
199105,Onion Knight (Starter),Onion Knight Starter,https://tcgplayer-cdn.tcgplayer.com/product/199105_200w.jpg,24,2530,https://cpt.tcgcsv.com/7GC2,2019-11-08T12:20:31.917,1,Starter,"When Onion Knight deals damage to your opponent, you may <strong>search</strong> for 1 <em>Card Name Onion Knight</em> and add it to your hand.
<br><strong>Blade Torrent</strong> [S]: Until the end of turn, Onion Knight gains +1000 power, <strong>Haste</strong>, <strong>First Strike</strong> and <strong>Brave</strong>.
<br><strong>Meteor</strong> [S][Dull]: Choose 1 Forward. Deal it damage equal to Onion Knight's power.",,0.75,0.93,3.99,0.96,,Foil,10-139S,Forward,Light,3,7000,Onion Knight,III;DFF
199105,Onion Knight (Starter),Onion Knight Starter,https://tcgplayer-cdn.tcgplayer.com/product/199105_200w.jpg,24,2530,https://cpt.tcgcsv.com/7GC2,2019-11-08T12:20:31.917,1,Starter,"When Onion Knight deals damage to your opponent, you may <strong>search</strong> for 1 <em>Card Name Onion Knight</em> and add it to your hand.
<br><strong>Blade Torrent</strong> [S]: Until the end of turn, Onion Knight gains +1000 power, <strong>Haste</strong>, <strong>First Strike</strong> and <strong>Brave</strong>.
<br><strong>Meteor</strong> [S][Dull]: Choose 1 Forward. Deal it damage equal to Onion Knight's power.",,0.15,0.22,2.78,0.17,,Normal,10-139S,Forward,Light,3,7000,Onion Knight,III;DFF
199106,Cloud of Darkness (Starter),Cloud of Darkness Starter,https://tcgplayer-cdn.tcgplayer.com/product/199106_200w.jpg,24,2530,https://cpt.tcgcsv.com/8GC2,2019-11-08T12:20:25.183,1,Starter,"At the end of each of your turns, remove the top card of your deck from the game.
<br>Cloud of Darkness gains +1000 power for each card removed by Cloud of Darkness' ability.
<br>When Cloud of Darkness leaves the field, add 1 card removed by Cloud of Darkness' ability to your hand, and put the rest of the cards into the Break Zone.",,0.15,0.2,1.76,0.18,,Normal,10-140S,Forward,Dark,3,7000,Wraith,III;DFF
199106,Cloud of Darkness (Starter),Cloud of Darkness Starter,https://tcgplayer-cdn.tcgplayer.com/product/199106_200w.jpg,24,2530,https://cpt.tcgcsv.com/8GC2,2019-11-08T12:20:25.183,1,Starter,"At the end of each of your turns, remove the top card of your deck from the game.
<br>Cloud of Darkness gains +1000 power for each card removed by Cloud of Darkness' ability.
<br>When Cloud of Darkness leaves the field, add 1 card removed by Cloud of Darkness' ability to your hand, and put the rest of the cards into the Break Zone.",,1.69,1.76,5.52,,,Foil,10-140S,Forward,Dark,3,7000,Wraith,III;DFF
199967,Xande,Xande,https://tcgplayer-cdn.tcgplayer.com/product/199967_200w.jpg,24,2530,https://cpt.tcgcsv.com/m_C2,2019-11-04T18:21:18.007,1,Legend,"When Xande enters the field, choose up to 1 Fire Forward of cost 1 and up to 1 Fire Forward of cost 3 in your Break Zone. Play them onto the field.
<br><em>Damage 5</em> — When Xande enters the field, choose 1 Fire Forward of cost 2 in your Break Zone. Play it onto the field.",,3.89,4.51,5.16,4.3,,Foil,10-008L,Forward,Fire,8,9000,Dark Lord,III
199967,Xande,Xande,https://tcgplayer-cdn.tcgplayer.com/product/199967_200w.jpg,24,2530,https://cpt.tcgcsv.com/m_C2,2019-11-04T18:21:18.007,1,Legend,"When Xande enters the field, choose up to 1 Fire Forward of cost 1 and up to 1 Fire Forward of cost 3 in your Break Zone. Play them onto the field.
<br><em>Damage 5</em> — When Xande enters the field, choose 1 Fire Forward of cost 2 in your Break Zone. Play it onto the field.",,0.95,1.0,3.99,1.15,,Normal,10-008L,Forward,Fire,8,9000,Dark Lord,III
199968,Folka,Folka,https://tcgplayer-cdn.tcgplayer.com/product/199968_200w.jpg,24,2530,https://cpt.tcgcsv.com/n_C2,2019-11-04T17:04:12.337,1,Legend,"Discard 1 Water Summon: Folka cannot be chosen by your opponent's Summons or abilities this turn.
<br>Discard 1 Water Summon: Choose 1 Forward and 1 Backup. <strong>Activate</strong> them.
<br>Discard 1 Water Summon: Choose 1 Forward of cost 4 or less opponent controls. Return it to its owner's hand.",,4.51,6.81,20.0,4.51,,Foil,10-120L,Forward,Water,3,7000,Sworn Six of Paladia,FFBE
199968,Folka,Folka,https://tcgplayer-cdn.tcgplayer.com/product/199968_200w.jpg,24,2530,https://cpt.tcgcsv.com/n_C2,2019-11-04T17:04:12.337,1,Legend,"Discard 1 Water Summon: Folka cannot be chosen by your opponent's Summons or abilities this turn.
<br>Discard 1 Water Summon: Choose 1 Forward and 1 Backup. <strong>Activate</strong> them.
<br>Discard 1 Water Summon: Choose 1 Forward of cost 4 or less opponent controls. Return it to its owner's hand.",,3.4,3.47,4.66,3.61,,Normal,10-120L,Forward,Water,3,7000,Sworn Six of Paladia,FFBE
200284,Reynn,Reynn,https://tcgplayer-cdn.tcgplayer.com/product/200284_200w.jpg,24,2530,https://cpt.tcgcsv.com/J7D2,2019-10-03T17:11:11.123,1,Legend,"The cost required to play Reynn onto the field is reduced by 1 for each <em>Category WOFF</em> Character you control.
<br>The <em>Category WOFF</em> Forwards other than Reynn you control gain <strong>Haste</strong>.
<br>When a <em>Category WOFF</em> Forward you control attacks, choose 1 Forward opponent controls. Deal it 4000 damage.",,13.59,13.6,15.0,16.0,,Foil,10-020L,Forward,Fire,5,8000,Mirage Keeper,World of Final Fantasy
200284,Reynn,Reynn,https://tcgplayer-cdn.tcgplayer.com/product/200284_200w.jpg,24,2530,https://cpt.tcgcsv.com/J7D2,2019-10-03T17:11:11.123,1,Legend,"The cost required to play Reynn onto the field is reduced by 1 for each <em>Category WOFF</em> Character you control.
<br>The <em>Category WOFF</em> Forwards other than Reynn you control gain <strong>Haste</strong>.
<br>When a <em>Category WOFF</em> Forward you control attacks, choose 1 Forward opponent controls. Deal it 4000 damage.",,0.99,1.28,10.0,4.06,,Normal,10-020L,Forward,Fire,5,8000,Mirage Keeper,World of Final Fantasy
200285,Reynn (Full Art),Reynn Full Art,https://tcgplayer-cdn.tcgplayer.com/product/200285_200w.jpg,24,2530,https://cpt.tcgcsv.com/K7D2,2019-10-03T17:12:18.117,1,Legend,"The cost required to play Reynn onto the field is reduced by 1 for each <em>Category WOFF</em> Character you control.
<br>The <em>Category WOFF</em> Forwards other than Reynn you control gain <strong>Haste</strong>.
<br>When a <em>Category WOFF</em> Forward you control attacks, choose 1 Forward opponent controls. Deal it 4000 damage.",,32.69,32.7,32.7,36.99,,Foil,10-020L,Forward,Fire,5,8000,Mirage Keeper,World of Final Fantasy
200286,Lann,Lann,https://tcgplayer-cdn.tcgplayer.com/product/200286_200w.jpg,24,2530,https://cpt.tcgcsv.com/L7D2,2019-10-03T17:15:55.24,1,Rare,"If you control a <em>Card Name Reynn</em>, Lann gains +2000 power and <strong>First Strike</strong>.
<br>When Lann enters the field, choose 1 Monster that is also a Forward. Until the end of the turn, it gains +5000 power and <strong>Brave</strong>.",,0.1,0.15,0.99,0.12,,Normal,10-017R,Forward,Fire,2,5000,Mirage Keeper,World of Final Fantasy
200286,Lann,Lann,https://tcgplayer-cdn.tcgplayer.com/product/200286_200w.jpg,24,2530,https://cpt.tcgcsv.com/L7D2,2019-10-03T17:15:55.24,1,Rare,"If you control a <em>Card Name Reynn</em>, Lann gains +2000 power and <strong>First Strike</strong>.
<br>When Lann enters the field, choose 1 Monster that is also a Forward. Until the end of the turn, it gains +5000 power and <strong>Brave</strong>.",,0.25,0.51,1.0,0.53,,Foil,10-017R,Forward,Fire,2,5000,Mirage Keeper,World of Final Fantasy
200287,Lann (Full Art),Lann Full Art,https://tcgplayer-cdn.tcgplayer.com/product/200287_200w.jpg,24,2530,https://cpt.tcgcsv.com/M7D2,2019-10-03T17:16:48.797,1,Rare,"If you control a <em>Card Name Reynn</em>, Lann gains +2000 power and <strong>First Strike</strong>.
<br>When Lann enters the field, choose 1 Monster that is also a Forward. Until the end of the turn, it gains +5000 power and <strong>Brave</strong>.",,13.7,13.7,17.0,16.01,,Foil,10-017R,Forward,Fire,2,5000,Mirage Keeper,World of Final Fantasy
200608,Hein,Hein,https://tcgplayer-cdn.tcgplayer.com/product/200608_200w.jpg,24,2530,https://cpt.tcgcsv.com/bgD2,2019-10-11T18:09:08.257,1,Legend,"Discard 1 card: Name 1 Element. Hein cannot be chosen by Summons or abilities of the named Element and doesn't receive any damage from Summons or abilities of the named Element this turn.
<br>[(3)][Dull]: Choose up to 2 Characters. <strong>Dull</strong> them. You can only pay with Fire CP, Ice CP, or Lightning CP to use this ability.",,1.48,1.75,16.0,1.59,,Foil,10-129L,Forward,Dark,4,9000,Mage,III
200608,Hein,Hein,https://tcgplayer-cdn.tcgplayer.com/product/200608_200w.jpg,24,2530,https://cpt.tcgcsv.com/bgD2,2019-10-11T18:09:08.257,1,Legend,"Discard 1 card: Name 1 Element. Hein cannot be chosen by Summons or abilities of the named Element and doesn't receive any damage from Summons or abilities of the named Element this turn.
<br>[(3)][Dull]: Choose up to 2 Characters. <strong>Dull</strong> them. You can only pay with Fire CP, Ice CP, or Lightning CP to use this ability.",,0.29,1.33,4.0,1.49,,Normal,10-129L,Forward,Dark,4,9000,Mage,III
201745,Alus,Alus,https://tcgplayer-cdn.tcgplayer.com/product/201745_200w.jpg,24,2530,https://cpt.tcgcsv.com/WJD2,2019-11-04T17:03:49.203,1,Hero,"When Alus enters the field or at the beginning of Main Phase 1 during each of your turns, reveal the top card of your deck. If it is a <em>Job Dragoon</em> or a <em>Card Name Dragoon</em>, add it to your hand. If it is not a <em>Job Dragoon</em> or a <em>Card Name Dragoon</em>, put it into the Break Zone.
<br>[Dull], put Alus into the Break Zone: Choose 1 Forward. Dull it.",,6.25,6.35,9.99,6.24,,Normal,10-085H,Backup,Lightning,5,,Prince,III
201745,Alus,Alus,https://tcgplayer-cdn.tcgplayer.com/product/201745_200w.jpg,24,2530,https://cpt.tcgcsv.com/WJD2,2019-11-04T17:03:49.203,1,Hero,"When Alus enters the field or at the beginning of Main Phase 1 during each of your turns, reveal the top card of your deck. If it is a <em>Job Dragoon</em> or a <em>Card Name Dragoon</em>, add it to your hand. If it is not a <em>Job Dragoon</em> or a <em>Card Name Dragoon</em>, put it into the Break Zone.
<br>[Dull], put Alus into the Break Zone: Choose 1 Forward. Dull it.",,6.95,9.2,12.0,6.37,,Foil,10-085H,Backup,Lightning,5,,Prince,III
201747,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/201747_200w.jpg,24,2530,https://cpt.tcgcsv.com/ZJD2,2019-11-04T18:21:25.427,1,Legend,"When Cloud of Darkness enters the field, you may put 1 Character you control into the Break Zone. When you do so, your opponent selects 1 dull Forward he/she controls. Put it into the Break Zone.
<br>When Cloud of Darkness attacks, each player selects up to 2 active Characters he/she controls (select as many as possible). Dull them and Freeze them.",,2.48,3.18,5.0,3.08,,Foil,10-028L,Forward,Ice,4,8000,Wraith,III
201747,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/201747_200w.jpg,24,2530,https://cpt.tcgcsv.com/ZJD2,2019-11-04T18:21:25.427,1,Legend,"When Cloud of Darkness enters the field, you may put 1 Character you control into the Break Zone. When you do so, your opponent selects 1 dull Forward he/she controls. Put it into the Break Zone.
<br>When Cloud of Darkness attacks, each player selects up to 2 active Characters he/she controls (select as many as possible). Dull them and Freeze them.",,0.99,1.31,4.0,1.32,,Normal,10-028L,Forward,Ice,4,8000,Wraith,III
202105,Onion Knight (III) - 10-010C (Luneth),Onion Knight III 10 010C Luneth,https://tcgplayer-cdn.tcgplayer.com/product/202105_200w.jpg,24,2530,https://cpt.tcgcsv.com/7SD2,2019-10-31T20:24:46.99,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.05,0.1,0.79,0.09,,Normal,10-010C,Forward,Fire,1,2000,Standard Unit,III
202105,Onion Knight (III) - 10-010C (Luneth),Onion Knight III 10 010C Luneth,https://tcgplayer-cdn.tcgplayer.com/product/202105_200w.jpg,24,2530,https://cpt.tcgcsv.com/7SD2,2019-10-31T20:24:46.99,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.2,0.35,1.75,0.35,,Foil,10-010C,Forward,Fire,1,2000,Standard Unit,III
202106,Onion Knight (III) - 10-077C (Ingus),Onion Knight III 10 077C Ingus,https://tcgplayer-cdn.tcgplayer.com/product/202106_200w.jpg,24,2530,https://cpt.tcgcsv.com/8SD2,2019-10-31T20:24:44.033,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.04,0.1,0.79,0.1,,Normal,10-077C,Forward,Earth,1,2000,Standard Unit,III
202106,Onion Knight (III) - 10-077C (Ingus),Onion Knight III 10 077C Ingus,https://tcgplayer-cdn.tcgplayer.com/product/202106_200w.jpg,24,2530,https://cpt.tcgcsv.com/8SD2,2019-10-31T20:24:44.033,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.01,0.25,1.0,0.26,,Foil,10-077C,Forward,Earth,1,2000,Standard Unit,III
202107,Onion Knight (III) - 10-116C (Refia),Onion Knight III 10 116C Refia,https://tcgplayer-cdn.tcgplayer.com/product/202107_200w.jpg,24,2530,https://cpt.tcgcsv.com/9SD2,2019-11-01T18:13:44.3,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.05,0.1,0.79,0.1,,Normal,10-116C,Forward,Water,1,2000,Standard Unit,III
202107,Onion Knight (III) - 10-116C (Refia),Onion Knight III 10 116C Refia,https://tcgplayer-cdn.tcgplayer.com/product/202107_200w.jpg,24,2530,https://cpt.tcgcsv.com/9SD2,2019-11-01T18:13:44.3,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.2,0.25,2.0,0.25,,Foil,10-116C,Forward,Water,1,2000,Standard Unit,III
202108,Onion Knight (III) - 10-054C (Arc),Onion Knight III 10 054C Arc,https://tcgplayer-cdn.tcgplayer.com/product/202108_200w.jpg,24,2530,https://cpt.tcgcsv.com/bSD2,2019-10-31T20:24:38.787,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.01,0.1,0.8,0.09,,Normal,10-054C,Forward,Wind,1,2000,Standard Unit,III
202108,Onion Knight (III) - 10-054C (Arc),Onion Knight III 10 054C Arc,https://tcgplayer-cdn.tcgplayer.com/product/202108_200w.jpg,24,2530,https://cpt.tcgcsv.com/bSD2,2019-10-31T20:24:38.787,1,Common,"If you control 4 or more Backups <span style=""color:red"">and if the Backups you control are all of different Elements</span>, Onion Knight (III) gains +6000 power.
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.24,0.27,1.0,0.27,,Foil,10-054C,Forward,Wind,1,2000,Standard Unit,III
202109,Suzuhisa,Suzuhisa,https://tcgplayer-cdn.tcgplayer.com/product/202109_200w.jpg,24,2530,https://cpt.tcgcsv.com/cSD2,2019-10-31T20:14:09.623,1,Common,"When your opponent's auto-ability triggers, put Suzuhisa into the Break Zone. When you do so, draw 2 cards. <span style=""color:red"">These effects trigger only once per turn.</span>
<br>
<br><strong>Red text indicates an official errata.</strong>",,1.95,2.0,7.0,0.29,,Foil,10-074C,Forward,Earth,1,1000,Leader of the Dominion League,Type-0
202109,Suzuhisa,Suzuhisa,https://tcgplayer-cdn.tcgplayer.com/product/202109_200w.jpg,24,2530,https://cpt.tcgcsv.com/cSD2,2019-10-31T20:14:09.623,1,Common,"When your opponent's auto-ability triggers, put Suzuhisa into the Break Zone. When you do so, draw 2 cards. <span style=""color:red"">These effects trigger only once per turn.</span>
<br>
<br><strong>Red text indicates an official errata.</strong>",,0.05,0.14,0.8,0.11,,Normal,10-074C,Forward,Earth,1,1000,Leader of the Dominion League,Type-0
202110,Feolthanos (Full Art),Feolthanos Full Art,https://tcgplayer-cdn.tcgplayer.com/product/202110_200w.jpg,24,2530,https://cpt.tcgcsv.com/dSD2,2019-10-31T20:16:46.17,1,Legend,"Summons or abilities of your opponent must choose Feolthanos if possible. When Feolthanos is chosen by your opponent's Summons of cost 5 or less or abilities of <span style=""color:red""> their</span> Characters of cost 5 or less, cancel its effect.
<br>
<br><strong>Red text indicates an official errata.</strong>",,26.01,26.1,35.0,33.67,,Foil,10-098L,Forward,Lightning,7,9000,Aegyl,XII
202111,Feolthanos,Feolthanos,https://tcgplayer-cdn.tcgplayer.com/product/202111_200w.jpg,24,2530,https://cpt.tcgcsv.com/fSD2,2019-11-04T15:18:47.073,1,Legend,"Summons or abilities of your opponent must choose Feolthanos if possible. When Feolthanos is chosen by your opponent's Summons of cost 5 or less or abilities of <span style=""color:red""> their</span> Characters of cost 5 or less, cancel its effect.
<br>
<br><strong>Red text indicates an official errata.</strong>",,16.5,17.49,19.27,19.27,,Foil,10-098L,Forward,Lightning,7,9000,Aegyl,XII
