productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extJob,extCategory,extPower
194262,Shadow,Shadow,https://tcgplayer-cdn.tcgplayer.com/product/194262_200w.jpg,24,2460,https://cpt.tcgcsv.com/gKz2,2019-07-12T12:18:24.15,1,Common,"[R][Dull], put Shadow into the Break Zone: Choose 1 Forward. Deal it 8000 damage. You can only use this ability if a Forward you controlled has been put from the field into the Break Zone this turn.",4.99,8.78,18.99,7.06,,Foil,9-012C,Backup,Fire,2,Assassin,VI,
194263,Fusilier,Fusilier,https://tcgplayer-cdn.tcgplayer.com/product/194263_200w.jpg,24,2460,https://cpt.tcgcsv.com/hKz2,2019-07-12T12:17:57.333,1,Common,"When Fusilier enters the field, you may pay [R]. When you do so, choose 1 Forward. Deal it 5000 damage.",0.02,0.1,0.79,0.06,,Normal,9-013C,Backup,Fire,2,Standard Unit,FFTA2,
194263,Fusilier,Fusilier,https://tcgplayer-cdn.tcgplayer.com/product/194263_200w.jpg,24,2460,https://cpt.tcgcsv.com/hKz2,2019-07-12T12:17:57.333,1,Common,"When Fusilier enters the field, you may pay [R]. When you do so, choose 1 Forward. Deal it 5000 damage.",0.17,0.28,1.69,0.5,,Foil,9-013C,Backup,Fire,2,Standard Unit,FFTA2,
194264,Nael,Nael,https://tcgplayer-cdn.tcgplayer.com/product/194264_200w.jpg,24,2460,https://cpt.tcgcsv.com/jKz2,2020-01-15T13:58:01.077,1,Legend,"When Nael enters the field, reveal the top 3 cards of your deck. Add up to 2 Forwards among them to your hand and put the rest of the cards into the Break Zone.
<br>Remove 1 Backup from the game: Until the end of the turn, Nael gains +2000 power and <strong>Haste</strong>.
<br>Remove 2 Backups from the game: Choose 1 Forward. Deal it 8000 damage.",1.0,1.99,2.71,2.71,,Foil,9-014L,Forward,Fire,6,General,XIV,9000
194264,Nael,Nael,https://tcgplayer-cdn.tcgplayer.com/product/194264_200w.jpg,24,2460,https://cpt.tcgcsv.com/jKz2,2020-01-15T13:58:01.077,1,Legend,"When Nael enters the field, reveal the top 3 cards of your deck. Add up to 2 Forwards among them to your hand and put the rest of the cards into the Break Zone.
<br>Remove 1 Backup from the game: Until the end of the turn, Nael gains +2000 power and <strong>Haste</strong>.
<br>Remove 2 Backups from the game: Choose 1 Forward. Deal it 8000 damage.",0.6,0.8,3.0,0.69,,Normal,9-014L,Forward,Fire,6,General,XIV,9000
194266,Hume,Hume,https://tcgplayer-cdn.tcgplayer.com/product/194266_200w.jpg,24,2460,https://cpt.tcgcsv.com/lKz2,2019-07-12T12:20:47.383,1,Common,"[R]: Hume gains <strong>Brave</strong> until the end of the turn.
<br>[1][R]: Hume gains <strong>Haste</strong> until the end of the turn.",0.18,0.24,1.0,,,Foil,9-015C,Forward,Fire,4,Standard Unit,XII,8000
194266,Hume,Hume,https://tcgplayer-cdn.tcgplayer.com/product/194266_200w.jpg,24,2460,https://cpt.tcgcsv.com/lKz2,2019-07-12T12:20:47.383,1,Common,"[R]: Hume gains <strong>Brave</strong> until the end of the turn.
<br>[1][R]: Hume gains <strong>Haste</strong> until the end of the turn.",0.02,0.1,1.04,0.09,,Normal,9-015C,Forward,Fire,4,Standard Unit,XII,8000
194267,Bergan,Bergan,https://tcgplayer-cdn.tcgplayer.com/product/194267_200w.jpg,24,2460,https://cpt.tcgcsv.com/mKz2,2019-07-12T12:22:42.12,1,Rare,"You can only pay with CP produced by Fire Backups to play Bergan from your hand onto the field.
<br>When Bergan blocks or is blocked, deal 7000 damage to the Forward that blocks or is blocked by Bergan.
<br>[1][R]: Choose 1 Forward. Deal it 1000 damage.",0.15,0.25,1.0,,,Foil,9-018R,Forward,Fire,3,Standard Unit,XII;Mobius,8000
194267,Bergan,Bergan,https://tcgplayer-cdn.tcgplayer.com/product/194267_200w.jpg,24,2460,https://cpt.tcgcsv.com/mKz2,2019-07-12T12:22:42.12,1,Rare,"You can only pay with CP produced by Fire Backups to play Bergan from your hand onto the field.
<br>When Bergan blocks or is blocked, deal 7000 damage to the Forward that blocks or is blocked by Bergan.
<br>[1][R]: Choose 1 Forward. Deal it 1000 damage.",0.04,0.11,0.99,0.11,,Normal,9-018R,Forward,Fire,3,Standard Unit,XII;Mobius,8000
194268,Belias EX,Belias EX,https://tcgplayer-cdn.tcgplayer.com/product/194268_200w.jpg,24,2460,https://cpt.tcgcsv.com/nKz2,2019-07-12T12:22:30.49,1,Common,"<strong>EX BURST</strong> Choose 1 Forward. Until the end of the turn, it gains +1000 power and <strong>First Strike</strong>. Draw 1 card. If you have received 4 points of damage or more, it also gains <strong>Haste</strong> until the end of the turn.",0.09,0.12,0.99,0.11,,Normal,9-017C,Summon,Fire,10,,Mobius,
194268,Belias EX,Belias EX,https://tcgplayer-cdn.tcgplayer.com/product/194268_200w.jpg,24,2460,https://cpt.tcgcsv.com/nKz2,2019-07-12T12:22:30.49,1,Common,"<strong>EX BURST</strong> Choose 1 Forward. Until the end of the turn, it gains +1000 power and <strong>First Strike</strong>. Draw 1 card. If you have received 4 points of damage or more, it also gains <strong>Haste</strong> until the end of the turn.",0.45,0.75,5.0,0.67,,Foil,9-017C,Summon,Fire,10,,Mobius,
194269,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/194269_200w.jpg,24,2460,https://cpt.tcgcsv.com/pKz2,2019-07-12T12:22:49.237,1,Rare,"During your turn, Bomb also becomes a Forward with 5000 power.
<br>When Bomb is put from the field into the Break Zone, deal 2000 damage to all Forwards.",0.21,0.25,0.99,0.63,,Foil,9-019R,Monster,Fire,2,Bomb,Crystal Hunt,5000
194269,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/194269_200w.jpg,24,2460,https://cpt.tcgcsv.com/pKz2,2019-07-12T12:22:49.237,1,Rare,"During your turn, Bomb also becomes a Forward with 5000 power.
<br>When Bomb is put from the field into the Break Zone, deal 2000 damage to all Forwards.",0.05,0.17,0.99,0.11,,Normal,9-019R,Monster,Fire,2,Bomb,Crystal Hunt,5000
194270,Vayne,Vayne,https://tcgplayer-cdn.tcgplayer.com/product/194270_200w.jpg,24,2460,https://cpt.tcgcsv.com/qKz2,2019-07-12T12:25:03.04,1,Legend,"All the Forwards opponent controls gain ""At the end of your turn, if you don't pay (1), break this Forward.""",1.65,3.99,5.0,1.86,,Normal,9-022L,Forward,Ice,5,Consul,XII;DFF,9000
194270,Vayne,Vayne,https://tcgplayer-cdn.tcgplayer.com/product/194270_200w.jpg,24,2460,https://cpt.tcgcsv.com/qKz2,2019-07-12T12:25:03.04,1,Legend,"All the Forwards opponent controls gain ""At the end of your turn, if you don't pay (1), break this Forward.""",0.5,2.09,10.49,2.17,,Foil,9-022L,Forward,Ice,5,Consul,XII;DFF,9000
194271,Quistis EX,Quistis EX,https://tcgplayer-cdn.tcgplayer.com/product/194271_200w.jpg,24,2460,https://cpt.tcgcsv.com/rKz2,2019-07-12T12:25:09.09,1,Rare,"<strong>EX BURST</strong> When Quistis enters the field, reveal the top 5 cards of your deck. Add 1 <em>Category VIII</em> Forward among them to your hand and return the other cards to the bottom of your deck in any order.
<br><strong>LV? Death</strong> [S][I][Dull]: Reveal the top card of your deck. Break all Forwards opponent controls with the same cost as the revealed card. Add the revealed card to your hand.",2.5,2.5,3.58,3.91,,Foil,9-023R,Forward,Ice,4,Instructor,VIII,7000
194271,Quistis EX,Quistis EX,https://tcgplayer-cdn.tcgplayer.com/product/194271_200w.jpg,24,2460,https://cpt.tcgcsv.com/rKz2,2019-07-12T12:25:09.09,1,Rare,"<strong>EX BURST</strong> When Quistis enters the field, reveal the top 5 cards of your deck. Add 1 <em>Category VIII</em> Forward among them to your hand and return the other cards to the bottom of your deck in any order.
<br><strong>LV? Death</strong> [S][I][Dull]: Reveal the top card of your deck. Break all Forwards opponent controls with the same cost as the revealed card. Add the revealed card to your hand.",0.1,0.18,0.99,0.12,,Normal,9-023R,Forward,Ice,4,Instructor,VIII,7000
194272,Airborne Trooper,Airborne Trooper,https://tcgplayer-cdn.tcgplayer.com/product/194272_200w.jpg,24,2460,https://cpt.tcgcsv.com/sKz2,2019-07-12T12:25:21.833,1,Common,"Airborne Trooper cannot attack.
<br>When a Forward other than Airborne Trooper enters your field, Airborne Trooper loses all its abilities until the end of the turn.",0.03,0.1,1.03,0.03,,Normal,9-024C,Forward,Ice,3,Standard Unit,Type-0,8000
194272,Airborne Trooper,Airborne Trooper,https://tcgplayer-cdn.tcgplayer.com/product/194272_200w.jpg,24,2460,https://cpt.tcgcsv.com/sKz2,2019-07-12T12:25:21.833,1,Common,"Airborne Trooper cannot attack.
<br>When a Forward other than Airborne Trooper enters your field, Airborne Trooper loses all its abilities until the end of the turn.",0.15,0.25,1.42,,,Foil,9-024C,Forward,Ice,3,Standard Unit,Type-0,8000
194273,Zalera,Zalera,https://tcgplayer-cdn.tcgplayer.com/product/194273_200w.jpg,24,2460,https://cpt.tcgcsv.com/tKz2,2019-07-12T12:25:37.4,1,Hero,"Choose 1 dull Forward of cost 2, 3, 5 or 7. Break it.",0.28,0.5,3.45,0.32,,Foil,9-025H,Summon,Ice,10,,Mobius,
194273,Zalera,Zalera,https://tcgplayer-cdn.tcgplayer.com/product/194273_200w.jpg,24,2460,https://cpt.tcgcsv.com/tKz2,2019-07-12T12:25:37.4,1,Hero,"Choose 1 dull Forward of cost 2, 3, 5 or 7. Break it.",0.15,0.19,2.0,0.17,,Normal,9-025H,Summon,Ice,10,,Mobius,
194274,Cid Aulstyne EX,Cid Aulstyne EX,https://tcgplayer-cdn.tcgplayer.com/product/194274_200w.jpg,24,2460,https://cpt.tcgcsv.com/vKz2,2019-07-12T12:25:47.87,1,Common,"<strong>EX BURST</strong> When Cid Aulstyne enters the field, choose 1 Forward. If your opponent has 2 cards or less in his/her hand, dull it and <strong>Freeze</strong> it. If your opponent has no cards in his/her hand, break it instead.",0.02,0.1,0.79,0.07,,Normal,9-026C,Backup,Ice,3,Grand Marshal,Type-0;Pictlogica,
194274,Cid Aulstyne EX,Cid Aulstyne EX,https://tcgplayer-cdn.tcgplayer.com/product/194274_200w.jpg,24,2460,https://cpt.tcgcsv.com/vKz2,2019-07-12T12:25:47.87,1,Common,"<strong>EX BURST</strong> When Cid Aulstyne enters the field, choose 1 Forward. If your opponent has 2 cards or less in his/her hand, dull it and <strong>Freeze</strong> it. If your opponent has no cards in his/her hand, break it instead.",0.12,0.23,0.99,0.18,,Foil,9-026C,Backup,Ice,3,Grand Marshal,Type-0;Pictlogica,
194277,Squall,Squall,https://tcgplayer-cdn.tcgplayer.com/product/194277_200w.jpg,24,2460,https://cpt.tcgcsv.com/zKz2,2019-07-12T12:38:15.487,1,Hero,"The cost required to play Squall onto the field is reduced by 1 for each <em>Category VIII</em> Forward you control (it cannot become 0).
<br>When Squall enters the field or attacks, choose 1 Character opponent controls. Dull it.",0.45,0.74,2.0,0.61,,Normal,9-027H,Forward,Ice,4,SeeD Candidate,VIII,8000
194277,Squall,Squall,https://tcgplayer-cdn.tcgplayer.com/product/194277_200w.jpg,24,2460,https://cpt.tcgcsv.com/zKz2,2019-07-12T12:38:15.487,1,Hero,"The cost required to play Squall onto the field is reduced by 1 for each <em>Category VIII</em> Forward you control (it cannot become 0).
<br>When Squall enters the field or attacks, choose 1 Character opponent controls. Dull it.",1.48,1.5,11.99,1.63,,Foil,9-027H,Forward,Ice,4,SeeD Candidate,VIII,8000
194278,Azure Dragon l'Cie Soryu EX,Azure Dragon lCie Soryu EX,https://tcgplayer-cdn.tcgplayer.com/product/194278_200w.jpg,24,2460,https://cpt.tcgcsv.com/BKz2,2019-07-12T12:38:49.61,1,Legend,"<strong>EX BURST</strong> When Azure Dragon l'Cie Soryu attacks, reveal the top card of your deck. If it is an Ice card, add it to your hand.
<br>Discard 1 Ice card: Choose 1 Character. Freeze it.
<br>Discard 3 Ice cards: Choose 1 Forward. Break it.",3.25,3.45,5.16,3.45,,Foil,9-028L,Forward,Ice,5,L'Cie,Type-0,9000
194278,Azure Dragon l'Cie Soryu EX,Azure Dragon lCie Soryu EX,https://tcgplayer-cdn.tcgplayer.com/product/194278_200w.jpg,24,2460,https://cpt.tcgcsv.com/BKz2,2019-07-12T12:38:49.61,1,Legend,"<strong>EX BURST</strong> When Azure Dragon l'Cie Soryu attacks, reveal the top card of your deck. If it is an Ice card, add it to your hand.
<br>Discard 1 Ice card: Choose 1 Character. Freeze it.
<br>Discard 3 Ice cards: Choose 1 Forward. Break it.",1.28,1.52,4.97,1.46,,Normal,9-028L,Forward,Ice,5,L'Cie,Type-0,9000
194279,Terra,Terra,https://tcgplayer-cdn.tcgplayer.com/product/194279_200w.jpg,24,2460,https://cpt.tcgcsv.com/CKz2,2019-07-12T12:39:01.15,1,Common,"If a Forward is dealt damage by your Summon, the damage increases by 2000 instead.",0.17,0.21,0.83,0.19,,Foil,9-029C,Forward,Ice,4,Magitek Knight,VI,8000
194279,Terra,Terra,https://tcgplayer-cdn.tcgplayer.com/product/194279_200w.jpg,24,2460,https://cpt.tcgcsv.com/CKz2,2019-07-12T12:39:01.15,1,Common,"If a Forward is dealt damage by your Summon, the damage increases by 2000 instead.",0.03,0.1,0.79,0.07,,Normal,9-029C,Forward,Ice,4,Magitek Knight,VI,8000
194280,Hurdy,Hurdy,https://tcgplayer-cdn.tcgplayer.com/product/194280_200w.jpg,24,2460,https://cpt.tcgcsv.com/DKz2,2019-07-12T12:39:12.9,1,Hero,"When Hurdy enters the field, reveal the top card of your deck. If it is a Character, add it to your hand.
<br>[Dull], put Hurdy into the Break Zone: Choose 1 <em>Category FFTA2</em> Forward in your Break Zone. Add it to your hand.",0.17,0.25,3.0,0.23,,Foil,9-030H,Backup,Ice,3,Moogle,FFTA2,
194280,Hurdy,Hurdy,https://tcgplayer-cdn.tcgplayer.com/product/194280_200w.jpg,24,2460,https://cpt.tcgcsv.com/DKz2,2019-07-12T12:39:12.9,1,Hero,"When Hurdy enters the field, reveal the top card of your deck. If it is a Character, add it to your hand.
<br>[Dull], put Hurdy into the Break Zone: Choose 1 <em>Category FFTA2</em> Forward in your Break Zone. Add it to your hand.",0.05,0.15,1.0,0.15,,Normal,9-030H,Backup,Ice,3,Moogle,FFTA2,
194281,Mind Flayer EX,Mind Flayer EX,https://tcgplayer-cdn.tcgplayer.com/product/194281_200w.jpg,24,2460,https://cpt.tcgcsv.com/FKz2,2019-07-12T12:41:57.443,1,Common,<strong>EX BURST</strong> Choose 1 Forward opponent controls. Dull it. Draw 1 card.,0.04,0.1,0.99,0.1,,Normal,9-032C,Summon,Ice,2,,IV,
194281,Mind Flayer EX,Mind Flayer EX,https://tcgplayer-cdn.tcgplayer.com/product/194281_200w.jpg,24,2460,https://cpt.tcgcsv.com/FKz2,2019-07-12T12:41:57.443,1,Common,<strong>EX BURST</strong> Choose 1 Forward opponent controls. Dull it. Draw 1 card.,0.35,0.37,0.79,0.35,,Foil,9-032C,Summon,Ice,2,,IV,
194282,Class Ninth Moogle,Class Ninth Moogle,https://tcgplayer-cdn.tcgplayer.com/product/194282_200w.jpg,24,2460,https://cpt.tcgcsv.com/GKz2,2019-07-12T12:41:55.95,1,Common,"If Class Ninth Moogle is on the field, Class Ninth Moogle can produce Wind CP.",0.02,0.13,0.79,0.11,,Normal,9-033C,Backup,Ice,2,Moogle,Type-0,
194282,Class Ninth Moogle,Class Ninth Moogle,https://tcgplayer-cdn.tcgplayer.com/product/194282_200w.jpg,24,2460,https://cpt.tcgcsv.com/GKz2,2019-07-12T12:41:55.95,1,Common,"If Class Ninth Moogle is on the field, Class Ninth Moogle can produce Wind CP.",4.68,5.72,5.78,4.95,,Foil,9-033C,Backup,Ice,2,Moogle,Type-0,
194283,Laguna,Laguna,https://tcgplayer-cdn.tcgplayer.com/product/194283_200w.jpg,24,2460,https://cpt.tcgcsv.com/HKz2,2019-07-12T12:46:23.057,1,Common,"When Laguna enters the field, you may <strong>search</strong> for 1 Ice Forward and add it to your hand.",0.2,0.25,0.49,0.24,,Foil,9-037C,Forward,Ice,5,Marksman,VIII;DFF,8000
194283,Laguna,Laguna,https://tcgplayer-cdn.tcgplayer.com/product/194283_200w.jpg,24,2460,https://cpt.tcgcsv.com/HKz2,2019-07-12T12:46:23.057,1,Common,"When Laguna enters the field, you may <strong>search</strong> for 1 Ice Forward and add it to your hand.",0.04,0.1,0.79,0.1,,Normal,9-037C,Forward,Ice,5,Marksman,VIII;DFF,8000
194284,Nu Mou,Nu Mou,https://tcgplayer-cdn.tcgplayer.com/product/194284_200w.jpg,24,2460,https://cpt.tcgcsv.com/JKz2,2019-07-12T12:49:39.723,1,Common,"When Nu Mou enters the field, you may pay [I]. When you do so, choose 1 Forward or Monster. Dull it and <strong>Freeze</strong> it.",0.02,0.1,1.27,0.09,,Normal,9-040C,Backup,Ice,2,Standard Unit,XII,
194284,Nu Mou,Nu Mou,https://tcgplayer-cdn.tcgplayer.com/product/194284_200w.jpg,24,2460,https://cpt.tcgcsv.com/JKz2,2019-07-12T12:49:39.723,1,Common,"When Nu Mou enters the field, you may pay [I]. When you do so, choose 1 Forward or Monster. Dull it and <strong>Freeze</strong> it.",0.1,0.25,1.69,0.18,,Foil,9-040C,Backup,Ice,2,Standard Unit,XII,
194285,Vaan,Vaan,https://tcgplayer-cdn.tcgplayer.com/product/194285_200w.jpg,24,2460,https://cpt.tcgcsv.com/KKz2,2019-07-12T12:50:12.667,1,Rare,You can <strong>dull</strong> 2 active <em>Job Sky Pirate</em> Forwards you control (instead of paying the CP cost) to play Vaan from your hand onto the field.,0.04,0.15,1.0,0.13,,Normal,9-043R,Forward,Wind,3,Sky Pirate,XII;DFF,7000
194285,Vaan,Vaan,https://tcgplayer-cdn.tcgplayer.com/product/194285_200w.jpg,24,2460,https://cpt.tcgcsv.com/KKz2,2019-07-12T12:50:12.667,1,Rare,You can <strong>dull</strong> 2 active <em>Job Sky Pirate</em> Forwards you control (instead of paying the CP cost) to play Vaan from your hand onto the field.,0.11,0.15,1.4,,,Foil,9-043R,Forward,Wind,3,Sky Pirate,XII;DFF,7000
194286,Ahriman,Ahriman,https://tcgplayer-cdn.tcgplayer.com/product/194286_200w.jpg,24,2460,https://cpt.tcgcsv.com/LKz2,2019-07-12T12:49:32.597,1,Rare,"During your turn, Ahriman also becomes a Forward with 7000 power.
<br>When Ahriman deals damage to your opponent, choose 1 Forward of cost 5 or more opponent controls. Break it.",0.74,0.82,2.0,,,Foil,9-041R,Monster,Wind,3,Ahriman,Crystal Hunt,7000
194286,Ahriman,Ahriman,https://tcgplayer-cdn.tcgplayer.com/product/194286_200w.jpg,24,2460,https://cpt.tcgcsv.com/LKz2,2019-07-12T12:49:32.597,1,Rare,"During your turn, Ahriman also becomes a Forward with 7000 power.
<br>When Ahriman deals damage to your opponent, choose 1 Forward of cost 5 or more opponent controls. Break it.",0.05,0.11,0.99,0.09,,Normal,9-041R,Monster,Wind,3,Ahriman,Crystal Hunt,7000
194287,Luso,Luso,https://tcgplayer-cdn.tcgplayer.com/product/194287_200w.jpg,24,2460,https://cpt.tcgcsv.com/MKz2,2019-07-12T13:01:18.93,1,Legend,"For each Forward other than Luso you control, Luso gains +1000 power.
<br>If there are 3 or more different Elements among Forwards you control, Luso gains <strong>First Strike</strong> and <strong>Brave</strong>.
<br>When Luso attacks, if there are 5 or more different Elements among Forwards you control, Luso deals your opponent 1 point of damage.",0.45,0.49,1.56,0.67,,Normal,9-058L,Forward,Wind,2,Youth,FFTA2,5000
194287,Luso,Luso,https://tcgplayer-cdn.tcgplayer.com/product/194287_200w.jpg,24,2460,https://cpt.tcgcsv.com/MKz2,2019-07-12T13:01:18.93,1,Legend,"For each Forward other than Luso you control, Luso gains +1000 power.
<br>If there are 3 or more different Elements among Forwards you control, Luso gains <strong>First Strike</strong> and <strong>Brave</strong>.
<br>When Luso attacks, if there are 5 or more different Elements among Forwards you control, Luso deals your opponent 1 point of damage.",0.9,1.0,12.99,0.97,,Foil,9-058L,Forward,Wind,2,Youth,FFTA2,5000
194288,Adelle,Adelle,https://tcgplayer-cdn.tcgplayer.com/product/194288_200w.jpg,24,2460,https://cpt.tcgcsv.com/NKz2,2019-07-12T12:49:53.087,1,Hero,"If you control a <em>Category FFTA2</em> Forward other than Adelle, Adelle gains +2000 power and <strong>Haste</strong>.
<br>If you control 5 or more Backups, Adelle cannot be blocked.",0.31,0.4,1.57,0.3,,Foil,9-042H,Forward,Wind,4,Heritor,FFTA2,7000
