productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extGTIN,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
542987,Edea,Edea,https://tcgplayer-cdn.tcgplayer.com/product/542987_200w.jpg,24,23344,https://cpt.tcgcsv.com/Mcm6,2024-03-22T04:03:14.08,1,Hero,"When Edea enters the field, you may search for 1 Category VIII Forward and add it to your hand.
<br>Put the top 2 cards of your deck into the Break Zone: Choose 1 Forward. It loses 4000 power until the end of the turn. If there are 10 or more cards in your Break Zone, it loses 8000 power until the end of the turn instead. You can only use this ability during your turn and only once per turn.",1.11,2.08,5.98,1.82,,Foil,,22-075H,Forward,Lightning,5,8000,Witch,VIII
542987,Edea,Edea,https://tcgplayer-cdn.tcgplayer.com/product/542987_200w.jpg,24,23344,https://cpt.tcgcsv.com/Mcm6,2024-03-22T04:03:14.08,1,Hero,"When Edea enters the field, you may search for 1 Category VIII Forward and add it to your hand.
<br>Put the top 2 cards of your deck into the Break Zone: Choose 1 Forward. It loses 4000 power until the end of the turn. If there are 10 or more cards in your Break Zone, it loses 8000 power until the end of the turn instead. You can only use this ability during your turn and only once per turn.",0.23,0.84,2.0,0.8,,Normal,,22-075H,Forward,Lightning,5,8000,Witch,VIII
542989,Edea (Full Art),Edea Full Art,https://tcgplayer-cdn.tcgplayer.com/product/542989_200w.jpg,24,23344,https://cpt.tcgcsv.com/Pcm6,2024-03-22T04:03:14.08,1,Hero,"When Edea enters the field, you may search for 1 Category VIII Forward and add it to your hand.
<br>Put the top 2 cards of your deck into the Break Zone: Choose 1 Forward. It loses 4000 power until the end of the turn. If there are 10 or more cards in your Break Zone, it loses 8000 power until the end of the turn instead. You can only use this ability during your turn and only once per turn.",38.23,39.5,43.75,41.54,,Foil,,22-075H,Forward,,5,8000,Witch,
542990,Alba EX,Alba EX,https://tcgplayer-cdn.tcgplayer.com/product/542990_200w.jpg,24,23344,https://cpt.tcgcsv.com/Qcm6,2024-03-22T04:03:14.08,1,Rare,"EX BURST When Alba enters the field due to an ability, choose 1 Forward of cost 4 or less opponent controls. Break it.
<br>When Alba enters the field, choose 1 Job Warrior of Darkness Forward. It gains Haste until the end of the turn.",0.09,0.15,0.75,0.13,,Normal,,22-074R,Forward,Lightning,3,7000,Warrior of Darkness,FFL
542990,Alba EX,Alba EX,https://tcgplayer-cdn.tcgplayer.com/product/542990_200w.jpg,24,23344,https://cpt.tcgcsv.com/Qcm6,2024-03-22T04:03:14.08,1,Rare,"EX BURST When Alba enters the field due to an ability, choose 1 Forward of cost 4 or less opponent controls. Break it.
<br>When Alba enters the field, choose 1 Job Warrior of Darkness Forward. It gains Haste until the end of the turn.",0.25,0.49,2.99,0.53,,Foil,,22-074R,Forward,Lightning,3,7000,Warrior of Darkness,FFL
542992,Nacht,Nacht,https://tcgplayer-cdn.tcgplayer.com/product/542992_200w.jpg,24,23344,https://cpt.tcgcsv.com/Scm6,2024-03-22T04:03:14.08,1,Legend,"When Nacht enters the field, you may search for up to 3 Job Warrior of Darkness with different names and add them to your hand.
<br>At the beginning of the Attack Phase during each of your turns, you may play 1 Job Warrior of Darkness of cost 5 or less from your hand onto the field.
<br>Final Thrust SEL: Choose 1 Forward. Break it.",3.0,4.02,6.5,4.07,,Normal,,22-067L,Forward,Earth,9,9000,Warrior of Darkness,FFL
542992,Nacht,Nacht,https://tcgplayer-cdn.tcgplayer.com/product/542992_200w.jpg,24,23344,https://cpt.tcgcsv.com/Scm6,2024-03-22T04:03:14.08,1,Legend,"When Nacht enters the field, you may search for up to 3 Job Warrior of Darkness with different names and add them to your hand.
<br>At the beginning of the Attack Phase during each of your turns, you may play 1 Job Warrior of Darkness of cost 5 or less from your hand onto the field.
<br>Final Thrust SEL: Choose 1 Forward. Break it.",3.5,7.0,10.0,5.85,,Foil,,22-067L,Forward,Earth,9,9000,Warrior of Darkness,FFL
542995,Dorgann,Dorgann,https://tcgplayer-cdn.tcgplayer.com/product/542995_200w.jpg,24,23344,https://cpt.tcgcsv.com/Wcm6,2024-03-22T04:03:14.08,1,Legend,"When Dorgann enters the field, select 1 of the 3 following actions. If you have cast 3 or more cards this turn, select up to 2 of the 3 following actions instead. ""Choose 1 Forward of cost 5 or more. Remove it from the game."" ""Choose 1 Monster. Remove it from the game."" :Choose 2 cards from either player's Break Zone. Remove them from the game. Draw 1 card.""",1.38,2.19,6.0,2.03,,Foil,,22-047L,Forward,Wind,4,8000,Dawn Warrior,V
542995,Dorgann,Dorgann,https://tcgplayer-cdn.tcgplayer.com/product/542995_200w.jpg,24,23344,https://cpt.tcgcsv.com/Wcm6,2024-03-22T04:03:14.08,1,Legend,"When Dorgann enters the field, select 1 of the 3 following actions. If you have cast 3 or more cards this turn, select up to 2 of the 3 following actions instead. ""Choose 1 Forward of cost 5 or more. Remove it from the game."" ""Choose 1 Monster. Remove it from the game."" :Choose 2 cards from either player's Break Zone. Remove them from the game. Draw 1 card.""",0.54,1.25,5.95,1.03,,Normal,,22-047L,Forward,Wind,4,8000,Dawn Warrior,V
542996,Dorgann (Full Art),Dorgann Full Art,https://tcgplayer-cdn.tcgplayer.com/product/542996_200w.jpg,24,23344,https://cpt.tcgcsv.com/Xcm6,2024-03-22T04:03:14.08,1,Legend,"When Dorgann enters the field, select 1 of the 3 following actions. If you have cast 3 or more cards this turn, select up to 2 of the 3 following actions instead. ""Choose 1 Forward of cost 5 or more. Remove it from the game."" ""Choose 1 Monster. Remove it from the game."" :Choose 2 cards from either player's Break Zone. Remove them from the game. Draw 1 card.""",5.99,9.37,12.98,7.79,,Foil,,22-047L,Forward,Wind,4,8000,Dawn Warrior,V
542997,Alba EX (Full Art),Alba EX Full Art,https://tcgplayer-cdn.tcgplayer.com/product/542997_200w.jpg,24,23344,https://cpt.tcgcsv.com/Zcm6,2024-03-22T04:03:14.08,1,Rare,"EX BURST When Alba enters the field due to an ability, choose 1 Forward of cost 4 or less opponent controls. Break it.
<br>When Alba enters the field, choose 1 Job Warrior of Darkness Forward. It gains Haste until the end of the turn.",37.99,38.7,65.0,27.09,,Foil,,22-074R,Forward,Lightning,3,7000,Warrior of Darkness,FFL
543360,Chaos (Full Art Reprint),Chaos Full Art Reprint,https://tcgplayer-cdn.tcgplayer.com/product/543360_200w.jpg,24,23344,https://cpt.tcgcsv.com/dmm6,2024-03-22T04:03:14.08,1,Legend,"The cost required to cast Chaos is reduced by 2 for each Element among Characters opponent controls.
<br>When Chaos enters the field, your opponent selects 1 Forward other than Light or Dark they control. You gain control of it.
<br>T, put 1 Character you control owned by your opponent into the Break Zone: Choose 1 Forward. Break it.",37.88,41.86,47.25,40.26,,Foil,,16-129L,Forward,Dark,10,8000,Chaos,I
543361,Sephiroth (Full Art Reprint),Sephiroth Full Art Reprint,https://tcgplayer-cdn.tcgplayer.com/product/543361_200w.jpg,24,23344,https://cpt.tcgcsv.com/fmm6,2024-03-22T04:03:14.08,1,Legend,"Back Attack
<br>When Sephiroth enters the field, choose 1 dull Forward opponent controls. Break it.
<br>When Sephiroth attacks, select 1 of the 2 following actions.
<br>""Your opponent discards 1 card.""
<br>""Choose 1 Forward of cost 2 or less. Break it.""",24.73,30.51,59.99,30.87,,Foil,,18-116L,Forward,Ice;Lightning,4,8000,War Hero,VII
543362,Fat Chocobo,Fat Chocobo,https://tcgplayer-cdn.tcgplayer.com/product/543362_200w.jpg,24,23344,https://cpt.tcgcsv.com/gmm6,2024-03-22T04:03:14.08,1,Legend,"When Fat Chocobo enters the field, you may <strong>search</strong>
<br>for 1 <em>Job Chocobo</em> or <em>Card Name Chocobo</em> of cost 3 or 
<br>less and play it onto the field.
<br>[Dull]: Choose 1 <em>Job Chocobo</em> or <em>Card Name Chocobo</em>. It 
<br>gains +2000 power until the end of the turn.",11.0,16.0,50.0,10.32,,Foil,,4-064L,Backup,Wind,5,,Chocobo,Special
543363,Auron,Auron,https://tcgplayer-cdn.tcgplayer.com/product/543363_200w.jpg,24,23344,https://cpt.tcgcsv.com/hmm6,2024-03-22T04:03:14.08,1,Rare,"Back Attack
<br>When Auron enters the field, choose 1 Forward. During this turn, the next damage dealt to it by your opponent's Summons or abilities becomes 0 instead.",0.09,0.15,0.75,0.14,,Normal,,22-001R,Backup,Fire,2,,Guardian,X
543363,Auron,Auron,https://tcgplayer-cdn.tcgplayer.com/product/543363_200w.jpg,24,23344,https://cpt.tcgcsv.com/hmm6,2024-03-22T04:03:14.08,1,Rare,"Back Attack
<br>When Auron enters the field, choose 1 Forward. During this turn, the next damage dealt to it by your opponent's Summons or abilities becomes 0 instead.",0.18,0.88,2.0,0.54,,Foil,,22-001R,Backup,Fire,2,,Guardian,X
543364,Red Mage,Red Mage,https://tcgplayer-cdn.tcgplayer.com/product/543364_200w.jpg,24,23344,https://cpt.tcgcsv.com/jmm6,2024-03-22T04:03:14.08,1,Common,"T: Choose 1 Forward of cost 5 or less. It gains ""This Forward cannot block."" until the end of the turn.
<br>1,T discard 1 Fire card, put Red Mage into the Break Zone: Choose 1 Forward. Deal it 8000 damage.",0.19,0.3,1.0,0.2,,Foil,,22-002C,Backup,Fire,2,,Standard Unit,V
543364,Red Mage,Red Mage,https://tcgplayer-cdn.tcgplayer.com/product/543364_200w.jpg,24,23344,https://cpt.tcgcsv.com/jmm6,2024-03-22T04:03:14.08,1,Common,"T: Choose 1 Forward of cost 5 or less. It gains ""This Forward cannot block."" until the end of the turn.
<br>1,T discard 1 Fire card, put Red Mage into the Break Zone: Choose 1 Forward. Deal it 8000 damage.",0.05,0.1,0.72,0.09,,Normal,,22-002C,Backup,Fire,2,,Standard Unit,V
543365,Ayame,Ayame,https://tcgplayer-cdn.tcgplayer.com/product/543365_200w.jpg,24,23344,https://cpt.tcgcsv.com/kmm6,2024-03-22T04:03:14.08,1,Rare,"Brave
<br>When a Job Samurai or a Card Name Samurai other than Ayame enters your field, Ayame gains +4000 power until the end of the turn.
<br>When Ayame attacks, choose 1 Forward opponent controls. If Ayame has 9000 power or more, deal it 7000 damage.",0.14,0.33,1.0,0.23,,Foil,,22-003R,Forward,Fire,2,5000,Samurai,XI;Pictlogica
543365,Ayame,Ayame,https://tcgplayer-cdn.tcgplayer.com/product/543365_200w.jpg,24,23344,https://cpt.tcgcsv.com/kmm6,2024-03-22T04:03:14.08,1,Rare,"Brave
<br>When a Job Samurai or a Card Name Samurai other than Ayame enters your field, Ayame gains +4000 power until the end of the turn.
<br>When Ayame attacks, choose 1 Forward opponent controls. If Ayame has 9000 power or more, deal it 7000 damage.",0.05,0.13,0.5,0.11,,Normal,,22-003R,Forward,Fire,2,5000,Samurai,XI;Pictlogica
543366,Angeal,Angeal,https://tcgplayer-cdn.tcgplayer.com/product/543366_200w.jpg,24,23344,https://cpt.tcgcsv.com/lmm6,2024-03-22T04:03:14.08,1,Hero,"If a Job SOLDIER Forward you control deals damage to a Forward, the damage increases by 2000 instead.
<br>When Angeal enters the field, you may pay X. When you do so, search for 1Job SOLDIER Forward of cost X and play it onto the field.",0.48,0.93,1.66,0.85,,Foil,,22-004H,Backup,,3,,SOLDIER,VII
543366,Angeal,Angeal,https://tcgplayer-cdn.tcgplayer.com/product/543366_200w.jpg,24,23344,https://cpt.tcgcsv.com/lmm6,2024-03-22T04:03:14.08,1,Hero,"If a Job SOLDIER Forward you control deals damage to a Forward, the damage increases by 2000 instead.
<br>When Angeal enters the field, you may pay X. When you do so, search for 1Job SOLDIER Forward of cost X and play it onto the field.",0.23,0.36,1.0,0.36,,Normal,,22-004H,Backup,,3,,SOLDIER,VII
543367,Ignacio,Ignacio,https://tcgplayer-cdn.tcgplayer.com/product/543367_200w.jpg,24,23344,https://cpt.tcgcsv.com/mmm6,2024-03-22T04:03:14.08,1,Rare,"When Ignacio enters the field, put the top 3 cards of your deck into the Break Zone. When you do so, choose up to 1 Forward. If all the cards put into the Break Zone are of Fire Element, deal it 9000 damage.",0.2,0.32,1.67,0.26,,Foil,,22-005R,Forward,Fire,5,9000,Sworn Six of Paladia,FFBE
543367,Ignacio,Ignacio,https://tcgplayer-cdn.tcgplayer.com/product/543367_200w.jpg,24,23344,https://cpt.tcgcsv.com/mmm6,2024-03-22T04:03:14.08,1,Rare,"When Ignacio enters the field, put the top 3 cards of your deck into the Break Zone. When you do so, choose up to 1 Forward. If all the cards put into the Break Zone are of Fire Element, deal it 9000 damage.",0.09,0.15,0.74,0.12,,Normal,,22-005R,Forward,Fire,5,9000,Sworn Six of Paladia,FFBE
543368,Garland EX,Garland EX,https://tcgplayer-cdn.tcgplayer.com/product/543368_200w.jpg,24,23344,https://cpt.tcgcsv.com/nmm6,2024-03-22T04:03:14.08,1,Hero,"EX BURST When Garland enters the field, choose 1 Job Knight other than Card Name Garland in your Break Zone. Add it to your hand.
<br>When a Job Knight other than Garland enters your field, choose 1 Forward opponent controls. Deal it 5000 damage.",0.47,1.65,2.5,1.17,,Foil,,22-006H,Forward,Fire,4,8000,Knight,I;DFF
543368,Garland EX,Garland EX,https://tcgplayer-cdn.tcgplayer.com/product/543368_200w.jpg,24,23344,https://cpt.tcgcsv.com/nmm6,2024-03-22T04:03:14.08,1,Hero,"EX BURST When Garland enters the field, choose 1 Job Knight other than Card Name Garland in your Break Zone. Add it to your hand.
<br>When a Job Knight other than Garland enters your field, choose 1 Forward opponent controls. Deal it 5000 damage.",0.2,0.39,1.0,0.41,,Normal,,22-006H,Forward,Fire,4,8000,Knight,I;DFF
543369,Carla,Carla,https://tcgplayer-cdn.tcgplayer.com/product/543369_200w.jpg,24,23344,https://cpt.tcgcsv.com/pmm6,2024-03-22T04:03:14.08,1,Common,"T: Choose 1 Forward opponent controls. Deal it 3000 damage.
<br>T: Choose 1 attacking Forward. It gains +2000 power until the end of the turn.",0.14,0.3,1.0,0.21,,Foil,,22-007C,Forward,Fire,3,7000,Agito Cadet,Type-0
543369,Carla,Carla,https://tcgplayer-cdn.tcgplayer.com/product/543369_200w.jpg,24,23344,https://cpt.tcgcsv.com/pmm6,2024-03-22T04:03:14.08,1,Common,"T: Choose 1 Forward opponent controls. Deal it 3000 damage.
<br>T: Choose 1 attacking Forward. It gains +2000 power until the end of the turn.",0.05,0.1,0.72,0.09,,Normal,,22-007C,Forward,Fire,3,7000,Agito Cadet,Type-0
543370,Clavat,Clavat,https://tcgplayer-cdn.tcgplayer.com/product/543370_200w.jpg,24,23344,https://cpt.tcgcsv.com/qmm6,2024-03-22T04:03:14.08,1,Common,"When Clavat enters the field, look at the top card of your deck. You may place the card at the bottom of your deck.",0.15,0.27,1.0,0.19,,Foil,,22-008C,Backup,Fire,1,,Standard Unit,
543370,Clavat,Clavat,https://tcgplayer-cdn.tcgplayer.com/product/543370_200w.jpg,24,23344,https://cpt.tcgcsv.com/qmm6,2024-03-22T04:03:14.08,1,Common,"When Clavat enters the field, look at the top card of your deck. You may place the card at the bottom of your deck.",0.04,0.1,0.71,0.08,,Normal,,22-008C,Backup,Fire,1,,Standard Unit,
543372,Jecht,Jecht,https://tcgplayer-cdn.tcgplayer.com/product/543372_200w.jpg,24,23344,https://cpt.tcgcsv.com/smm6,2024-03-22T04:03:14.08,1,Hero,"The cost required to cast Jecht is reduced by 1 for each Fire Character you control.
<br>When Jecht enters the field, choose 1 Forward opponent controls. Jecht and the chosen Forward deal damage equal to their respective power to the other.",0.87,1.5,3.0,1.29,,Foil,,22-009H,Forward,Fire,6,9000,Guardian,X;DFF
543372,Jecht,Jecht,https://tcgplayer-cdn.tcgplayer.com/product/543372_200w.jpg,24,23344,https://cpt.tcgcsv.com/smm6,2024-03-22T04:03:14.08,1,Hero,"The cost required to cast Jecht is reduced by 1 for each Fire Character you control.
<br>When Jecht enters the field, choose 1 Forward opponent controls. Jecht and the chosen Forward deal damage equal to their respective power to the other.",0.3,0.42,1.05,0.43,,Normal,,22-009H,Forward,Fire,6,9000,Guardian,X;DFF
543373,Selphie,Selphie,https://tcgplayer-cdn.tcgplayer.com/product/543373_200w.jpg,24,23344,https://cpt.tcgcsv.com/tmm6,2024-03-26T17:44:46.617,1,Legend,"When Selphie enters the field, you may search for 1 Category VIII Forward and add it to your hand.
<br>0: Choose 1 Category VIII Forward other than Selphie. Until the end of the turn, it gains +1000 power, Haste and Brave. You can only use this ability during your turn and only once per turn.",2.95,3.97,9.22,3.6,,Normal,,22-010L,Forward,Fire,3,7000,SeeD Candidate,VIII
543373,Selphie,Selphie,https://tcgplayer-cdn.tcgplayer.com/product/543373_200w.jpg,24,23344,https://cpt.tcgcsv.com/tmm6,2024-03-26T17:44:46.617,1,Legend,"When Selphie enters the field, you may search for 1 Category VIII Forward and add it to your hand.
<br>0: Choose 1 Category VIII Forward other than Selphie. Until the end of the turn, it gains +1000 power, Haste and Brave. You can only use this ability during your turn and only once per turn.",3.68,10.4,14.75,3.64,,Foil,,22-010L,Forward,Fire,3,7000,SeeD Candidate,VIII
543374,Warrior,Warrior,https://tcgplayer-cdn.tcgplayer.com/product/543374_200w.jpg,24,23344,https://cpt.tcgcsv.com/vmm6,2024-03-22T04:03:14.08,1,Common,"If you control 2 or more Job Standard Unit Backups, Warrior gains +2000 power.",0.03,0.1,0.71,0.09,,Normal,,22-011C,Forward,Fire,3,7000,Standard Unit,XI
543374,Warrior,Warrior,https://tcgplayer-cdn.tcgplayer.com/product/543374_200w.jpg,24,23344,https://cpt.tcgcsv.com/vmm6,2024-03-22T04:03:14.08,1,Common,"If you control 2 or more Job Standard Unit Backups, Warrior gains +2000 power.",0.18,0.28,1.0,0.21,,Foil,,22-011C,Forward,Fire,3,7000,Standard Unit,XI
543375,Foulander,Foulander,https://tcgplayer-cdn.tcgplayer.com/product/543375_200w.jpg,24,23344,https://cpt.tcgcsv.com/wmm6,2024-03-22T04:03:14.08,1,Common,"During your turn, Foulander also becomes a Forward with 4000 power.
When Foulander attacks, choose 1 Forward opponent controls. Deal it 3000 damage.
<br>Damage 3 -- If Foulander deals damage to a Forward, the damage increases by 2000 instead.",0.05,0.1,0.72,0.1,,Normal,,22-012C,Monster,Fire,1,4000,Foulander,VII
543375,Foulander,Foulander,https://tcgplayer-cdn.tcgplayer.com/product/543375_200w.jpg,24,23344,https://cpt.tcgcsv.com/wmm6,2024-03-22T04:03:14.08,1,Common,"During your turn, Foulander also becomes a Forward with 4000 power.
When Foulander attacks, choose 1 Forward opponent controls. Deal it 3000 damage.
<br>Damage 3 -- If Foulander deals damage to a Forward, the damage increases by 2000 instead.",0.16,0.29,1.0,0.21,,Foil,,22-012C,Monster,Fire,1,4000,Foulander,VII
543376,Machina,Machina,https://tcgplayer-cdn.tcgplayer.com/product/543376_200w.jpg,24,23344,https://cpt.tcgcsv.com/xmm6,2024-03-22T04:03:14.08,1,Common,"The cost required to cast Machina is increased by 1 for each Forward you control.
<br>1T, put Machina into the Break Zone: Choose 1 Forward. Deal it 7000 damage.",0.05,0.1,0.72,0.09,,Normal,,22-013C,Backup,Fire,1,,Class Zero Cadet,Type-0
543376,Machina,Machina,https://tcgplayer-cdn.tcgplayer.com/product/543376_200w.jpg,24,23344,https://cpt.tcgcsv.com/xmm6,2024-03-22T04:03:14.08,1,Common,"The cost required to cast Machina is increased by 1 for each Forward you control.
<br>1T, put Machina into the Break Zone: Choose 1 Forward. Deal it 7000 damage.",0.14,0.3,1.0,0.25,,Foil,,22-013C,Backup,Fire,1,,Class Zero Cadet,Type-0
543377,"Belias, the Gigas",Belias the Gigas,https://tcgplayer-cdn.tcgplayer.com/product/543377_200w.jpg,24,23344,https://cpt.tcgcsv.com/zmm6,2024-03-22T04:03:14.08,1,Rare,"Choose 1 Forward you control and 1 Forward opponent controls. Until the end of the turn, the former gains +3000 power and First Strike. Deal the latter 7000 damage. If the CP paid to cast Belias, the Gigas was only produced by Backups, also draw 1 card.",0.14,0.99,2.0,0.71,,Foil,,22-014R,Summon,Fire,3,,,XII
543377,"Belias, the Gigas",Belias the Gigas,https://tcgplayer-cdn.tcgplayer.com/product/543377_200w.jpg,24,23344,https://cpt.tcgcsv.com/zmm6,2024-03-22T04:03:14.08,1,Rare,"Choose 1 Forward you control and 1 Forward opponent controls. Until the end of the turn, the former gains +3000 power and First Strike. Deal the latter 7000 damage. If the CP paid to cast Belias, the Gigas was only produced by Backups, also draw 1 card.",0.08,0.11,0.29,0.1,,Normal,,22-014R,Summon,Fire,3,,,XII
543378,Meeth,Meeth,https://tcgplayer-cdn.tcgplayer.com/product/543378_200w.jpg,24,23344,https://cpt.tcgcsv.com/Bmm6,2024-03-22T04:03:14.08,1,Common,"When Meeth enters the field, you may remove 1 Backup other than Meeth you control from the game. If you do so, draw 2 cards.",0.25,0.34,1.0,0.43,,Foil,,22-015C,Backup,Fire,2,,Alchemist,FFCC
543378,Meeth,Meeth,https://tcgplayer-cdn.tcgplayer.com/product/543378_200w.jpg,24,23344,https://cpt.tcgcsv.com/Bmm6,2024-03-22T04:03:14.08,1,Common,"When Meeth enters the field, you may remove 1 Backup other than Meeth you control from the game. If you do so, draw 2 cards.",0.05,0.1,0.71,0.08,,Normal,,22-015C,Backup,Fire,2,,Alchemist,FFCC
543379,Minwu (FFBE),Minwu FFBE,https://tcgplayer-cdn.tcgplayer.com/product/543379_200w.jpg,24,23344,https://cpt.tcgcsv.com/Cmm6,2024-03-22T04:03:14.08,1,Hero,"0: Choose 1 card in your Break Zone. During this turn, you can cast it at any time you could normally cast it as long as you have no cards in hand. You can only use this ability during your turn and only once per turn.
<br>T, discard 3 cards: Deal 10000 damage to all the Forwards opponent controls.",1.99,3.1,4.99,2.39,,Foil,,22-016H,Forward,Fire,3,7000,White Mage,FFBE
543379,Minwu (FFBE),Minwu FFBE,https://tcgplayer-cdn.tcgplayer.com/product/543379_200w.jpg,24,23344,https://cpt.tcgcsv.com/Cmm6,2024-03-22T04:03:14.08,1,Hero,"0: Choose 1 card in your Break Zone. During this turn, you can cast it at any time you could normally cast it as long as you have no cards in hand. You can only use this ability during your turn and only once per turn.
<br>T, discard 3 cards: Deal 10000 damage to all the Forwards opponent controls.",0.33,0.56,1.0,0.57,,Normal,,22-016H,Forward,Fire,3,7000,White Mage,FFBE
543380,Lilyth,Lilyth,https://tcgplayer-cdn.tcgplayer.com/product/543380_200w.jpg,24,23344,https://cpt.tcgcsv.com/Dmm6,2024-03-22T04:03:14.08,1,Common,"When Lilyth enters the field, gain C.
Hard Slash S: Choose 1 Forward. Deal it 7000 damage.",0.27,0.38,1.25,0.58,,Foil,,22-017C,Forward,Fire,2,5000,Knight,FFBE
543380,Lilyth,Lilyth,https://tcgplayer-cdn.tcgplayer.com/product/543380_200w.jpg,24,23344,https://cpt.tcgcsv.com/Dmm6,2024-03-22T04:03:14.08,1,Common,"When Lilyth enters the field, gain C.
Hard Slash S: Choose 1 Forward. Deal it 7000 damage.",0.05,0.12,0.74,0.13,,Normal,,22-017C,Forward,Fire,2,5000,Knight,FFBE
