productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
208977,Don Corneo,Don Corneo,https://tcgplayer-cdn.tcgplayer.com/product/208977_200w.jpg,24,2589,https://cpt.tcgcsv.com/zCH2,2020-03-25T18:20:49.237,1,Starter,"[Dull], put the top 2 cards of your deck into the Break Zone: Choose 1 Forward. Dull it.
<br>[Dull], put the top 7 cards of your deck into the Break Zone: Choose 1 dull Forward. Break it.
<br>[Dull], put the top 15 cards of your deck into the Break Zone: Choose 1 Forward. You gain control of it for as long as Don Corneo is on the field.",,1.54,2.65,7.0,2.9,,Normal,11-134S,Forward,Ice,2,5000,Boss,VII
208977,Don Corneo,Don Corneo,https://tcgplayer-cdn.tcgplayer.com/product/208977_200w.jpg,24,2589,https://cpt.tcgcsv.com/zCH2,2020-03-25T18:20:49.237,1,Starter,"[Dull], put the top 2 cards of your deck into the Break Zone: Choose 1 Forward. Dull it.
<br>[Dull], put the top 7 cards of your deck into the Break Zone: Choose 1 dull Forward. Break it.
<br>[Dull], put the top 15 cards of your deck into the Break Zone: Choose 1 Forward. You gain control of it for as long as Don Corneo is on the field.",,6.5,6.56,6.8,6.69,,Foil,11-134S,Forward,Ice,2,5000,Boss,VII
208978,Vincent,Vincent,https://tcgplayer-cdn.tcgplayer.com/product/208978_200w.jpg,24,2589,https://cpt.tcgcsv.com/BCH2,2020-03-25T18:20:41.403,1,Starter,"<strong>Death Gigas</strong> [S]: Until the end of the turn, Vincent gains +1000 power, First Strike and ""When Vincent attacks, choose 1 dull Forward of cost 4 or less. Break it.""
<br><em>Damage — 5</em> <strong>Chaos</strong> [S]: Vincent gains +3000 power, First Strike and ""When Vincent attacks, choose 1 Character. Break it."" (This effect does not end at the end of the turn.)",,0.25,0.57,1.77,0.52,,Normal,11-135S,Forward,Earth,3,7000,Gunslinger,VII
208978,Vincent,Vincent,https://tcgplayer-cdn.tcgplayer.com/product/208978_200w.jpg,24,2589,https://cpt.tcgcsv.com/BCH2,2020-03-25T18:20:41.403,1,Starter,"<strong>Death Gigas</strong> [S]: Until the end of the turn, Vincent gains +1000 power, First Strike and ""When Vincent attacks, choose 1 dull Forward of cost 4 or less. Break it.""
<br><em>Damage — 5</em> <strong>Chaos</strong> [S]: Vincent gains +3000 power, First Strike and ""When Vincent attacks, choose 1 Character. Break it."" (This effect does not end at the end of the turn.)",,0.45,0.78,6.22,0.5,,Foil,11-135S,Forward,Earth,3,7000,Gunslinger,VII
208979,Cloud - 11-136S,Cloud 11 136S,https://tcgplayer-cdn.tcgplayer.com/product/208979_200w.jpg,24,2589,https://cpt.tcgcsv.com/CCH2,2020-03-27T16:46:32.903,1,Starter,"[Dull], put 1 <em>Category VII</em> Forward into the Break Zone: Search for 1 Forward that costs 1 CP more than the Forward put into the Break Zone and play it onto the field. You can only use this ability during your Main Phase.",,8.74,8.75,10.0,8.41,,Foil,11-136S,Forward,Earth,2,5000,SOLDIER,VII
208979,Cloud - 11-136S,Cloud 11 136S,https://tcgplayer-cdn.tcgplayer.com/product/208979_200w.jpg,24,2589,https://cpt.tcgcsv.com/CCH2,2020-03-27T16:46:32.903,1,Starter,"[Dull], put 1 <em>Category VII</em> Forward into the Break Zone: Search for 1 Forward that costs 1 CP more than the Forward put into the Break Zone and play it onto the field. You can only use this ability during your Main Phase.",,4.2,6.86,13.0,7.57,,Normal,11-136S,Forward,Earth,2,5000,SOLDIER,VII
208982,Azul,Azul,https://tcgplayer-cdn.tcgplayer.com/product/208982_200w.jpg,24,2589,https://cpt.tcgcsv.com/GCH2,2020-03-25T18:20:16.413,1,Starter,"When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 1000 damage.
<br><em>Damage 3 —</em> Azul gains ""When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 2000 damage.""
<br><em>Damage 5 —</em> Azul gains ""When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 3000 damage.""",,0.12,0.2,1.0,0.12,,Normal,11-137S,Forward,Lightning,3,7000,Tsviets,VII
208982,Azul,Azul,https://tcgplayer-cdn.tcgplayer.com/product/208982_200w.jpg,24,2589,https://cpt.tcgcsv.com/GCH2,2020-03-25T18:20:16.413,1,Starter,"When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 1000 damage.
<br><em>Damage 3 —</em> Azul gains ""When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 2000 damage.""
<br><em>Damage 5 —</em> Azul gains ""When Azul is dealt damage, choose 1 Forward opponent controls. Deal it 3000 damage.""",,0.5,0.5,2.0,,,Foil,11-137S,Forward,Lightning,3,7000,Tsviets,VII
208983,Sephiroth - 11-138S,Sephiroth 11 138S,https://tcgplayer-cdn.tcgplayer.com/product/208983_200w.jpg,24,2589,https://cpt.tcgcsv.com/HCH2,2020-03-27T16:46:27.22,1,Starter,"When Sephiroth attacks, dull all the Forwards opponent controls with 8000 power or less.
<br>At the end of each of your turns, remove 3 cards from your Break Zone from the game or put Sephiroth into the Break Zone.",,4.95,6.45,8.96,6.43,,Foil,11-138S,Forward,Lightning,3,9000,SOLDIER,VII
208983,Sephiroth - 11-138S,Sephiroth 11 138S,https://tcgplayer-cdn.tcgplayer.com/product/208983_200w.jpg,24,2589,https://cpt.tcgcsv.com/HCH2,2020-03-27T16:46:27.22,1,Starter,"When Sephiroth attacks, dull all the Forwards opponent controls with 8000 power or less.
<br>At the end of each of your turns, remove 3 cards from your Break Zone from the game or put Sephiroth into the Break Zone.",,0.49,1.19,2.75,1.23,,Normal,11-138S,Forward,Lightning,3,9000,SOLDIER,VII
208984,Aerith,Aerith,https://tcgplayer-cdn.tcgplayer.com/product/208984_200w.jpg,24,2589,https://cpt.tcgcsv.com/JCH2,2020-03-25T18:19:44.493,1,Starter,"When Aerith enters the field, choose up to 2 <em>Category VII</em> Characters in your Break Zone other than <em>Card Name Aerith</em>. Add them to your hand.
<br>[(1)][Dull], put Aerith into the Break Zone: Select 1 of the 2 following actions. ""Choose 1 <em>Category VII</em> Forward you control. Dull it. It gains 'This Forward cannot be broken' until the end of the turn."" ""Choose 1 Dark Forward. Break it.""",,1.01,1.84,3.5,2.07,,Normal,11-139S,Forward,Light,4,5000,Ancient,VII
208984,Aerith,Aerith,https://tcgplayer-cdn.tcgplayer.com/product/208984_200w.jpg,24,2589,https://cpt.tcgcsv.com/JCH2,2020-03-25T18:19:44.493,1,Starter,"When Aerith enters the field, choose up to 2 <em>Category VII</em> Characters in your Break Zone other than <em>Card Name Aerith</em>. Add them to your hand.
<br>[(1)][Dull], put Aerith into the Break Zone: Select 1 of the 2 following actions. ""Choose 1 <em>Category VII</em> Forward you control. Dull it. It gains 'This Forward cannot be broken' until the end of the turn."" ""Choose 1 Dark Forward. Break it.""",,6.81,7.85,8.0,8.56,,Foil,11-139S,Forward,Light,4,5000,Ancient,VII
208985,Kadaj EX - 11-140S,Kadaj EX 11 140S,https://tcgplayer-cdn.tcgplayer.com/product/208985_200w.jpg,24,2589,https://cpt.tcgcsv.com/KCH2,2020-03-25T18:19:36.827,1,Starter,"<strong>EX BURST</strong> When Kadaj enters the field, select 1 of the 3 following actions. ""Choose 1 Forward. Dull it."" ""Choose up to 2 cards from either player's Break Zone. Remove them from the game."" ""Choose 1 Forward. Until the end of your turn, it gains +2000 power and Brave."" 
<br>At the end of each of your turns, you may remove Kadaj from the game. If you do so, at the end of your opponent's turn, play Kadaj onto the field.",,2.25,3.12,3.75,2.89,,Foil,11-140S,Forward,Dark,4,9000,Remnant,VII
208985,Kadaj EX - 11-140S,Kadaj EX 11 140S,https://tcgplayer-cdn.tcgplayer.com/product/208985_200w.jpg,24,2589,https://cpt.tcgcsv.com/KCH2,2020-03-25T18:19:36.827,1,Starter,"<strong>EX BURST</strong> When Kadaj enters the field, select 1 of the 3 following actions. ""Choose 1 Forward. Dull it."" ""Choose up to 2 cards from either player's Break Zone. Remove them from the game."" ""Choose 1 Forward. Until the end of your turn, it gains +2000 power and Brave."" 
<br>At the end of each of your turns, you may remove Kadaj from the game. If you do so, at the end of your opponent's turn, play Kadaj onto the field.",,0.69,1.0,4.0,0.83,,Normal,11-140S,Forward,Dark,4,9000,Remnant,VII
209329,Ursula,Ursula,https://tcgplayer-cdn.tcgplayer.com/product/209329_200w.jpg,24,2589,https://cpt.tcgcsv.com/CLH2,2020-02-12T19:25:46.123,1,Legend,"When Ursula enters the field, choose 1 <em>Job Monk</em> or <em>Card Name Monk</em> of cost 2 or less in your Break Zone. Play it onto the field. 
<br>Put 1 <em>Job Monk</em> or <em>Card Name Monk</em> other than Ursula into the Break Zone: Select 1 of the 2 following actions. ""Until the end of the turn, Ursula gains +4000 power and <strong>Brave</strong>."" ""Choose 1 Forward. Deal it damage equal to Ursula's power.""",,0.24,1.43,25.0,1.2,,Normal,11-064L,Forward,Earth,4,5000,Monk,IV
209329,Ursula,Ursula,https://tcgplayer-cdn.tcgplayer.com/product/209329_200w.jpg,24,2589,https://cpt.tcgcsv.com/CLH2,2020-02-12T19:25:46.123,1,Legend,"When Ursula enters the field, choose 1 <em>Job Monk</em> or <em>Card Name Monk</em> of cost 2 or less in your Break Zone. Play it onto the field. 
<br>Put 1 <em>Job Monk</em> or <em>Card Name Monk</em> other than Ursula into the Break Zone: Select 1 of the 2 following actions. ""Until the end of the turn, Ursula gains +4000 power and <strong>Brave</strong>."" ""Choose 1 Forward. Deal it damage equal to Ursula's power.""",,1.25,2.98,27.0,1.73,,Foil,11-064L,Forward,Earth,4,5000,Monk,IV
209330,Ursula (Full Art),Ursula Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209330_200w.jpg,24,2589,https://cpt.tcgcsv.com/DLH2,2024-02-22T14:08:48.09,1,Legend,"When Ursula enters the field, choose 1 <em>Job Monk</em> or <em>Card Name Monk</em> of cost 2 or less in your Break Zone. Play it onto the field. 
<br>Put 1 <em>Job Monk</em> or <em>Card Name Monk</em> other than Ursula into the Break Zone: Select 1 of the 2 following actions. ""Until the end of the turn, Ursula gains +4000 power and <strong>Brave</strong>."" ""Choose 1 Forward. Deal it damage equal to Ursula's power.""",,1.41,3.19,19.2,3.77,,Normal,11-064L,Forward,Earth,4,5000,Monk,IV
209330,Ursula (Full Art),Ursula Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209330_200w.jpg,24,2589,https://cpt.tcgcsv.com/DLH2,2024-02-22T14:08:48.09,1,Legend,"When Ursula enters the field, choose 1 <em>Job Monk</em> or <em>Card Name Monk</em> of cost 2 or less in your Break Zone. Play it onto the field. 
<br>Put 1 <em>Job Monk</em> or <em>Card Name Monk</em> other than Ursula into the Break Zone: Select 1 of the 2 following actions. ""Until the end of the turn, Ursula gains +4000 power and <strong>Brave</strong>."" ""Choose 1 Forward. Deal it damage equal to Ursula's power.""",,25.0,26.51,59.99,26.0,,Foil,11-064L,Forward,Earth,4,5000,Monk,IV
209331,Monk - 11-079C (Full Art),Monk 11 079C Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209331_200w.jpg,24,2589,https://cpt.tcgcsv.com/FLH2,2020-03-20T18:42:14.873,1,Common,"[Y][Dull], put Monk into the Break Zone: Choose 1 Forward. Deal it 3000 damage for each <em>Job Monk</em> or <em>Card Name Monk</em> you control.",,14.0,14.45,25.0,15.72,,Foil,11-079C,Backup,Earth,2,,Standard Unit,Special
209332,Monk - 11-079C,Monk 11 079C,https://tcgplayer-cdn.tcgplayer.com/product/209332_200w.jpg,24,2589,https://cpt.tcgcsv.com/GLH2,2020-03-20T18:42:08.92,1,Common,"[Y][Dull], put Monk into the Break Zone: Choose 1 Forward. Deal it 3000 damage for each <em>Job Monk</em> or <em>Card Name Monk</em> you control.",,0.03,0.14,0.79,0.09,,Normal,11-079C,Backup,Earth,2,,Standard Unit,Special
209332,Monk - 11-079C,Monk 11 079C,https://tcgplayer-cdn.tcgplayer.com/product/209332_200w.jpg,24,2589,https://cpt.tcgcsv.com/GLH2,2020-03-20T18:42:08.92,1,Common,"[Y][Dull], put Monk into the Break Zone: Choose 1 Forward. Deal it 3000 damage for each <em>Job Monk</em> or <em>Card Name Monk</em> you control.",,0.25,1.0,1.2,0.45,,Foil,11-079C,Backup,Earth,2,,Standard Unit,Special
209648,Mira,Mira,https://tcgplayer-cdn.tcgplayer.com/product/209648_200w.jpg,24,2589,https://cpt.tcgcsv.com/-SH2,2020-02-25T14:55:17.593,1,Hero,"When a <em>Category FFCC</em> Character other than Mira you control is put from the field into the Break Zone, you may search for 1 <em>Category FFCC</em> Character of the same card type and add it to your hand. This effect will trigger only once per turn.
<br>[Dull]: Choose 1 <em>Category FFCC</em> Character other than Forward you control. Activate it. Until the end of the turn, it also becomes a Forward with 8000 power.",,0.5,0.55,6.41,0.74,,Foil,11-122H,Forward,Water,2,5000,Dark Lord,FFCC
209648,Mira,Mira,https://tcgplayer-cdn.tcgplayer.com/product/209648_200w.jpg,24,2589,https://cpt.tcgcsv.com/-SH2,2020-02-25T14:55:17.593,1,Hero,"When a <em>Category FFCC</em> Character other than Mira you control is put from the field into the Break Zone, you may search for 1 <em>Category FFCC</em> Character of the same card type and add it to your hand. This effect will trigger only once per turn.
<br>[Dull]: Choose 1 <em>Category FFCC</em> Character other than Forward you control. Activate it. Until the end of the turn, it also becomes a Forward with 8000 power.",,0.14,0.29,1.45,0.24,,Normal,11-122H,Forward,Water,2,5000,Dark Lord,FFCC
209649,Mira (Full Art),Mira Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209649_200w.jpg,24,2589,https://cpt.tcgcsv.com/_SH2,2020-02-25T14:55:20.583,1,Hero,"When a <em>Category FFCC</em> Character other than Mira you control is put from the field into the Break Zone, you may search for 1 <em>Category FFCC</em> Character of the same card type and add it to your hand. This effect will trigger only once per turn.
<br>[Dull]: Choose 1 <em>Category FFCC</em> Character other than Forward you control. Activate it. Until the end of the turn, it also becomes a Forward with 8000 power.",,24.0,30.0,35.0,32.74,,Foil,11-122H,Forward,Water,2,5000,Dark Lord,FFCC
209914,Ritz,Ritz,https://tcgplayer-cdn.tcgplayer.com/product/209914_200w.jpg,24,2589,https://cpt.tcgcsv.com/j-H2,2020-03-20T18:28:37.82,1,Legend,"If you control a <em>Category FFTA</em> Forward other than Ritz, Ritz gains +1000 power and Haste.
<br>When Ritz attacks, choose up to 3 Backups you control. Activate them.
<br><em>Damage 3</em> — Ritz gains ""Ritz cannot be blocked.""",,0.09,0.35,3.0,0.63,,Normal,11-063L,Forward,Wind,3,7000,Fencer,FFTA
209914,Ritz,Ritz,https://tcgplayer-cdn.tcgplayer.com/product/209914_200w.jpg,24,2589,https://cpt.tcgcsv.com/j-H2,2020-03-20T18:28:37.82,1,Legend,"If you control a <em>Category FFTA</em> Forward other than Ritz, Ritz gains +1000 power and Haste.
<br>When Ritz attacks, choose up to 3 Backups you control. Activate them.
<br><em>Damage 3</em> — Ritz gains ""Ritz cannot be blocked.""",,0.25,3.17,19.99,0.91,,Foil,11-063L,Forward,Wind,3,7000,Fencer,FFTA
209915,Ritz (Full Art),Ritz Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209915_200w.jpg,24,2589,https://cpt.tcgcsv.com/k-H2,2022-05-26T12:57:56.653,1,Legend,"If you control a <em>Category FFTA</em> Forward other than Ritz, Ritz gains +1000 power and Haste.
<br>When Ritz attacks, choose up to 3 Backups you control. Activate them.
<br><em>Damage 3</em> — Ritz gains ""Ritz cannot be blocked.""",,23.99,24.0,24.01,18.54,,Foil,11-063L,Forward,Wind,3,7000,Fencer,FFTA
209915,Ritz (Full Art),Ritz Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209915_200w.jpg,24,2589,https://cpt.tcgcsv.com/k-H2,2022-05-26T12:57:56.653,1,Legend,"If you control a <em>Category FFTA</em> Forward other than Ritz, Ritz gains +1000 power and Haste.
<br>When Ritz attacks, choose up to 3 Backups you control. Activate them.
<br><em>Damage 3</em> — Ritz gains ""Ritz cannot be blocked.""",,0.5,1.0,3.49,1.04,,Normal,11-063L,Forward,Wind,3,7000,Fencer,FFTA
209916,Princess Sarah (Full Art),Princess Sarah Full Art,https://tcgplayer-cdn.tcgplayer.com/product/209916_200w.jpg,24,2589,https://cpt.tcgcsv.com/l-H2,2020-02-25T14:54:03.923,1,Hero,"When Princess Sarah enters the field, name 1 Element. Princess Sarah becomes that Element. (This effect does not end at the end of the turn.)
<br>[Dull]: All the Forwards of the same Element as Princess Sarah you control gain +1000 power until the end of the turn.",,80.0,90.0,106.79,,,Foil,11-128H,Backup,Light,10,,,I
209917,Princess Sarah,Princess Sarah,https://tcgplayer-cdn.tcgplayer.com/product/209917_200w.jpg,24,2589,https://cpt.tcgcsv.com/m-H2,2020-02-25T14:54:35.54,1,Hero,"When Princess Sarah enters the field, name 1 Element. Princess Sarah becomes that Element. (This effect does not end at the end of the turn.)
<br>[Dull]: All the Forwards of the same Element as Princess Sarah you control gain +1000 power until the end of the turn.",,0.26,0.83,9.89,0.8,,Normal,11-128H,Backup,Light,10,,,I
209917,Princess Sarah,Princess Sarah,https://tcgplayer-cdn.tcgplayer.com/product/209917_200w.jpg,24,2589,https://cpt.tcgcsv.com/m-H2,2020-02-25T14:54:35.54,1,Hero,"When Princess Sarah enters the field, name 1 Element. Princess Sarah becomes that Element. (This effect does not end at the end of the turn.)
<br>[Dull]: All the Forwards of the same Element as Princess Sarah you control gain +1000 power until the end of the turn.",,4.41,9.48,25.0,7.46,,Foil,11-128H,Backup,Light,10,,,I
210813,Sephiroth - 11-130L,Sephiroth 11 130L,https://tcgplayer-cdn.tcgplayer.com/product/210813_200w.jpg,24,2589,https://cpt.tcgcsv.com/hlJ2,2020-03-20T17:58:43.63,1,Legend,"You can only play Sephiroth if either player has received 4 points of damage or more.
<br><strong>Octaslash</strong> [S]: Choose up to 1 Forward, up to 1 Backup, and up to 1 Monster. Remove them from the game. You can only use this ability if each player has received 5 points of damage or more.",,3.44,4.0,5.45,4.99,,Normal,11-130L,Forward,Dark,4,10000,One-Winged Angel,VII
210813,Sephiroth - 11-130L,Sephiroth 11 130L,https://tcgplayer-cdn.tcgplayer.com/product/210813_200w.jpg,24,2589,https://cpt.tcgcsv.com/hlJ2,2020-03-20T17:58:43.63,1,Legend,"You can only play Sephiroth if either player has received 4 points of damage or more.
<br><strong>Octaslash</strong> [S]: Choose up to 1 Forward, up to 1 Backup, and up to 1 Monster. Remove them from the game. You can only use this ability if each player has received 5 points of damage or more.",,3.51,7.0,19.99,6.62,,Foil,11-130L,Forward,Dark,4,10000,One-Winged Angel,VII
210814,Sephiroth - 11-130L (Full Art),Sephiroth 11 130L Full Art,https://tcgplayer-cdn.tcgplayer.com/product/210814_200w.jpg,24,2589,https://cpt.tcgcsv.com/jlJ2,2020-03-20T17:58:37.053,1,Legend,"You can only play Sephiroth if either player has received 4 points of damage or more.
<br><strong>Octaslash</strong> [S]: Choose up to 1 Forward, up to 1 Backup, and up to 1 Monster. Remove them from the game. You can only use this ability if each player has received 5 points of damage or more.",,82.99,84.98,84.99,84.5,,Foil,11-130L,Forward,Dark,4,10000,One-Winged Angel,VII
210815,Chelinka,Chelinka,https://tcgplayer-cdn.tcgplayer.com/product/210815_200w.jpg,24,2589,https://cpt.tcgcsv.com/klJ2,2020-03-20T18:26:24.743,1,Rare,"When Chelinka enters the field, choose 1 Forward. Until the end of the turn, it gains Brave and ""This Forward can attack twice in the same turn.""
<br>[G][G][Dull]: Return Chelinka to your hand.",,0.07,0.2,0.99,0.22,,Normal,11-049R,Backup,Wind,3,,Lay Crystal User,FFCC
210815,Chelinka,Chelinka,https://tcgplayer-cdn.tcgplayer.com/product/210815_200w.jpg,24,2589,https://cpt.tcgcsv.com/klJ2,2020-03-20T18:26:24.743,1,Rare,"When Chelinka enters the field, choose 1 Forward. Until the end of the turn, it gains Brave and ""This Forward can attack twice in the same turn.""
<br>[G][G][Dull]: Return Chelinka to your hand.",,0.5,0.55,1.5,0.5,,Foil,11-049R,Backup,Wind,3,,Lay Crystal User,FFCC
210816,Sabin,Sabin,https://tcgplayer-cdn.tcgplayer.com/product/210816_200w.jpg,24,2589,https://cpt.tcgcsv.com/llJ2,2020-03-20T18:24:08.773,1,Hero,"[0]: Until the end of the turn, Sabin gains +2000 power, First Strike and Brave. You can only use this ability during your turn and only once per turn.
<br><em>Damage 5 —</em> When Sabin attacks, choose 1 Forward the opponent controls. Deal it damage equal to Sabin's power.",,1.45,1.48,3.58,1.99,,Foil,11-018H,Forward,Fire,3,7000,Monk,VI
210816,Sabin,Sabin,https://tcgplayer-cdn.tcgplayer.com/product/210816_200w.jpg,24,2589,https://cpt.tcgcsv.com/llJ2,2020-03-20T18:24:08.773,1,Hero,"[0]: Until the end of the turn, Sabin gains +2000 power, First Strike and Brave. You can only use this ability during your turn and only once per turn.
<br><em>Damage 5 —</em> When Sabin attacks, choose 1 Forward the opponent controls. Deal it damage equal to Sabin's power.",,0.4,0.7,2.0,0.91,,Normal,11-018H,Forward,Fire,3,7000,Monk,VI
210817,Kuja,Kuja,https://tcgplayer-cdn.tcgplayer.com/product/210817_200w.jpg,24,2589,https://cpt.tcgcsv.com/mlJ2,2020-03-16T20:10:40.853,1,Legend,"When Kuja enters the field, choose 1 Forward of cost 3 or less the opponent controls. Break it. kuja deals you 1 point of damage.
<br><strong>Thundaga</strong>[S][P][P][P]: Choose up to 2 Fowards the opponent controls. Deal them 2000 damage. Then, deal 5000 damage to all the damaged Forwards the opponent controls.",,0.64,0.7,4.95,1.29,,Normal,11-090L,Forward,Lightning,4,8000,Genome,IX
