productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extElement,extCost,extPower,extJob,extCategory,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extGTIN,extSKU
149303,Sazh (Alternate Art Promo),Sazh Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/149303_200w.jpg,24,1941,https://cpt.tcgcsv.com/5Lc2,2019-02-04T17:31:07.637,1,Promo,PR-007/2-006R,"When Sazh attacks, choose 1 Forward opponent controls. Deal it 1000 damage for each point of damage you have received.",,,,,,,0.19,0.69,5.39,0.34,,Foil,,
152375,Kain - PR-009/2-103H (Alternate Art Promo),Kain PR 009 2 103H Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/152375_200w.jpg,24,1941,https://cpt.tcgcsv.com/wZd2,2023-03-22T14:29:10.73,1,Promo,PR-009/2-103H,"<b>Haste</b><br> [1][Dull]: Kain cannot be chosen by your opponent's Summons or abilities until the beginning of your next turn. At the beginning of your next Main Phase and until the end of the same turn, Kain's power will double. You can only use this ability during your turn.",,,,,,IV;DFF,0.25,0.72,30.0,0.32,,Normal,,
152375,Kain - PR-009/2-103H (Alternate Art Promo),Kain PR 009 2 103H Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/152375_200w.jpg,24,1941,https://cpt.tcgcsv.com/wZd2,2023-03-22T14:29:10.73,1,Promo,PR-009/2-103H,"<b>Haste</b><br> [1][Dull]: Kain cannot be chosen by your opponent's Summons or abilities until the beginning of your next turn. At the beginning of your next Main Phase and until the end of the same turn, Kain's power will double. You can only use this ability during your turn.",,,,,,IV;DFF,0.25,0.44,6.99,0.54,,Foil,,
153001,Cloud EX (Prerelease Promo),Cloud EX Prerelease Promo,https://tcgplayer-cdn.tcgplayer.com/product/153001_200w.jpg,24,1941,https://cpt.tcgcsv.com/2df2,2023-03-22T14:31:16.88,1,Promo,PR-019/4-145H,"<strong>EX BURST</strong> When Cloud enters the field, choose 1 Forward opponent controls. If you control a <em>Category VII</em> Forward other than Cloud, deal it 7000 damage.
<br><strong>Blade Beam</strong> [S][R][1][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Forward,Light,3,7000,SOLDIER,VII;DFF,4.49,5.99,30.0,5.04,,Foil,,
155877,Gabranth (30th Anniversary),Gabranth 30th Anniversary,https://tcgplayer-cdn.tcgplayer.com/product/155877_200w.jpg,24,1941,https://cpt.tcgcsv.com/zmg2,2023-03-22T14:28:58.05,1,Rare,PR-008/1-098R,"For each point of damage you have received, Gabranth gains +1000 power.
<br>If you have received 6 point of damage or more, Gabranth gains <b>Brave</b>.",Forward,Earth,6,8000,Judge,XII;DFF,76.86,79.95,80.9,,,Foil,,
155877,Gabranth (30th Anniversary),Gabranth 30th Anniversary,https://tcgplayer-cdn.tcgplayer.com/product/155877_200w.jpg,24,1941,https://cpt.tcgcsv.com/zmg2,2023-03-22T14:28:58.05,1,Rare,PR-008/1-098R,"For each point of damage you have received, Gabranth gains +1000 power.
<br>If you have received 6 point of damage or more, Gabranth gains <b>Brave</b>.",Forward,Earth,6,8000,Judge,XII;DFF,100.0,100.0,100.0,,,Normal,,
161276,Warrior of Light (Water),Warrior of Light Water,https://tcgplayer-cdn.tcgplayer.com/product/161276_200w.jpg,24,1941,https://cpt.tcgcsv.com/xwj2,2023-03-22T14:31:26.197,1,Promo,PR-020/1-155R,The <em>Job Standard Unit</em> Forwards you control gain +2000 power and <b>First Strike</b>.,Forward,Water,4,8000,Warrior,I;DFF,0.74,0.97,2.23,0.96,,Foil,,
161277,Cloud (Legend),Cloud Legend,https://tcgplayer-cdn.tcgplayer.com/product/161277_200w.jpg,24,1941,https://cpt.tcgcsv.com/zwj2,2023-03-22T14:31:37.263,1,Promo,PR-021/1-182L,<strong>Brave</strong><br><strong>Meteorain</strong> [S][1][Dull]: Deal 4000 damage to all the Forwards opponent controls.<br><strong>Omnislash</strong> [S][3][Dull]: Choose 1 Forward. Break it.,Forward,Light,4,8000,SOLDIER,VII;DFF,2.66,4.97,11.5,2.53,,Foil,,
161278,Lightning EX,Lightning EX,https://tcgplayer-cdn.tcgplayer.com/product/161278_200w.jpg,24,1941,https://cpt.tcgcsv.com/Bwj2,2023-03-22T14:31:45.833,1,Promo,PR-022/3-118H,"<strong>EX BURST</strong> When Lightning enters the field, choose 1 <em>Card Name Odin</em> in your Break Zone. You may put it on top of your deck. 
<br><strong>Gestalt Drive 1</strong>[S][P][1][Dull], discard 1 <em>Card Name Odin</em>: Choose up to 2 Forwards of cost 4 or less. Break them.",Forward,Lightning,5,8000,Warrior,XIII;DFF,1.85,3.0,37.37,1.85,,Normal,,
162369,Lightning (Prerelease Promo),Lightning Prerelease Promo,https://tcgplayer-cdn.tcgplayer.com/product/162369_200w.jpg,24,1941,https://cpt.tcgcsv.com/pZj2,2023-03-22T14:34:33.36,1,Promo,PR-027/5-116H,"<strong>Haste</strong>
<br>At the and of the turn, return Lightning to its owner's hand.
<br>
<br><em>Opus V Prerelease</em>",Forward,Lightning,2,5000,Commando,XIII;DFF,2.35,3.43,18.0,2.31,,Foil,,
163110,Ace - PR-012/3-003R (Alternate Art),Ace PR 012 3 003R Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/163110_200w.jpg,24,1941,https://cpt.tcgcsv.com/dgk2,2020-06-09T20:23:28.357,1,Rare,PR-012/3-003R,"The <em>Job Class Zero Cadet</em> Forwards other than Ace you control gain +1000 power.
<br><strong>Cut Cards</strong>[S][R]: Choose 1 Forward. Reveal the top 4 cards of your deck. For each <em>Job Class Zero Cadet</em> revealed this way, deal it 4000 damage. Then, place the revealed cards at the bottom of your deck in any order.",Forward,Fire,3,7000,Class Zero Cadet,Type-0,0.34,0.98,6.36,0.98,,Foil,,
163110,Ace - PR-012/3-003R (Alternate Art),Ace PR 012 3 003R Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/163110_200w.jpg,24,1941,https://cpt.tcgcsv.com/dgk2,2020-06-09T20:23:28.357,1,Rare,PR-012/3-003R,"The <em>Job Class Zero Cadet</em> Forwards other than Ace you control gain +1000 power.
<br><strong>Cut Cards</strong>[S][R]: Choose 1 Forward. Reveal the top 4 cards of your deck. For each <em>Job Class Zero Cadet</em> revealed this way, deal it 4000 damage. Then, place the revealed cards at the bottom of your deck in any order.",Forward,Fire,3,7000,Class Zero Cadet,Type-0,0.16,0.25,1.22,0.16,,Normal,,
163111,Bartz (Alternate Art Promo),Bartz Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163111_200w.jpg,24,1941,https://cpt.tcgcsv.com/fgk2,2023-03-22T14:28:19.233,1,Rare,PR-011/1-081R,Bartz has all the jobs.,Forward,Wind,4,8000,Wanderer,V;DFF,0.15,0.25,1.22,0.28,,Normal,,
163111,Bartz (Alternate Art Promo),Bartz Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163111_200w.jpg,24,1941,https://cpt.tcgcsv.com/fgk2,2023-03-22T14:28:19.233,1,Rare,PR-011/1-081R,Bartz has all the jobs.,Forward,Wind,4,8000,Wanderer,V;DFF,0.24,0.5,1.43,0.62,,Foil,,
163762,Cecil - PR-010/1-108H (Alternate Art Promo),Cecil PR 010 1 108H Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163762_200w.jpg,24,1941,https://cpt.tcgcsv.com/gwk2,2023-03-22T14:28:10.447,1,Hero,PR-010/1-108H,"When you receive damage, choose 1 Forward opponent controls. You may deal it 5000 damage.",Forward,Earth,3,7000,Dark Knight,IV;DFF,0.98,2.25,5.0,1.21,,Foil,,
163762,Cecil - PR-010/1-108H (Alternate Art Promo),Cecil PR 010 1 108H Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163762_200w.jpg,24,1941,https://cpt.tcgcsv.com/gwk2,2023-03-22T14:28:10.447,1,Hero,PR-010/1-108H,"When you receive damage, choose 1 Forward opponent controls. You may deal it 5000 damage.",Forward,Earth,3,7000,Dark Knight,IV;DFF,0.25,0.5,1.22,0.46,,Normal,,
163763,Golbez (Alternate Art Promo),Golbez Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163763_200w.jpg,24,1941,https://cpt.tcgcsv.com/hwk2,2022-03-31T15:37:20.447,1,Promo,PR-024/2-109H,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. <br>When Golbez attacks, select 1 of the following: Deal all Forwards opponent controls 3000 damage. Choose 1 [Job (Archfiend)] from your Break Zone. Add it to your hand.'",Forward,Lightning,8,9000,Warlock,IV,0.25,0.3,1.22,0.29,,Normal,,
163763,Golbez (Alternate Art Promo),Golbez Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163763_200w.jpg,24,1941,https://cpt.tcgcsv.com/hwk2,2022-03-31T15:37:20.447,1,Promo,PR-024/2-109H,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. <br>When Golbez attacks, select 1 of the following: Deal all Forwards opponent controls 3000 damage. Choose 1 [Job (Archfiend)] from your Break Zone. Add it to your hand.'",Forward,Lightning,8,9000,Warlock,IV,0.49,0.96,3.0,0.88,,Foil,,
163764,Yuna (Alternate Art Promo),Yuna Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163764_200w.jpg,24,1941,https://cpt.tcgcsv.com/jwk2,2018-03-23T18:10:37.657,1,Rare,PR-023/1-177R,The cost required to cast your Water Summons is reduced by 1 (it cannot become 0).,Backup,Water,2,,Summoner,X,4.06,5.0,10.0,3.87,,Foil,,
163764,Yuna (Alternate Art Promo),Yuna Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/163764_200w.jpg,24,1941,https://cpt.tcgcsv.com/jwk2,2018-03-23T18:10:37.657,1,Rare,PR-023/1-177R,The cost required to cast your Water Summons is reduced by 1 (it cannot become 0).,Backup,Water,2,,Summoner,X,0.69,0.95,2.75,0.8,,Normal,,
165793,Machina (Alternate Art Promo),Machina Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/165793_200w.jpg,24,1941,https://cpt.tcgcsv.com/Tkl2,2018-04-25T13:38:08.567,1,Promo,PR-025/3-022H,"When the Forward damaged by Machina is put from the field into the Break Zone on the same turn, choose 1 Forward opponent controls. Deal it 4000 damage.
<br><strong>Guardian Blades</strong> [S][R][R][R][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Forward,Fire,4,8000,Class Zero Cadet,Type-0,0.43,0.52,8.48,0.53,,Foil,,
165793,Machina (Alternate Art Promo),Machina Alternate Art Promo,https://tcgplayer-cdn.tcgplayer.com/product/165793_200w.jpg,24,1941,https://cpt.tcgcsv.com/Tkl2,2018-04-25T13:38:08.567,1,Promo,PR-025/3-022H,"When the Forward damaged by Machina is put from the field into the Break Zone on the same turn, choose 1 Forward opponent controls. Deal it 4000 damage.
<br><strong>Guardian Blades</strong> [S][R][R][R][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Forward,Fire,4,8000,Class Zero Cadet,Type-0,0.15,0.25,1.0,0.17,,Normal,,
178690,Guy (Prerelease Promo),Guy Prerelease Promo,https://tcgplayer-cdn.tcgplayer.com/product/178690_200w.jpg,24,1941,https://cpt.tcgcsv.com/Qtr2,2022-03-31T15:37:26.59,1,Promo,PR-031/6-003H,"<strong>Brave</strong>
<br>For each <em>Category II</em> Character other than Guy you 
<br>control, Guy gains +1000 power.
<br>When Guy is put from the field into the Break Zone, 
<br><strong>activate</strong> all the Forwards you control.",Forward,Fire,3,7000,Rebel,II,0.21,1.0,6.5,0.52,,Foil,,
179159,Noctis EX (2nd Anniversary),Noctis EX 2nd Anniversary,https://tcgplayer-cdn.tcgplayer.com/product/179159_200w.jpg,24,1941,https://cpt.tcgcsv.com/cHr2,2019-02-04T17:36:10.84,1,Legend,PR-039/7-077L,"<strong>EX BURST</strong> When you receive damage, choose up to 1 Forward. If you have received 6 points of damage, break it.
<br>When you receive damage, choose up to 1 Forward opponent controls. Noctis and the chosen Forward deal damage equal to their respective power to the other.
<br>[Y][Y][(2)]: During this turn, the next damage dealt to Noctis becomes 0 instead.",Forward,Earth,3,7000,Prince,XV;DFF,2.72,3.51,16.0,2.99,,Foil,,
179208,Yuri (Prerelease Promo),Yuri Prerelease Promo,https://tcgplayer-cdn.tcgplayer.com/product/179208_200w.jpg,24,1941,https://cpt.tcgcsv.com/bJr2,2022-03-31T15:43:58.55,1,Promo,PR-036/7-128H,"Yuri has all Elements except Dark.
<br><strong>Dull</strong> a total of 3 <strong>active</strong> Backups of the same Element or 2 <strong>active</strong> Backups of the same Element and Yuri: Select 1 1of the 4 following actions.
<br>""Draw 1 card.""
<br>""Choose 1 Forward. Deal it 4000 damage."" 
<br>""Choose 1 Forward. <strong>Dull</strong> it and <strong>Freeze</strong> it.""
<br>""Choose 1 Forward. It loses all its abilities until the end of the turn.""",Forward,Light,4,8000,Lay Crystal User,FFCC,0.74,1.0,2.5,0.83,,Foil,,
183290,Cloud EX,Cloud EX,https://tcgplayer-cdn.tcgplayer.com/product/183290_200w.jpg,24,1941,https://cpt.tcgcsv.com/Qkt2,2024-05-04T18:03:21.3,1,Promo,PR-034/4-145H,"<strong>EX BURST</strong> When Cloud enters the field, choose 1 Forward opponent controls. If you control a <em>Category VII</em> Forward other than Cloud, deal it 7000 damage.
<br><strong>Blade Beam</strong>[S][P][1][Dull], Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Forward,Light,3,7000,Soldier,VII;DFF,0.25,0.58,2.0,0.69,,Normal,,
183290,Cloud EX,Cloud EX,https://tcgplayer-cdn.tcgplayer.com/product/183290_200w.jpg,24,1941,https://cpt.tcgcsv.com/Qkt2,2024-05-04T18:03:21.3,1,Promo,PR-034/4-145H,"<strong>EX BURST</strong> When Cloud enters the field, choose 1 Forward opponent controls. If you control a <em>Category VII</em> Forward other than Cloud, deal it 7000 damage.
<br><strong>Blade Beam</strong>[S][P][1][Dull], Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Forward,Light,3,7000,Soldier,VII;DFF,0.72,2.1,5.0,1.25,,Foil,,
184326,Estinien,Estinien,https://tcgplayer-cdn.tcgplayer.com/product/184326_200w.jpg,24,1941,https://cpt.tcgcsv.com/xLt2,2019-01-30T21:25:46.297,1,Promo,PR-038/6-089R,"You can only pay with CP produced by Lightning
<br>Backups to play Estinien from your hand onto the field.
<br><strong>Haste First Strike</strong>",Forward,Lightning,3,7000,Dragoon,XIV,0.85,0.93,6.46,0.96,,Normal,,
184326,Estinien,Estinien,https://tcgplayer-cdn.tcgplayer.com/product/184326_200w.jpg,24,1941,https://cpt.tcgcsv.com/xLt2,2019-01-30T21:25:46.297,1,Promo,PR-038/6-089R,"You can only pay with CP produced by Lightning
<br>Backups to play Estinien from your hand onto the field.
<br><strong>Haste First Strike</strong>",Forward,Lightning,3,7000,Dragoon,XIV,0.5,1.84,10.46,0.61,,Foil,,
184496,Amarant,Amarant,https://tcgplayer-cdn.tcgplayer.com/product/184496_200w.jpg,24,1941,https://cpt.tcgcsv.com/XPt2,2019-02-04T17:42:02.243,1,Rare,PR-013/3-013R,"[Dull], put 1 Forward into the Break Zone: Choose 1 Forward. Deal it damage equal to the power of the Forward put in the Break Zone.",Forward,Fire,5,9000,Fighter,IX,1.0,1.0,2.5,1.0,,Normal,,
184497,Quina,Quina,https://tcgplayer-cdn.tcgplayer.com/product/184497_200w.jpg,24,1941,https://cpt.tcgcsv.com/ZPt2,2019-02-04T17:42:17.21,1,Common,PR-014/3-133C,"For each card in your hand, Quina gains +1000 power.
<br><strong>Eat</strong>[S]: Choose 1 Forward opponent controls which has been dealt damage this this turn. If that Forward has a special ability or an action ability, break it.",Forward,Water,4,5000,Blue Mage,IX,1.0,1.0,3.0,1.0,,Normal,,
184499,Rem EX,Rem EX,https://tcgplayer-cdn.tcgplayer.com/product/184499_200w.jpg,24,1941,https://cpt.tcgcsv.com/_Pt2,2019-02-04T17:44:45.637,1,Rare,PR-016/3-072R,"<strong>EX BURST</strong> When Rem enters the field, choose 1 <em>Category TYPE-0</em> card from your Break Zone. Add it to your hand.",Backup,Wind,4,,Class Zero Cadet,Type-0,1.5,2.7,2.95,2.75,,Normal,,
184500,Arecia Al-Rashia,Arecia Al Rashia,https://tcgplayer-cdn.tcgplayer.com/product/184500_200w.jpg,24,1941,https://cpt.tcgcsv.com/0Qt2,2019-02-04T17:44:24.65,1,Rare,PR-017/3-097R,"When Arecia Al-Rashia enters the field, you may <strong>search</strong> for 1 <em>Category TYPE-0</em> Forward and add it to your hand.",Backup,Lightning,3,,Archsorceress,Type-0,,,,,,,,
184501,Nine - 3-113R,Nine 3 113R,https://tcgplayer-cdn.tcgplayer.com/product/184501_200w.jpg,24,1941,https://cpt.tcgcsv.com/2Qt2,2019-02-04T17:45:36.44,1,Rare,PR-018/3-113R,"When Nine attacks, choose 1 Forward you control.
<br>Until the end of the turn, it gains +1000 power for each <em>Job Class Zero Cadet</em> Forward you control.
<br><strong>Primal Roar</strong> [S][P][P][P][P]: All Forwards cannot block this turn.",Forward,Lightning,4,8000,Class Zero Cadet,Type-0,2.0,2.0,3.34,1.75,,Normal,,
184502,Serah,Serah,https://tcgplayer-cdn.tcgplayer.com/product/184502_200w.jpg,24,1941,https://cpt.tcgcsv.com/3Qt2,2022-03-31T15:39:49.753,1,Promo,PR-026/4-037H,"When Serah enters the field, choose 1 Forward 
<br>opponent controls. If you control a <em>Category XIII</em> 
<br>Forward other than Serah, <strong>dull</strong> it and Freeze it. 
<br>When Serah attacks, you may pay [I][I], if you do so, 
<br>your opponent discards 1 card from his/her hand.",Forward,Ice,2,5000,Commando,XIII,1.5,2.0,5.0,1.87,,Foil,,
184502,Serah,Serah,https://tcgplayer-cdn.tcgplayer.com/product/184502_200w.jpg,24,1941,https://cpt.tcgcsv.com/3Qt2,2022-03-31T15:39:49.753,1,Promo,PR-026/4-037H,"When Serah enters the field, choose 1 Forward 
<br>opponent controls. If you control a <em>Category XIII</em> 
<br>Forward other than Serah, <strong>dull</strong> it and Freeze it. 
<br>When Serah attacks, you may pay [I][I], if you do so, 
<br>your opponent discards 1 card from his/her hand.",Forward,Ice,2,5000,Commando,XIII,0.39,0.5,1.27,0.47,,Normal,,
184503,Y'shtola (Chinese Language Only),Yshtola Chinese Language Only,https://tcgplayer-cdn.tcgplayer.com/product/184503_200w.jpg,24,1941,https://cpt.tcgcsv.com/5Qt2,2020-03-17T18:51:06.29,1,Legend,PR-028/5-068L,"Y'shtola doesn't receive any damage from Summons or abilities.
<br>Put Y'shtola into the Break Zone: Choose 1 Summon or auto-ability. Cancel its effect.
<br><br>
<strong><em>This promo card is only available in Chinese Language currently.</strong></em>",Forward,Wind,3,7000,Scion of the Seventh Dawn,XIV,4000.0,4000.0,4000.0,,,Foil,,
184504,Vincent EX,Vincent EX,https://tcgplayer-cdn.tcgplayer.com/product/184504_200w.jpg,24,1941,https://cpt.tcgcsv.com/6Qt2,2022-03-31T15:43:07.477,1,Promo,PR-029/4-075H,"<strong>EX BURST</strong> When Vincent enters the field, you may 
<br>search for 1 Card Name Vincent and add it to your 
<br>hand.
<br><strong>Galian Beast</strong> [S][Y]: Vincent gains +4000 power until the 
<br>end of the turn.",Forward,Earth,5,7000,Gunslinger,VII,0.5,0.78,1.0,0.82,,Normal,,
184504,Vincent EX,Vincent EX,https://tcgplayer-cdn.tcgplayer.com/product/184504_200w.jpg,24,1941,https://cpt.tcgcsv.com/6Qt2,2022-03-31T15:43:07.477,1,Promo,PR-029/4-075H,"<strong>EX BURST</strong> When Vincent enters the field, you may 
<br>search for 1 Card Name Vincent and add it to your 
<br>hand.
<br><strong>Galian Beast</strong> [S][Y]: Vincent gains +4000 power until the 
<br>end of the turn.",Forward,Earth,5,7000,Gunslinger,VII,0.4,1.0,2.0,0.62,,Foil,,
184505,Exdeath,Exdeath,https://tcgplayer-cdn.tcgplayer.com/product/184505_200w.jpg,24,1941,https://cpt.tcgcsv.com/7Qt2,2023-03-22T14:34:53.317,1,Promo,PR-030/2-101H,"When Exdeath enters the field, you may play 1 [Job (Manikin)] of cost 4 or less from your hand onto the field. <br> The [Job (Manikin)] Forwards you control gain +1000 power. <br>For each [Job (Manikin)] you control, Exdeath gails +1000 power.",Forward,Lightning,6,8000,Wizard,V;DFF,0.44,0.5,2.49,0.26,,Normal,,
184505,Exdeath,Exdeath,https://tcgplayer-cdn.tcgplayer.com/product/184505_200w.jpg,24,1941,https://cpt.tcgcsv.com/7Qt2,2023-03-22T14:34:53.317,1,Promo,PR-030/2-101H,"When Exdeath enters the field, you may play 1 [Job (Manikin)] of cost 4 or less from your hand onto the field. <br> The [Job (Manikin)] Forwards you control gain +1000 power. <br>For each [Job (Manikin)] you control, Exdeath gails +1000 power.",Forward,Lightning,6,8000,Wizard,V;DFF,0.15,0.82,7.99,0.39,,Foil,,
184506,Wol,Wol,https://tcgplayer-cdn.tcgplayer.com/product/184506_200w.jpg,24,1941,https://cpt.tcgcsv.com/8Qt2,2022-03-31T15:43:21.26,1,Promo,PR-032/5-146H,"When Wol enters the field, reveal the top 5 cards of your deck. Add 1 <em>Job Warrior of Light</em> among them to your hand and return the other cards to the bottom of your deck in any order.
<br>When Wol is put from the field into the Break Zone, choose 1 <em>Job Warrior of Light</em> of cost 3 or less in your Break Zone. Play it onto the field.",Forward,Light,4,7000,Warrior of Light,Mobius,0.4,0.57,2.0,0.64,,Foil,,
