productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extCardType,extElement,extCost,extCategory,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extPower,extJob,extGTIN
218106,Dragoon,Dragoon,https://tcgplayer-cdn.tcgplayer.com/product/218106_200w.jpg,24,2664,https://cpt.tcgcsv.com/8gM2,2020-11-06T05:03:05.01,1,Common,12-089C,"When Dragoon enters the field, you may reveal any number of <em>Job Dragoon</em> or <em>Card Name Dragoon</em> from your hand. When you reveal 1 or more, Dragoon gains <strong>Haste</strong> until the end of the turn. In addition, when you reveal 4 or more, choose 1 Forward. Break it.",Forward,Lightning,3,Special,2.76,3.75,5.0,2.99,,Foil,7000,Standard Unit,
218106,Dragoon,Dragoon,https://tcgplayer-cdn.tcgplayer.com/product/218106_200w.jpg,24,2664,https://cpt.tcgcsv.com/8gM2,2020-11-06T05:03:05.01,1,Common,12-089C,"When Dragoon enters the field, you may reveal any number of <em>Job Dragoon</em> or <em>Card Name Dragoon</em> from your hand. When you reveal 1 or more, Dragoon gains <strong>Haste</strong> until the end of the turn. In addition, when you reveal 4 or more, choose 1 Forward. Break it.",Forward,Lightning,3,Special,0.15,0.26,1.04,0.26,,Normal,7000,Standard Unit,
218107,Dragoon (Full Art),Dragoon Full Art,https://tcgplayer-cdn.tcgplayer.com/product/218107_200w.jpg,24,2664,https://cpt.tcgcsv.com/9gM2,2020-11-06T05:03:05.01,1,Common,12-089C,"When Dragoon enters the field, you may reveal any number of <em>Job Dragoon</em> or <em>Card Name Dragoon</em> from your hand. When you reveal 1 or more, Dragoon gains <strong>Haste</strong> until the end of the turn. In addition, when you reveal 4 or more, choose 1 Forward. Break it.",Forward,Lightning,3,Special,29.75,34.89,49.98,33.84,,Foil,7000,Standard Unit,
219754,Krile,Krile,https://tcgplayer-cdn.tcgplayer.com/product/219754_200w.jpg,24,2664,https://cpt.tcgcsv.com/6WM2,2020-11-06T05:03:05.01,1,Legend,12-061L,"When Krile enters the field, choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.
<br>1[Rest]: Choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.",Forward,Earth,2,V,1.45,3.39,8.0,2.1,,Normal,5000,Warrior of Light,
219754,Krile,Krile,https://tcgplayer-cdn.tcgplayer.com/product/219754_200w.jpg,24,2664,https://cpt.tcgcsv.com/6WM2,2020-11-06T05:03:05.01,1,Legend,12-061L,"When Krile enters the field, choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.
<br>1[Rest]: Choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.",Forward,Earth,2,V,3.0,4.8,11.79,3.9,,Foil,5000,Warrior of Light,
219755,Krile (Full Art),Krile Full Art,https://tcgplayer-cdn.tcgplayer.com/product/219755_200w.jpg,24,2664,https://cpt.tcgcsv.com/7WM2,2020-11-06T05:03:05.01,1,Legend,12-061L,"When Krile enters the field, choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.
<br>1[Rest]: Choose 1 Summon from either player's Break Zone. You can cast it this turn. If you cast it, remove that Summon from the game after use instead of putting it in the Break Zone.",Forward,Earth,2,V,40.0,42.23,49.99,50.0,,Foil,5000,Warrior of Light,
220440,Opus XII Booster Box,Opus XII Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/220440_200w.jpg,24,2664,https://cpt.tcgcsv.com/QbN2,2020-11-06T05:03:05.01,1,None,,Each Opus XII Booster Box comes with 36 packs of 12 random cards <em>(1 of which is premium foiled)</em>,,,,,209.99,220.0,220.0,207.73,,Normal,,,662248829661
220441,Opus XII Booster Pack,Opus XII Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/220441_200w.jpg,24,2664,https://cpt.tcgcsv.com/RbN2,2020-11-06T05:03:05.01,1,None,,Each Opus XII Booster Pack contains 12 random cards <em>(1 of which is premium foiled)</em>,,,,,9.84,9.85,9.85,9.85,,Normal,,,
221156,Regis,Regis,https://tcgplayer-cdn.tcgplayer.com/product/221156_200w.jpg,24,2664,https://cpt.tcgcsv.com/8tN2,2020-11-06T05:03:05.01,1,Legend,12-122L,"When Regis enters the field, choose up to 2 Forwards other than <em>Card Name Regis</em>, Light or Dark put in your Break Zone from the field during this turn. Play them onto the field.
<br><em>Royal Sigil</em> [S][Y][P]: All the Forwards you control gain ""This Forward cannot be broken"" until the end of the turn.",Forward,Earth;Lightning,5,XV,,,,,,,8000,King,
221157,Fenrir,Fenrir,https://tcgplayer-cdn.tcgplayer.com/product/221157_200w.jpg,24,2664,https://cpt.tcgcsv.com/9tN2,2020-11-06T05:03:05.01,1,Hero,12-068H,"Select up to 2 of the 4 following actions.
<br>""Choose 1 Light Forward or Dark Forward. Break it.""
<br>""Choose 1 Backup of cost 4 or more. Break it.""
<br>""Choose 1 Monster. Break it.""
<br>""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Summon,Earth,5,FFEX,0.68,0.99,2.52,1.0,,Normal,,,
221157,Fenrir,Fenrir,https://tcgplayer-cdn.tcgplayer.com/product/221157_200w.jpg,24,2664,https://cpt.tcgcsv.com/9tN2,2020-11-06T05:03:05.01,1,Hero,12-068H,"Select up to 2 of the 4 following actions.
<br>""Choose 1 Light Forward or Dark Forward. Break it.""
<br>""Choose 1 Backup of cost 4 or more. Break it.""
<br>""Choose 1 Monster. Break it.""
<br>""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Summon,Earth,5,FFEX,2.1,3.43,9.5,2.17,,Foil,,,
221158,Fenrir (Full Art),Fenrir Full Art,https://tcgplayer-cdn.tcgplayer.com/product/221158_200w.jpg,24,2664,https://cpt.tcgcsv.com/btN2,2020-11-06T05:03:05.01,1,Hero,12-068H,"Select up to 2 of the 4 following actions.
<br>""Choose 1 Light Forward or Dark Forward. Break it.""
<br>""Choose 1 Backup of cost 4 or more. Break it.""
<br>""Choose 1 Monster. Break it.""
<br>""Choose 1 Earth Forward of cost 2 on your Break Zone. Play it into the field [Dull].""",Summon,Earth,5,FFEX,20.0,25.0,32.0,,,Foil,,,
223033,Tenzen,Tenzen,https://tcgplayer-cdn.tcgplayer.com/product/223033_200w.jpg,24,2664,https://cpt.tcgcsv.com/HdP2,2020-11-06T05:03:05.01,1,Legend,12-012L,"<strong>Brave</strong>
<br>At the end of each of your turns, reveal the top 5 cards of your deck. Add 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> among them to your hand and return the other cards to the bottom of your deck in any order. 
<br>When Tenzen leaves the field, choose 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> of cost 3 or less in your Break Zone. Add it to your hand.",Forward,Fire,6,XI,9.0,9.75,25.0,9.71,,Foil,9000,Samurai,
223033,Tenzen,Tenzen,https://tcgplayer-cdn.tcgplayer.com/product/223033_200w.jpg,24,2664,https://cpt.tcgcsv.com/HdP2,2020-11-06T05:03:05.01,1,Legend,12-012L,"<strong>Brave</strong>
<br>At the end of each of your turns, reveal the top 5 cards of your deck. Add 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> among them to your hand and return the other cards to the bottom of your deck in any order. 
<br>When Tenzen leaves the field, choose 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> of cost 3 or less in your Break Zone. Add it to your hand.",Forward,Fire,6,XI,5.98,6.3,20.0,6.08,,Normal,9000,Samurai,
223034,Tenzen (Full Art),Tenzen Full Art,https://tcgplayer-cdn.tcgplayer.com/product/223034_200w.jpg,24,2664,https://cpt.tcgcsv.com/JdP2,2020-11-06T05:03:05.01,1,Legend,12-012L,"<strong>Brave</strong>
<br>At the end of each of your turns, reveal the top 5 cards of your deck. Add 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> among them to your hand and return the other cards to the bottom of your deck in any order. 
<br>When Tenzen leaves the field, choose 1 <em>Job Samurai</em> or <em>Card Name Samurai</em> of cost 3 or less in your Break Zone. Add it to your hand.",Forward,Fire,6,XI,16.47,17.72,44.96,24.86,,Foil,9000,Samurai,
223035,Thancred,Thancred,https://tcgplayer-cdn.tcgplayer.com/product/223035_200w.jpg,24,2664,https://cpt.tcgcsv.com/KdP2,2020-11-06T05:03:05.01,1,Legend,12-124L,"When Thancred enters the field, choose 1 Forward in your Break Zone. If its cost is equal to or less than the number of Water Forwards and/or Water Backups you control, play it onto the field.
<br>When Thancred attacks, choose 1 <strong>active</strong> Forward opponent controls. If its cost is equal to or less than the number of Lightning Forwards and/or Lightning Backups you control, break it.",Forward,Lightning;Water,7,XIV,26.17,26.82,35.0,29.15,,Normal,8000,Scion of the Seventh Dawn,
223035,Thancred,Thancred,https://tcgplayer-cdn.tcgplayer.com/product/223035_200w.jpg,24,2664,https://cpt.tcgcsv.com/KdP2,2020-11-06T05:03:05.01,1,Legend,12-124L,"When Thancred enters the field, choose 1 Forward in your Break Zone. If its cost is equal to or less than the number of Water Forwards and/or Water Backups you control, play it onto the field.
<br>When Thancred attacks, choose 1 <strong>active</strong> Forward opponent controls. If its cost is equal to or less than the number of Lightning Forwards and/or Lightning Backups you control, break it.",Forward,Lightning;Water,7,XIV,48.69,49.99,49.99,47.3,,Foil,8000,Scion of the Seventh Dawn,
223695,Locke,Locke,https://tcgplayer-cdn.tcgplayer.com/product/223695_200w.jpg,24,2664,https://cpt.tcgcsv.com/WtP2,2020-11-06T05:03:05.01,1,Legend,12-116L,"The cost required to cast Locke is reduced by 2 for each card you have cast this turn (it cannot become 1 or less).
<br>When Locke enters the field, select up to 2 of the 4 following actions. ""Your opponent discards 1 card from their hand."" ""Choose up to 2 Characters. <strong>Dull</strong> them and <strong>Freeze</strong> them."" ""Choose 1 Forward of cost 6 or more. Break it."" ""Choose 1 Monster. Break it.""",Forward,Ice;Wind,8,VI;DFF,6.5,7.38,7.71,7.48,,Foil,9000,Treasure Hunter,
223695,Locke,Locke,https://tcgplayer-cdn.tcgplayer.com/product/223695_200w.jpg,24,2664,https://cpt.tcgcsv.com/WtP2,2020-11-06T05:03:05.01,1,Legend,12-116L,"The cost required to cast Locke is reduced by 2 for each card you have cast this turn (it cannot become 1 or less).
<br>When Locke enters the field, select up to 2 of the 4 following actions. ""Your opponent discards 1 card from their hand."" ""Choose up to 2 Characters. <strong>Dull</strong> them and <strong>Freeze</strong> them."" ""Choose 1 Forward of cost 6 or more. Break it."" ""Choose 1 Monster. Break it.""",Forward,Ice;Wind,8,VI;DFF,0.41,1.85,4.81,1.92,,Normal,9000,Treasure Hunter,
223827,Noctis,Noctis,https://tcgplayer-cdn.tcgplayer.com/product/223827_200w.jpg,24,2664,https://cpt.tcgcsv.com/zxP2,2020-11-06T05:03:05.01,1,Rare,12-121R,"When Noctis enters the field, choose 1 <em>Category XV</em> Forward other than <em>Card Name Noctis</em> in your Break Zone. Add it to your hand.
<br>When Noctis forms a party and attacks, until the end of the turn, all the Forwards you control gain +2000 power and <strong>Haste.</strong>",Forward,Earth;Lightning,3,XV;DFF,0.24,0.46,1.0,0.38,,Normal,7000,Prince,
223827,Noctis,Noctis,https://tcgplayer-cdn.tcgplayer.com/product/223827_200w.jpg,24,2664,https://cpt.tcgcsv.com/zxP2,2020-11-06T05:03:05.01,1,Rare,12-121R,"When Noctis enters the field, choose 1 <em>Category XV</em> Forward other than <em>Card Name Noctis</em> in your Break Zone. Add it to your hand.
<br>When Noctis forms a party and attacks, until the end of the turn, all the Forwards you control gain +2000 power and <strong>Haste.</strong>",Forward,Earth;Lightning,3,XV;DFF,1.2,1.31,2.38,1.31,,Foil,7000,Prince,
223828,Noctis (Full Art),Noctis Full Art,https://tcgplayer-cdn.tcgplayer.com/product/223828_200w.jpg,24,2664,https://cpt.tcgcsv.com/BxP2,2024-01-08T21:39:45.157,1,Rare,12-121R,"When Noctis enters the field, choose 1 <em>Category XV</em> Forward other than <em>Card Name Noctis</em> in your Break Zone. Add it to your hand.
<br>When Noctis forms a party and attacks, until the end of the turn, all the Forwards you control gain +2000 power and <strong>Haste.</strong>",Forward,Earth;Lightning,3,XV;DFF,25.0,38.56,100.0,36.1,,Foil,7000,Prince,
223828,Noctis (Full Art),Noctis Full Art,https://tcgplayer-cdn.tcgplayer.com/product/223828_200w.jpg,24,2664,https://cpt.tcgcsv.com/BxP2,2024-01-08T21:39:45.157,1,Rare,12-121R,"When Noctis enters the field, choose 1 <em>Category XV</em> Forward other than <em>Card Name Noctis</em> in your Break Zone. Add it to your hand.
<br>When Noctis forms a party and attacks, until the end of the turn, all the Forwards you control gain +2000 power and <strong>Haste.</strong>",Forward,Earth;Lightning,3,XV;DFF,2.5,2.98,12.98,3.43,,Normal,7000,Prince,
224185,Quacho Queen,Quacho Queen,https://tcgplayer-cdn.tcgplayer.com/product/224185_200w.jpg,24,2664,https://cpt.tcgcsv.com/KHP2,2020-11-06T05:03:05.01,1,Hero,12-096H,"Quacho Queen is also a Monster in all situations. When Quacho Queen enters the field, choose 1 Monster of cost 2 or less in your Break Zone. Add it to your hand. If it is also a Forward, play it onto the field instead.",Forward,Water,4,World of Final Fantasy,0.25,0.41,0.99,0.39,,Normal,8000,Queen,
224185,Quacho Queen,Quacho Queen,https://tcgplayer-cdn.tcgplayer.com/product/224185_200w.jpg,24,2664,https://cpt.tcgcsv.com/KHP2,2020-11-06T05:03:05.01,1,Hero,12-096H,"Quacho Queen is also a Monster in all situations. When Quacho Queen enters the field, choose 1 Monster of cost 2 or less in your Break Zone. Add it to your hand. If it is also a Forward, play it onto the field instead.",Forward,Water,4,World of Final Fantasy,0.49,0.53,4.0,0.71,,Foil,8000,Queen,
224186,Quacho Queen (Full Art),Quacho Queen Full Art,https://tcgplayer-cdn.tcgplayer.com/product/224186_200w.jpg,24,2664,https://cpt.tcgcsv.com/LHP2,2020-11-06T05:03:05.01,1,Hero,12-096H,"Quacho Queen is also a Monster in all situations. When Quacho Queen enters the field, choose 1 Monster of cost 2 or less in your Break Zone. Add it to your hand. If it is also a Forward, play it onto the field instead.",Forward,Water,4,World of Final Fantasy,14.69,17.49,18.75,17.14,,Foil,8000,Queen,
224203,Princess Goblin,Princess Goblin,https://tcgplayer-cdn.tcgplayer.com/product/224203_200w.jpg,24,2664,https://cpt.tcgcsv.com/5JP2,2020-11-06T05:03:05.01,1,Rare,12-008R,"When Princess Goblin enters the field, you may <strong>search</strong> for 1 Light Forward and add it to your hand. 
<br>When a Light Forward enters your field, put Princess Goblin into the Break Zone.",Backup,Fire,2,World of Final Fantasy,0.25,1.0,1.56,1.43,,Foil,,Goblin,
224203,Princess Goblin,Princess Goblin,https://tcgplayer-cdn.tcgplayer.com/product/224203_200w.jpg,24,2664,https://cpt.tcgcsv.com/5JP2,2020-11-06T05:03:05.01,1,Rare,12-008R,"When Princess Goblin enters the field, you may <strong>search</strong> for 1 Light Forward and add it to your hand. 
<br>When a Light Forward enters your field, put Princess Goblin into the Break Zone.",Backup,Fire,2,World of Final Fantasy,0.15,0.33,0.99,0.36,,Normal,,Goblin,
