productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory,extSKU
243703,Vaan,Vaan,https://tcgplayer-cdn.tcgplayer.com/product/243703_200w.jpg,24,2792,https://cpt.tcgcsv.com/5vZ2,2021-08-12T13:20:05.887,1,Legend,"When Vaan enters the field, you may <strong>search</strong> for 1 <em>Job Sky Pirate</em> of cost 2 or less and play it onto the field. Then, <strong>activate</strong> all the Backups you control.
<br>When a <em>Job Sky Pirate</em> you control is chosen by your opponent's Summons or abilities, choose up to 2 Backups. <strong>Activate</strong> them.",,4.15,5.47,11.0,6.54,,Normal,14-125L,Forward,Water;Wind,6,8000,Sky Pirate,XII;DFF,
243703,Vaan,Vaan,https://tcgplayer-cdn.tcgplayer.com/product/243703_200w.jpg,24,2792,https://cpt.tcgcsv.com/5vZ2,2021-08-12T13:20:05.887,1,Legend,"When Vaan enters the field, you may <strong>search</strong> for 1 <em>Job Sky Pirate</em> of cost 2 or less and play it onto the field. Then, <strong>activate</strong> all the Backups you control.
<br>When a <em>Job Sky Pirate</em> you control is chosen by your opponent's Summons or abilities, choose up to 2 Backups. <strong>Activate</strong> them.",,11.0,13.95,14.33,5.84,,Foil,14-125L,Forward,Water;Wind,6,8000,Sky Pirate,XII;DFF,
243704,Vaan (Full Art),Vaan Full Art,https://tcgplayer-cdn.tcgplayer.com/product/243704_200w.jpg,24,2792,https://cpt.tcgcsv.com/6vZ2,2023-12-12T20:34:35.013,1,Legend,"When Vaan enters the field, you may <strong>search</strong> for 1 <em>Job Sky Pirate</em> of cost 2 or less and play it onto the field. Then, <strong>activate</strong> all the Backups you control.
<br>When a <em>Job Sky Pirate</em> you control is chosen by your opponent's Summons or abilities, choose up to 2 Backups. <strong>Activate</strong> them.",,3.34,4.0,5.0,3.28,,Normal,14-125L,Forward,Water;Wind,6,8000,Sky Pirate,XII;DFF,
243704,Vaan (Full Art),Vaan Full Art,https://tcgplayer-cdn.tcgplayer.com/product/243704_200w.jpg,24,2792,https://cpt.tcgcsv.com/6vZ2,2023-12-12T20:34:35.013,1,Legend,"When Vaan enters the field, you may <strong>search</strong> for 1 <em>Job Sky Pirate</em> of cost 2 or less and play it onto the field. Then, <strong>activate</strong> all the Backups you control.
<br>When a <em>Job Sky Pirate</em> you control is chosen by your opponent's Summons or abilities, choose up to 2 Backups. <strong>Activate</strong> them.",,64.72,64.72,65.99,69.01,,Foil,14-125L,Forward,Water;Wind,6,8000,Sky Pirate,XII;DFF,
243705,Zidane,Zidane,https://tcgplayer-cdn.tcgplayer.com/product/243705_200w.jpg,24,2792,https://cpt.tcgcsv.com/7vZ2,2021-08-12T13:20:50.227,1,Hero,"Zidane cannot be blocked
<br>When Zidane deals damage to your opponent, choose up to 1 Forward. Return it to its owners' hand.
<br><strong>Steal</strong> SW: Your opponent reveals their hand. Select 1 card in their hand. Your opponent removes it from the game. You can cast it as though you owned it this turn. You can only use this ability during your turn.",,0.75,0.94,4.0,0.88,,Normal,14-127H,Forward,Water;Wind,2,6000,Thief,IX,
243705,Zidane,Zidane,https://tcgplayer-cdn.tcgplayer.com/product/243705_200w.jpg,24,2792,https://cpt.tcgcsv.com/7vZ2,2021-08-12T13:20:50.227,1,Hero,"Zidane cannot be blocked
<br>When Zidane deals damage to your opponent, choose up to 1 Forward. Return it to its owners' hand.
<br><strong>Steal</strong> SW: Your opponent reveals their hand. Select 1 card in their hand. Your opponent removes it from the game. You can cast it as though you owned it this turn. You can only use this ability during your turn.",,0.74,0.74,49.0,1.44,,Foil,14-127H,Forward,Water;Wind,2,6000,Thief,IX,
245219,Opus XIV: Crystal Abyss Booster Box Case,Opus XIV Crystal Abyss Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/245219_200w.jpg,24,2792,https://cpt.tcgcsv.com/p6-2,2021-08-09T17:00:21.69,1,None,Each sealed case contains 6 booster boxes of 36 booster packs.,,3999.69,3999.69,3999.69,,,Normal,,,,,,,,662248834191
245220,Estinien (Full Art Reprint),Estinien Full Art Reprint,https://tcgplayer-cdn.tcgplayer.com/product/245220_200w.jpg,24,2792,https://cpt.tcgcsv.com/q6-2,2021-08-06T04:03:10.687,1,Legend,"If you control 5 or more Backups, Estinien gains <strong>Haste</strong>.
<br>When Estinien is blocked, break the blocking Forward.
<br>[P]: <strong>Activate</strong> Estinien. Estinien can attack once more this turn. You can only use this ability during your turn and only once per turn.",,65.0,85.97,100.0,76.99,,Foil,6-088L,Forward,Lightning,5,8000,Dragoon,XIV,
245221,Amalj'aa,Amaljaa,https://tcgplayer-cdn.tcgplayer.com/product/245221_200w.jpg,24,2792,https://cpt.tcgcsv.com/r6-2,2021-08-06T04:03:10.687,1,Common,"When a Fire Job Primal enters your field, activate Amalj'aa.
<br>T: Choose 1 Forward. Deal it 1000 damage. You can only use this ability if you control a Fire Job Primal.",,0.21,0.25,2.0,0.19,,Foil,14-001C,Backup,Fire,2,,Standard Unit,XIV,
245221,Amalj'aa,Amaljaa,https://tcgplayer-cdn.tcgplayer.com/product/245221_200w.jpg,24,2792,https://cpt.tcgcsv.com/r6-2,2021-08-06T04:03:10.687,1,Common,"When a Fire Job Primal enters your field, activate Amalj'aa.
<br>T: Choose 1 Forward. Deal it 1000 damage. You can only use this ability if you control a Fire Job Primal.",,0.03,0.1,0.25,0.12,,Normal,14-001C,Backup,Fire,2,,Standard Unit,XIV,
245223,Wol (Full Art Reprint),Wol Full Art Reprint,https://tcgplayer-cdn.tcgplayer.com/product/245223_200w.jpg,24,2792,https://cpt.tcgcsv.com/t6-2,2021-08-06T04:03:10.687,1,Legend,"At the beginning of your Attack Phase, select up to 2 of the 4 following actions.
<br>""Choose 1 Forward. It gains Brave until the end of the turn.""
<br>""Choose 1 Forward. It gains +2000 power until the end of the turn.""
<br>""Choose 1 dull Forward. Deal it 3000 damage.""
<br>""All Forwards cannot be chosen by Summons' EX Bursts or Characters' EX Bursts this turn.""",,25.0,25.0,25.0,18.74,,Foil,5-075L,Forward,Earth,4,8000,Warrior of Light,Mobius,
245224,Ifrita EX,Ifrita EX,https://tcgplayer-cdn.tcgplayer.com/product/245224_200w.jpg,24,2792,https://cpt.tcgcsv.com/v6-2,2021-08-06T04:03:10.687,1,Rare,[EX BURST]: Choose 1 Forward. Deal it 7000 damage. Search for 1 <em>Card Name Ifrita</em> and add it to your hand.,,0.07,0.18,0.5,0.2,,Normal,14-002R,Summon,Fire,5,,,World of Final Fantasy,
245224,Ifrita EX,Ifrita EX,https://tcgplayer-cdn.tcgplayer.com/product/245224_200w.jpg,24,2792,https://cpt.tcgcsv.com/v6-2,2021-08-06T04:03:10.687,1,Rare,[EX BURST]: Choose 1 Forward. Deal it 7000 damage. Search for 1 <em>Card Name Ifrita</em> and add it to your hand.,,1.11,1.5,9.0,1.56,,Foil,14-002R,Summon,Fire,5,,,World of Final Fantasy,
245225,The Emperor (Full Art Reprint),The Emperor Full Art Reprint,https://tcgplayer-cdn.tcgplayer.com/product/245225_200w.jpg,24,2792,https://cpt.tcgcsv.com/w6-2,2021-08-06T17:51:46.577,1,Legend,The Characters opponent controls cannot use special or action abilities.,,44.99,44.99,44.99,20.28,,Foil,2-147L,Forward,Dark,4,8000,Emperor,II,
245226,Illua,Illua,https://tcgplayer-cdn.tcgplayer.com/product/245226_200w.jpg,24,2792,https://cpt.tcgcsv.com/x6-2,2021-08-06T04:03:10.687,1,Rare,"Haste
When Illua attacks, you may <strong>dull</strong> any number of active Fire Backups you control. When you do so, choose 1 Forward. Deal it 3000 damage for each Backup you dulled due to this ability and Illua gains +3000 power for each Backup you <strong>dulled</strong> due to this ability until the end of the turn.",,0.09,0.18,0.5,0.16,,Normal,14-003R,Forward,Fire,1,3000,Nightshade,FFTA2,
245226,Illua,Illua,https://tcgplayer-cdn.tcgplayer.com/product/245226_200w.jpg,24,2792,https://cpt.tcgcsv.com/x6-2,2021-08-06T04:03:10.687,1,Rare,"Haste
When Illua attacks, you may <strong>dull</strong> any number of active Fire Backups you control. When you do so, choose 1 Forward. Deal it 3000 damage for each Backup you dulled due to this ability and Illua gains +3000 power for each Backup you <strong>dulled</strong> due to this ability until the end of the turn.",,0.24,0.55,2.0,0.73,,Foil,14-003R,Forward,Fire,1,3000,Nightshade,FFTA2,
245227,Warrior of Light,Warrior of Light,https://tcgplayer-cdn.tcgplayer.com/product/245227_200w.jpg,24,2792,https://cpt.tcgcsv.com/z6-2,2021-08-06T04:03:10.687,1,Common,"The <em>Job Standard Unit</em> Forwards you control gain +1000 power.
<br><em>Damage 3</em> — The <em>Job Standard Unit</em> Forwards you control gain +2000 power.",,0.03,0.1,0.25,0.07,,Normal,14-004C,Forward,Fire,4,8000,Warrior of Light,I;DFF,
245227,Warrior of Light,Warrior of Light,https://tcgplayer-cdn.tcgplayer.com/product/245227_200w.jpg,24,2792,https://cpt.tcgcsv.com/z6-2,2021-08-06T04:03:10.687,1,Common,"The <em>Job Standard Unit</em> Forwards you control gain +1000 power.
<br><em>Damage 3</em> — The <em>Job Standard Unit</em> Forwards you control gain +2000 power.",,0.24,0.3,1.85,,,Foil,14-004C,Forward,Fire,4,8000,Warrior of Light,I;DFF,
245228,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/245228_200w.jpg,24,2792,https://cpt.tcgcsv.com/B6-2,2021-08-06T04:03:10.687,1,Hero,"During this turn, if your opponent has discarded a card from their hand due to the Summons or abilities, the cost required to cast Cloud of Darkness is reduced by 2.
<br>During this turn, if you have drawn 3 or more cards, the cost required to cast Cloud of Darkness is reduced by 2.
<br>When Cloud of Darkness enters the field, choose 1 Character. <strong>Dull</strong> it and <strong>Freeze</strong> it.",,0.3,0.35,2.0,0.58,,Foil,14-130H,Forward,Ice;Water,4,8000,Wraith,III;DFF,
245228,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/245228_200w.jpg,24,2792,https://cpt.tcgcsv.com/B6-2,2021-08-06T04:03:10.687,1,Hero,"During this turn, if your opponent has discarded a card from their hand due to the Summons or abilities, the cost required to cast Cloud of Darkness is reduced by 2.
<br>During this turn, if you have drawn 3 or more cards, the cost required to cast Cloud of Darkness is reduced by 2.
<br>When Cloud of Darkness enters the field, choose 1 Character. <strong>Dull</strong> it and <strong>Freeze</strong> it.",,0.15,0.25,1.05,0.27,,Normal,14-130H,Forward,Ice;Water,4,8000,Wraith,III;DFF,
245229,Gessho,Gessho,https://tcgplayer-cdn.tcgplayer.com/product/245229_200w.jpg,24,2792,https://cpt.tcgcsv.com/C6-2,2021-08-06T04:03:10.687,1,Hero,"When Gessho enters the field, your opponent reveals their hand. Select 1 card in their hand. Your opponent removes it from the game.",,0.22,0.25,1.16,0.33,,Normal,14-129H,Forward,Fire;Lightning,5,8000,Ninja,XI,
245229,Gessho,Gessho,https://tcgplayer-cdn.tcgplayer.com/product/245229_200w.jpg,24,2792,https://cpt.tcgcsv.com/C6-2,2021-08-06T04:03:10.687,1,Hero,"When Gessho enters the field, your opponent reveals their hand. Select 1 card in their hand. Your opponent removes it from the game.",,0.22,0.48,2.0,0.66,,Foil,14-129H,Forward,Fire;Lightning,5,8000,Ninja,XI,
245230,Oelde Leonis,Oelde Leonis,https://tcgplayer-cdn.tcgplayer.com/product/245230_200w.jpg,24,2792,https://cpt.tcgcsv.com/D6-2,2021-08-06T04:03:10.687,1,Common,"When Oelde Leonis is put from the field into the Break Zone, choose 1 <em>Job Standard Unit</em> in your Break Zone. Add it to your hand.",,0.17,0.25,1.0,0.27,,Foil,14-005C,Forward,Fire,5,9000,King,FFBE,
245230,Oelde Leonis,Oelde Leonis,https://tcgplayer-cdn.tcgplayer.com/product/245230_200w.jpg,24,2792,https://cpt.tcgcsv.com/D6-2,2021-08-06T04:03:10.687,1,Common,"When Oelde Leonis is put from the field into the Break Zone, choose 1 <em>Job Standard Unit</em> in your Break Zone. Add it to your hand.",,0.01,0.1,0.5,0.11,,Normal,14-005C,Forward,Fire,5,9000,King,FFBE,
245231,"Ifrit, Lord of the Inferno EX",Ifrit Lord of the Inferno EX,https://tcgplayer-cdn.tcgplayer.com/product/245231_200w.jpg,24,2792,https://cpt.tcgcsv.com/F6-2,2021-08-06T04:03:10.687,1,Rare,"[EX BURST] When Ifrit, Lord of the Inferno enters the field, choose up to 2 Forwards opponent controls. Deal them 4000 damage.
<br>If your Summon or an ability of a Character you control deals damage to a Forward, the damage increases by 1000 instead.",,0.14,0.25,0.5,0.25,,Normal,14-006R,Forward,Fire,5,8000,Primal,XIV,
245231,"Ifrit, Lord of the Inferno EX",Ifrit Lord of the Inferno EX,https://tcgplayer-cdn.tcgplayer.com/product/245231_200w.jpg,24,2792,https://cpt.tcgcsv.com/F6-2,2021-08-06T04:03:10.687,1,Rare,"[EX BURST] When Ifrit, Lord of the Inferno enters the field, choose up to 2 Forwards opponent controls. Deal them 4000 damage.
<br>If your Summon or an ability of a Character you control deals damage to a Forward, the damage increases by 1000 instead.",,1.5,1.5,2.63,1.64,,Foil,14-006R,Forward,Fire,5,8000,Primal,XIV,
245232,Prishe,Prishe,https://tcgplayer-cdn.tcgplayer.com/product/245232_200w.jpg,24,2792,https://cpt.tcgcsv.com/G6-2,2021-08-06T04:03:10.687,1,Hero,"If you cast Prishe, you may pay an extra [G][Y][1].
<br>When Prishe enters the field, if you paid the extra cost, reveal the top 5 cards of your deck. Play up to 1 Wind Character or Earth Character of cost 5 or less among them onto the field and return the other cards to the bottom of your deck in any order.
<br><em>Damage 3</em> — Prishe gains +1000 power and <strong>Brave</strong>.",,3.0,3.45,4.99,3.39,,Foil,14-128H,Forward,Earth;Wind,4,9000,Abhorrent One,XI;Mobius,
245232,Prishe,Prishe,https://tcgplayer-cdn.tcgplayer.com/product/245232_200w.jpg,24,2792,https://cpt.tcgcsv.com/G6-2,2021-08-06T04:03:10.687,1,Hero,"If you cast Prishe, you may pay an extra [G][Y][1].
<br>When Prishe enters the field, if you paid the extra cost, reveal the top 5 cards of your deck. Play up to 1 Wind Character or Earth Character of cost 5 or less among them onto the field and return the other cards to the bottom of your deck in any order.
<br><em>Damage 3</em> — Prishe gains +1000 power and <strong>Brave</strong>.",,0.5,1.65,1.65,0.93,,Normal,14-128H,Forward,Earth;Wind,4,9000,Abhorrent One,XI;Mobius,
245233,Caius,Caius,https://tcgplayer-cdn.tcgplayer.com/product/245233_200w.jpg,24,2792,https://cpt.tcgcsv.com/H6-2,2021-08-06T04:03:10.687,1,Common,"When a Forward other than Caius you control is put from the field into the Break Zone, until the end of the turn, Caius gains +3000 power and <strong>Brave</strong>.",,0.03,0.1,0.25,0.09,,Normal,14-008C,Forward,Fire,2,5000,Guardian of the Seeress,XIII,
245233,Caius,Caius,https://tcgplayer-cdn.tcgplayer.com/product/245233_200w.jpg,24,2792,https://cpt.tcgcsv.com/H6-2,2021-08-06T04:03:10.687,1,Common,"When a Forward other than Caius you control is put from the field into the Break Zone, until the end of the turn, Caius gains +3000 power and <strong>Brave</strong>.",,0.1,0.25,1.0,0.17,,Foil,14-008C,Forward,Fire,2,5000,Guardian of the Seeress,XIII,
245234,Gabranth,Gabranth,https://tcgplayer-cdn.tcgplayer.com/product/245234_200w.jpg,24,2792,https://cpt.tcgcsv.com/J6-2,2021-08-06T04:03:10.687,1,Rare,"<em>Damage 5</em> — T, put Gabranth into the Break Zone: Choose 1 Forward. It gains ""This Forward cannot be broken."" until the end of the turn.",,0.07,0.25,3.69,0.1,,Foil,14-009R,Backup,Fire,2,,Judge,XII;DFF,
245234,Gabranth,Gabranth,https://tcgplayer-cdn.tcgplayer.com/product/245234_200w.jpg,24,2792,https://cpt.tcgcsv.com/J6-2,2021-08-06T04:03:10.687,1,Rare,"<em>Damage 5</em> — T, put Gabranth into the Break Zone: Choose 1 Forward. It gains ""This Forward cannot be broken."" until the end of the turn.",,0.06,0.15,0.5,0.15,,Normal,14-009R,Backup,Fire,2,,Judge,XII;DFF,
245235,Aerith,Aerith,https://tcgplayer-cdn.tcgplayer.com/product/245235_200w.jpg,24,2792,https://cpt.tcgcsv.com/K6-2,2021-08-06T04:03:10.687,1,Common,"When Aerith enters the field, select 1 of the 2 following actions.
<br>""Choose 1 Forward other than Aerith you control. Return it to its owner's hand.""
<br>""Choose 1 Forward you control. It gains ‘This Forward cannot be chosen by your opponent's abilities’ until the beginning of your next turn.""",,1.75,1.85,3.0,2.2,,Foil,14-126C,Forward,Water;Wind,2,7000,Ancient,VII,
245235,Aerith,Aerith,https://tcgplayer-cdn.tcgplayer.com/product/245235_200w.jpg,24,2792,https://cpt.tcgcsv.com/K6-2,2021-08-06T04:03:10.687,1,Common,"When Aerith enters the field, select 1 of the 2 following actions.
<br>""Choose 1 Forward other than Aerith you control. Return it to its owner's hand.""
<br>""Choose 1 Forward you control. It gains ‘This Forward cannot be chosen by your opponent's abilities’ until the beginning of your next turn.""",,0.05,0.1,0.45,0.11,,Normal,14-126C,Forward,Water;Wind,2,7000,Ancient,VII,
245236,Gutsco,Gutsco,https://tcgplayer-cdn.tcgplayer.com/product/245236_200w.jpg,24,2792,https://cpt.tcgcsv.com/L6-2,2021-08-06T04:03:10.687,1,Hero,"When Gutsco enters the field or attacks, remove the top card of your deck from the game.
When Gutsco leaves the field, add all the cards removed by Gutsco's ability to your hand.",,0.25,0.48,1.71,0.49,,Normal,14-010H,Forward,Fire,3,7000,Thief,III,
245236,Gutsco,Gutsco,https://tcgplayer-cdn.tcgplayer.com/product/245236_200w.jpg,24,2792,https://cpt.tcgcsv.com/L6-2,2021-08-06T04:03:10.687,1,Hero,"When Gutsco enters the field or attacks, remove the top card of your deck from the game.
When Gutsco leaves the field, add all the cards removed by Gutsco's ability to your hand.",,1.0,1.5,2.35,1.85,,Foil,14-010H,Forward,Fire,3,7000,Thief,III,
245237,"Susano, Lord of the Revel",Susano Lord of the Revel,https://tcgplayer-cdn.tcgplayer.com/product/245237_200w.jpg,24,2792,https://cpt.tcgcsv.com/M6-2,2021-08-06T04:03:10.687,1,Hero,"<strong>Haste</strong>
<br>If a Forward damaged by Susano, Lord of the Revel is put from the field into the Break Zone on the same turn, remove it from the game instead.
<br>When Susano, Lord of the Revel enters the field, select 1 Backup you control. You may put it into the Break Zone. When you do so, deal 9000 damage to all the Forwards other than Susano, Lord of the Revel.",,3.15,4.5,7.0,4.5,,Foil,14-011H,Forward,Fire,6,8000,Primal,XIV,
245237,"Susano, Lord of the Revel",Susano Lord of the Revel,https://tcgplayer-cdn.tcgplayer.com/product/245237_200w.jpg,24,2792,https://cpt.tcgcsv.com/M6-2,2021-08-06T04:03:10.687,1,Hero,"<strong>Haste</strong>
<br>If a Forward damaged by Susano, Lord of the Revel is put from the field into the Break Zone on the same turn, remove it from the game instead.
<br>When Susano, Lord of the Revel enters the field, select 1 Backup you control. You may put it into the Break Zone. When you do so, deal 9000 damage to all the Forwards other than Susano, Lord of the Revel.",,0.12,1.42,11.75,0.47,,Normal,14-011H,Forward,Fire,6,8000,Primal,XIV,
