productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extDescription,extGTIN,extSKU,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extCardType,extElement,extCost,extPower,extJob,extCategory
488823,Ace,Ace,https://tcgplayer-cdn.tcgplayer.com/product/488823_200w.jpg,24,22891,https://cpt.tcgcsv.com/txW5,2023-03-24T04:03:12.477,1,Legend,"When Ace enters the field, if you don't remove 5 Fire cards from your Break Zone from the game, put Ace into the Break Zone.
<br>When Ace attacks, choose 1 Forward opponent controls. Deal it 10000 damage.
<br><em>Spiral Gambit<em> S: Until the end of the turn, Ace gains Brave and ""Ace can attack twice in the same turn.""",,,1.25,1.55,14.49,1.49,,Foil,19-002L,Forward,Fire,1,9000,Class Zero Cadet,Type-0;DFF
488823,Ace,Ace,https://tcgplayer-cdn.tcgplayer.com/product/488823_200w.jpg,24,22891,https://cpt.tcgcsv.com/txW5,2023-03-24T04:03:12.477,1,Legend,"When Ace enters the field, if you don't remove 5 Fire cards from your Break Zone from the game, put Ace into the Break Zone.
<br>When Ace attacks, choose 1 Forward opponent controls. Deal it 10000 damage.
<br><em>Spiral Gambit<em> S: Until the end of the turn, Ace gains Brave and ""Ace can attack twice in the same turn.""",,,0.25,1.0,4.95,0.67,,Normal,19-002L,Forward,Fire,1,9000,Class Zero Cadet,Type-0;DFF
488824,Ace (Full Art),Ace Full Art,https://tcgplayer-cdn.tcgplayer.com/product/488824_200w.jpg,24,22891,https://cpt.tcgcsv.com/vxW5,2023-03-24T04:03:12.477,1,Legend,"When Ace enters the field, if you don't remove 5 Fire cards from your Break Zone from the game, put Ace into the Break Zone.
<br>When Ace attacks, choose 1 Forward opponent controls. Deal it 10000 damage.
<br><em>Spiral Gambit<em> S: Until the end of the turn, Ace gains Brave and ""Ace can attack twice in the same turn.""",,,4.99,9.81,33.97,6.36,,Foil,19-002L,Forward,Fire,1,9000,Class Zero Cadet,Type-0;DFF
488825,Edgar,Edgar,https://tcgplayer-cdn.tcgplayer.com/product/488825_200w.jpg,24,22891,https://cpt.tcgcsv.com/wxW5,2023-03-24T04:03:12.477,1,Rare,"F2T, put Edgar into the Break Zone: Choose 1 <em>Card Name Sabin</em> of cost 4 or less in your Break Zone. Play it onto the field.
<br><em>Auto Crossbow</em> S T: Choose up to 3 Forwards. Deal them 5000 damage.",,,0.2,0.35,1.0,0.27,,Foil,19-003R,Backup,Fire,2,,King,VI
488825,Edgar,Edgar,https://tcgplayer-cdn.tcgplayer.com/product/488825_200w.jpg,24,22891,https://cpt.tcgcsv.com/wxW5,2023-03-24T04:03:12.477,1,Rare,"F2T, put Edgar into the Break Zone: Choose 1 <em>Card Name Sabin</em> of cost 4 or less in your Break Zone. Play it onto the field.
<br><em>Auto Crossbow</em> S T: Choose up to 3 Forwards. Deal them 5000 damage.",,,0.02,0.1,0.99,0.09,,Normal,19-003R,Backup,Fire,2,,King,VI
488826,Edgar (Full Art),Edgar Full Art,https://tcgplayer-cdn.tcgplayer.com/product/488826_200w.jpg,24,22891,https://cpt.tcgcsv.com/xxW5,2023-03-24T04:03:12.477,1,Rare,"F2T, put Edgar into the Break Zone: Choose 1 <em>Card Name Sabin</em> of cost 4 or less in your Break Zone. Play it onto the field.
<br><em>Auto Crossbow</em> S T: Choose up to 3 Forwards. Deal them 5000 damage.",,,3.49,3.94,24.89,4.43,,Foil,19-003R,Backup,Fire,2,,King,VI
488827,Kukki-Chebukki,Kukki Chebukki,https://tcgplayer-cdn.tcgplayer.com/product/488827_200w.jpg,24,22891,https://cpt.tcgcsv.com/zxW5,2023-03-24T04:03:12.477,1,Rare,"T: Choose 1 Forward. Deal it 2000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",,,0.01,0.1,0.99,0.07,,Normal,19-004R,Forward,Fire,3,6000,Black Mage,XI
488827,Kukki-Chebukki,Kukki Chebukki,https://tcgplayer-cdn.tcgplayer.com/product/488827_200w.jpg,24,22891,https://cpt.tcgcsv.com/zxW5,2023-03-24T04:03:12.477,1,Rare,"T: Choose 1 Forward. Deal it 2000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",,,0.15,0.25,1.5,0.31,,Foil,19-004R,Forward,Fire,3,6000,Black Mage,XI
488828,Kukki-Chebukki (Full Art),Kukki Chebukki Full Art,https://tcgplayer-cdn.tcgplayer.com/product/488828_200w.jpg,24,22891,https://cpt.tcgcsv.com/BxW5,2023-03-24T04:03:12.477,1,Rare,"T: Choose 1 Forward. Deal it 2000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",,,1.99,2.93,17.0,2.68,,Foil,19-004R,Forward,Fire,3,6000,Black Mage,XI
488830,Sazh,Sazh,https://tcgplayer-cdn.tcgplayer.com/product/488830_200w.jpg,24,22891,https://cpt.tcgcsv.com/DxW5,2023-03-24T04:03:12.477,1,Common,"When Sazh enters the field, you may search for 1 <em>Card Name Dajh</em> and add it to your hand.",,,0.03,0.1,0.59,0.08,,Normal,19-005C,Forward,Fire,2,5000,L'Cie,XIII;DFF
488830,Sazh,Sazh,https://tcgplayer-cdn.tcgplayer.com/product/488830_200w.jpg,24,22891,https://cpt.tcgcsv.com/DxW5,2023-03-24T04:03:12.477,1,Common,"When Sazh enters the field, you may search for 1 <em>Card Name Dajh</em> and add it to your hand.",,,0.24,0.77,1.99,0.77,,Foil,19-005C,Forward,Fire,2,5000,L'Cie,XIII;DFF
488835,Tifa,Tifa,https://tcgplayer-cdn.tcgplayer.com/product/488835_200w.jpg,24,22891,https://cpt.tcgcsv.com/KxW5,2023-03-24T04:03:12.477,1,Common,"<em>Warp 3</em> — F1
<br><strong>Brave</strong>
<br>Tifa can attack twice in the same turn.",,,0.15,0.43,1.99,0.34,,Foil,19-006C,Forward,Fire,5,9000,Martial Artist,VII;Theatrhythm
488835,Tifa,Tifa,https://tcgplayer-cdn.tcgplayer.com/product/488835_200w.jpg,24,22891,https://cpt.tcgcsv.com/KxW5,2023-03-24T04:03:12.477,1,Common,"<em>Warp 3</em> — F1
<br><strong>Brave</strong>
<br>Tifa can attack twice in the same turn.",,,0.05,0.1,0.5,0.08,,Normal,19-006C,Forward,Fire,5,9000,Martial Artist,VII;Theatrhythm
488839,Dajh EX,Dajh EX,https://tcgplayer-cdn.tcgplayer.com/product/488839_200w.jpg,24,22891,https://cpt.tcgcsv.com/PxW5,2023-03-24T04:03:12.477,1,Common,"<strong>EX BURST</strong> When Dajh enters the field, you may discard 1 card. If you do so, draw 1 card.
<br>The <em>Card Name Sazh</em> you control gains +1000 power and First Strike.",,,0.23,0.39,1.69,0.23,,Foil,19-007C,Backup,Fire,2,,L'Cie,XIII
488839,Dajh EX,Dajh EX,https://tcgplayer-cdn.tcgplayer.com/product/488839_200w.jpg,24,22891,https://cpt.tcgcsv.com/PxW5,2023-03-24T04:03:12.477,1,Common,"<strong>EX BURST</strong> When Dajh enters the field, you may discard 1 card. If you do so, draw 1 card.
<br>The <em>Card Name Sazh</em> you control gains +1000 power and First Strike.",,,0.01,0.1,0.5,0.07,,Normal,19-007C,Backup,Fire,2,,L'Cie,XIII
488840,Buffasaur,Buffasaur,https://tcgplayer-cdn.tcgplayer.com/product/488840_200w.jpg,24,22891,https://cpt.tcgcsv.com/QxW5,2023-03-24T04:03:12.477,1,Rare,"When a Forward of your opponent enters the field, you may put Buffasaur into the Break Zone. When you do so, deal it 8000 damage. Buffasaur deals you 1 point of damage.",,,0.04,0.1,0.99,0.08,,Normal,19-008R,Monster,Fire,2,,Buffasaur,FFCC
488840,Buffasaur,Buffasaur,https://tcgplayer-cdn.tcgplayer.com/product/488840_200w.jpg,24,22891,https://cpt.tcgcsv.com/QxW5,2023-03-24T04:03:12.477,1,Rare,"When a Forward of your opponent enters the field, you may put Buffasaur into the Break Zone. When you do so, deal it 8000 damage. Buffasaur deals you 1 point of damage.",,,0.16,0.49,2.69,0.2,,Foil,19-008R,Monster,Fire,2,,Buffasaur,FFCC
488841,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/488841_200w.jpg,24,22891,https://cpt.tcgcsv.com/RxW5,2023-03-24T04:03:12.477,1,Common,"If you control 3 or more Fire Backups, Bomb also becomes a Forward with 5000 power and ""When Bomb is put from the field into the Break Zone, choose 1 Forward. Deal it 2000 damage.""
When Bomb enters the field, you may dull 2 active Fire Backups you control. When you do so, search for 1 <em>Card Name Bomb</em> of cost 2 or less and play it onto the field.",,,0.11,0.25,1.25,0.21,,Foil,19-009C,Monster,Fire,2,5000,Bomb,IX
488841,Bomb,Bomb,https://tcgplayer-cdn.tcgplayer.com/product/488841_200w.jpg,24,22891,https://cpt.tcgcsv.com/RxW5,2023-03-24T04:03:12.477,1,Common,"If you control 3 or more Fire Backups, Bomb also becomes a Forward with 5000 power and ""When Bomb is put from the field into the Break Zone, choose 1 Forward. Deal it 2000 damage.""
When Bomb enters the field, you may dull 2 active Fire Backups you control. When you do so, search for 1 <em>Card Name Bomb</em> of cost 2 or less and play it onto the field.",,,0.01,0.1,0.5,0.06,,Normal,19-009C,Monster,Fire,2,5000,Bomb,IX
488843,Sabin,Sabin,https://tcgplayer-cdn.tcgplayer.com/product/488843_200w.jpg,24,22891,https://cpt.tcgcsv.com/TxW5,2023-03-24T04:03:12.477,1,Hero,"If you control 4 or more <em>Category VI</em> Characters, the cost required to cast Sabin is reduced by 2.
<br>When Sabin enters the field, choose up to the same number of Forwards opponent controls as the <em>Category VI</em> Characters put in the Break Zone from your field during this turn. Deal them 8000 damage.",,,0.25,0.74,2.0,0.71,,Foil,19-010H,Forward,Fire,4,8000,Monk,VI
488843,Sabin,Sabin,https://tcgplayer-cdn.tcgplayer.com/product/488843_200w.jpg,24,22891,https://cpt.tcgcsv.com/TxW5,2023-03-24T04:03:12.477,1,Hero,"If you control 4 or more <em>Category VI</em> Characters, the cost required to cast Sabin is reduced by 2.
<br>When Sabin enters the field, choose up to the same number of Forwards opponent controls as the <em>Category VI</em> Characters put in the Break Zone from your field during this turn. Deal them 8000 damage.",,,0.1,0.29,1.25,0.29,,Normal,19-010H,Forward,Fire,4,8000,Monk,VI
488845,Sabin (Full Art),Sabin Full Art,https://tcgplayer-cdn.tcgplayer.com/product/488845_200w.jpg,24,22891,https://cpt.tcgcsv.com/WxW5,2023-03-24T04:03:12.477,1,Hero,"If you control 4 or more <em>Category VI</em> Characters, the cost required to cast Sabin is reduced by 2.
<br>When Sabin enters the field, choose up to the same number of Forwards opponent controls as the <em>Category VI</em> Characters put in the Break Zone from your field during this turn. Deal them 8000 damage.",,,7.64,11.28,27.5,12.93,,Foil,19-010H,Forward,Fire,4,8000,Monk,VI
488847,Miyu,Miyu,https://tcgplayer-cdn.tcgplayer.com/product/488847_200w.jpg,24,22891,https://cpt.tcgcsv.com/ZxW5,2023-03-24T04:03:12.477,1,Common,"When Miyu enters the field, you may search for 1 <em>Job Agito Cadet</em> and add it to your hand.",,,0.02,0.1,0.5,0.07,,Normal,19-011C,Backup,Fire,4,,Agito Cadet,Type-0
488847,Miyu,Miyu,https://tcgplayer-cdn.tcgplayer.com/product/488847_200w.jpg,24,22891,https://cpt.tcgcsv.com/ZxW5,2023-03-24T04:03:12.477,1,Common,"When Miyu enters the field, you may search for 1 <em>Job Agito Cadet</em> and add it to your hand.",,,0.79,1.0,4.2,1.07,,Foil,19-011C,Backup,Fire,4,,Agito Cadet,Type-0
488848,Monk (19-012C),Monk 19 012C,https://tcgplayer-cdn.tcgplayer.com/product/488848_200w.jpg,24,22891,https://cpt.tcgcsv.com/-xW5,2023-03-24T04:03:12.477,1,Common,"T, put Monk into the Break Zone: Choose 1 attacking Forward. It gains +4000 power until the end of the turn.
<br><em>Damage 3</em> — When Monk enters the field, choose 1 Forward. Deal it 7000 damage.",,,0.2,0.4,1.41,0.24,,Foil,19-012C,Backup,Fire,2,,Standard Unit,FFEX
488848,Monk (19-012C),Monk 19 012C,https://tcgplayer-cdn.tcgplayer.com/product/488848_200w.jpg,24,22891,https://cpt.tcgcsv.com/-xW5,2023-03-24T04:03:12.477,1,Common,"T, put Monk into the Break Zone: Choose 1 attacking Forward. It gains +4000 power until the end of the turn.
<br><em>Damage 3</em> — When Monk enters the field, choose 1 Forward. Deal it 7000 damage.",,,0.01,0.1,0.35,0.06,,Normal,19-012C,Backup,Fire,2,,Standard Unit,FFEX
488849,Lilty,Lilty,https://tcgplayer-cdn.tcgplayer.com/product/488849_200w.jpg,24,22891,https://cpt.tcgcsv.com/_xW5,2023-03-24T04:03:12.477,1,Common,"<strong>Brave</strong>
<br>When Lilty enters the field, choose 1 Forward. If the cost to cast Lilty was paid with CP of 3 or more different Elements, deal it 8000 damage.",,,0.11,0.29,1.0,0.18,,Foil,19-013C,Forward,Fire,4,8000,Standard Unit,FFCC
488849,Lilty,Lilty,https://tcgplayer-cdn.tcgplayer.com/product/488849_200w.jpg,24,22891,https://cpt.tcgcsv.com/_xW5,2023-03-24T04:03:12.477,1,Common,"<strong>Brave</strong>
<br>When Lilty enters the field, choose 1 Forward. If the cost to cast Lilty was paid with CP of 3 or more different Elements, deal it 8000 damage.",,,0.01,0.1,0.35,0.04,,Normal,19-013C,Forward,Fire,4,8000,Standard Unit,FFCC
488850,Luneth,Luneth,https://tcgplayer-cdn.tcgplayer.com/product/488850_200w.jpg,24,22891,https://cpt.tcgcsv.com/0zW5,2023-03-24T04:03:12.477,1,Common,"When Luneth enters the field, deal 5000 damage to all the Forwards opponent controls.",,,0.13,0.45,1.75,0.13,,Foil,19-014C,Backup,Fire,4,,Warrior of Light,III
488850,Luneth,Luneth,https://tcgplayer-cdn.tcgplayer.com/product/488850_200w.jpg,24,22891,https://cpt.tcgcsv.com/0zW5,2023-03-24T04:03:12.477,1,Common,"When Luneth enters the field, deal 5000 damage to all the Forwards opponent controls.",,,0.01,0.1,0.5,0.07,,Normal,19-014C,Backup,Fire,4,,Warrior of Light,III
488851,Ruby Weapon,Ruby Weapon,https://tcgplayer-cdn.tcgplayer.com/product/488851_200w.jpg,24,22891,https://cpt.tcgcsv.com/2zW5,2023-03-24T04:03:12.477,1,Rare,"If Ruby Weapon is dealt damage, the damage becomes 1000 instead.
<br>When Ruby Weapon blocks, dull Ruby Weapon.
<br><em>Whirlsand</em> S: Choose 1 Forward. Remove it from the game. You can only use this ability if your opponent controls 2 or more Forwards.",,,0.3,0.55,1.95,0.54,,Foil,19-015R,Forward,Fire,6,9000,Weapon,VII;Mobius
488851,Ruby Weapon,Ruby Weapon,https://tcgplayer-cdn.tcgplayer.com/product/488851_200w.jpg,24,22891,https://cpt.tcgcsv.com/2zW5,2023-03-24T04:03:12.477,1,Rare,"If Ruby Weapon is dealt damage, the damage becomes 1000 instead.
<br>When Ruby Weapon blocks, dull Ruby Weapon.
<br><em>Whirlsand</em> S: Choose 1 Forward. Remove it from the game. You can only use this ability if your opponent controls 2 or more Forwards.",,,0.05,0.12,0.99,0.11,,Normal,19-015R,Forward,Fire,6,9000,Weapon,VII;Mobius
488852,Laragorn,Laragorn,https://tcgplayer-cdn.tcgplayer.com/product/488852_200w.jpg,24,22891,https://cpt.tcgcsv.com/3zW5,2023-03-24T04:03:12.477,1,Hero,"When Laragorn enters the field, you may search for 1 <em>Card Name Moebius</em> or <em>Card Name Curlax</em> and play it onto the field.
<br>FIL T: Choose 1 <em>Card Name Moebius</em> or <em>Card Name Curlax</em> in your Break Zone. Play it onto the field.",,,0.74,0.81,2.0,0.86,,Foil,19-016H,Forward,Fire,4,6000,Dream Stooge,VI
488852,Laragorn,Laragorn,https://tcgplayer-cdn.tcgplayer.com/product/488852_200w.jpg,24,22891,https://cpt.tcgcsv.com/3zW5,2023-03-24T04:03:12.477,1,Hero,"When Laragorn enters the field, you may search for 1 <em>Card Name Moebius</em> or <em>Card Name Curlax</em> and play it onto the field.
<br>FIL T: Choose 1 <em>Card Name Moebius</em> or <em>Card Name Curlax</em> in your Break Zone. Play it onto the field.",,,0.05,0.26,1.0,0.26,,Normal,19-016H,Forward,Fire,4,6000,Dream Stooge,VI
488853,Leon,Leon,https://tcgplayer-cdn.tcgplayer.com/product/488853_200w.jpg,24,22891,https://cpt.tcgcsv.com/5zW5,2023-03-24T04:03:12.477,1,Rare,"If you control 4 or more <em>Job Rebel</em>, Leon gains +4000 power and Haste.
<br>When Leon enters the field, you may search for 1 <em>Card Name Maria</em> and add it to your hand.",,,0.09,0.4,1.5,0.21,,Foil,19-017R,Forward,Fire,3,5000,Warrior/Rebel,II
488853,Leon,Leon,https://tcgplayer-cdn.tcgplayer.com/product/488853_200w.jpg,24,22891,https://cpt.tcgcsv.com/5zW5,2023-03-24T04:03:12.477,1,Rare,"If you control 4 or more <em>Job Rebel</em>, Leon gains +4000 power and Haste.
<br>When Leon enters the field, you may search for 1 <em>Card Name Maria</em> and add it to your hand.",,,0.03,0.1,0.99,0.08,,Normal,19-017R,Forward,Fire,3,5000,Warrior/Rebel,II
488854,Leon (Full Art),Leon Full Art,https://tcgplayer-cdn.tcgplayer.com/product/488854_200w.jpg,24,22891,https://cpt.tcgcsv.com/6zW5,2023-03-24T04:03:12.477,1,Rare,"If you control 4 or more <em>Job Rebel</em>, Leon gains +4000 power and Haste.
<br>When Leon enters the field, you may search for 1 <em>Card Name Maria</em> and add it to your hand.",,,2.99,5.25,18.0,4.12,,Foil,19-017R,Forward,Fire,3,5000,Warrior/Rebel,II
488855,Waltrill,Waltrill,https://tcgplayer-cdn.tcgplayer.com/product/488855_200w.jpg,24,22891,https://cpt.tcgcsv.com/7zW5,2023-03-24T04:03:12.477,1,Rare,"At the end of each of your turns, gain [Crystal].",,,0.02,0.1,0.99,0.08,,Normal,19-018R,Forward,Ice,2,5000,Yuke,FFCC
488855,Waltrill,Waltrill,https://tcgplayer-cdn.tcgplayer.com/product/488855_200w.jpg,24,22891,https://cpt.tcgcsv.com/7zW5,2023-03-24T04:03:12.477,1,Rare,"At the end of each of your turns, gain [Crystal].",,,0.14,0.41,2.69,0.25,,Foil,19-018R,Forward,Ice,2,5000,Yuke,FFCC
488856,Vincent (19-019R),Vincent 19 019R,https://tcgplayer-cdn.tcgplayer.com/product/488856_200w.jpg,24,22891,https://cpt.tcgcsv.com/8zW5,2023-03-24T04:03:12.477,1,Rare,"When Vincent enters the field, choose up to 3 Backups. Freeze them.
<br>T: Choose 1 Character. Freeze it.
<br><em> Nightmare Shot</em> [S][I][I]: Choose 1 Forward. Deal it 8000 damage.",,,0.01,0.15,0.99,0.13,,Normal,19-019R,Forward,Ice,3,7000,Gunslinger,VII;DFF
488856,Vincent (19-019R),Vincent 19 019R,https://tcgplayer-cdn.tcgplayer.com/product/488856_200w.jpg,24,22891,https://cpt.tcgcsv.com/8zW5,2023-03-24T04:03:12.477,1,Rare,"When Vincent enters the field, choose up to 3 Backups. Freeze them.
<br>T: Choose 1 Character. Freeze it.
<br><em> Nightmare Shot</em> [S][I][I]: Choose 1 Forward. Deal it 8000 damage.",,,0.74,0.84,1.09,0.83,,Foil,19-019R,Forward,Ice,3,7000,Gunslinger,VII;DFF
488857,Umaro,Umaro,https://tcgplayer-cdn.tcgplayer.com/product/488857_200w.jpg,24,22891,https://cpt.tcgcsv.com/9zW5,2023-03-24T04:03:12.477,1,Hero,"<strong>Brave</strong>
<br>Put Umaro into the Break Zone: Choose 1 Forward. Deal it damage equal to Umaro's power.
<br>Discard 2 <em>Category VI</em> Characters: Play Umaro onto the field <strong>dull</strong>. You can only use this ability during your Main Phase and if Umaro is in the Break Zone.",,,0.61,0.85,2.0,0.83,,Foil,19-020H,Forward,Ice,4,8000,Yeti,VI
488857,Umaro,Umaro,https://tcgplayer-cdn.tcgplayer.com/product/488857_200w.jpg,24,22891,https://cpt.tcgcsv.com/9zW5,2023-03-24T04:03:12.477,1,Hero,"<strong>Brave</strong>
<br>Put Umaro into the Break Zone: Choose 1 Forward. Deal it damage equal to Umaro's power.
<br>Discard 2 <em>Category VI</em> Characters: Play Umaro onto the field <strong>dull</strong>. You can only use this ability during your Main Phase and if Umaro is in the Break Zone.",,,0.13,0.3,1.01,0.29,,Normal,19-020H,Forward,Ice,4,8000,Yeti,VI
488858,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/488858_200w.jpg,24,22891,https://cpt.tcgcsv.com/bzW5,2023-03-24T04:03:12.477,1,Common,"When Cloud of Darkness enters the field, choose 1 Monster opponent controls. Break it.
<br><em>Damage 3</em> — Cloud of Darkness gains <strong>Brave<strong>.",,,0.23,0.41,1.05,0.41,,Foil,19-021C,Forward,Ice,5,9000,Wraith,III;DFF
488858,Cloud of Darkness,Cloud of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/488858_200w.jpg,24,22891,https://cpt.tcgcsv.com/bzW5,2023-03-24T04:03:12.477,1,Common,"When Cloud of Darkness enters the field, choose 1 Monster opponent controls. Break it.
<br><em>Damage 3</em> — Cloud of Darkness gains <strong>Brave<strong>.",,,0.01,0.1,0.5,0.08,,Normal,19-021C,Forward,Ice,5,9000,Wraith,III;DFF
488860,Shiva,Shiva,https://tcgplayer-cdn.tcgplayer.com/product/488860_200w.jpg,24,22891,https://cpt.tcgcsv.com/dzW5,2023-03-24T04:03:12.477,1,Rare,"If an Ice Forward has entered your field this turn, the cost required to cast Shiva is reduced by 4.
<br>Choose 1 Forward opponent controls. Dull it and Freeze it. Draw 1 card.",,,1.44,1.51,3.0,1.33,,Foil,19-022R,Summon,Ice,4,,,FFEX
488860,Shiva,Shiva,https://tcgplayer-cdn.tcgplayer.com/product/488860_200w.jpg,24,22891,https://cpt.tcgcsv.com/dzW5,2023-03-24T04:03:12.477,1,Rare,"If an Ice Forward has entered your field this turn, the cost required to cast Shiva is reduced by 4.
<br>Choose 1 Forward opponent controls. Dull it and Freeze it. Draw 1 card.",,,0.02,0.15,0.99,0.11,,Normal,19-022R,Summon,Ice,4,,,FFEX
488863,Snow (19-023C),Snow 19 023C,https://tcgplayer-cdn.tcgplayer.com/product/488863_200w.jpg,24,22891,https://cpt.tcgcsv.com/hzW5,2023-03-24T04:03:12.477,1,Common,"If your opponent has 1 card or less in their hand, Snow gains +2000 power.
<br>When Snow blocks, your opponent discards 1 card.",,,0.04,0.1,0.99,0.08,,Normal,19-023C,Forward,Ice,4,8000,Sentinel/L'Cie,XIII;DFF
488863,Snow (19-023C),Snow 19 023C,https://tcgplayer-cdn.tcgplayer.com/product/488863_200w.jpg,24,22891,https://cpt.tcgcsv.com/hzW5,2023-03-24T04:03:12.477,1,Common,"If your opponent has 1 card or less in their hand, Snow gains +2000 power.
<br>When Snow blocks, your opponent discards 1 card.",,,0.08,0.35,1.69,0.16,,Foil,19-023C,Forward,Ice,4,8000,Sentinel/L'Cie,XIII;DFF
